suburb,lat,lon
BATEHAVEN,-35.73211,150.199539
BATEMANS BAY,-35.708152,150.174704
BENANDARAH,-35.660936,150.228251
BIMBIMBIE,-35.815395,150.128745
BUCKENBOWRA,-35.769462,150.065754
CATALINA,-35.723476,150.192552
CURROWAN,-35.559823,150.167187
DENHAMS BEACH,-35.747722,150.213231
DEPOT BEACH,-35.628728,150.322963
DURRAS NORTH,-35.627699,150.310957
EAST LYNNE,-35.578817,150.258877
GUERILLA BAY,-35.826392,150.218066
JEREMADRA,-35.809125,150.136599
LILLI PILLI,-35.773317,150.225056
LONG BEACH,-35.698892,150.234429
MALONEYS BEACH,-35.705933,150.247977
MALUA BAY,-35.783334,150.232071
MOGO,-35.784009,150.142104
NELLIGEN,-35.647438,150.141482
NORTH BATEMANS BAY,-35.700315,150.183191
PEBBLY BEACH,-35.600337,150.332855
ROSEDALE,-35.818606,150.219889
RUNNYFORD,-35.716924,150.113917
SOUTH DURRAS,-35.650988,150.295026
SUNSHINE BAY,-35.741606,150.20909
SURF BEACH,-35.761341,150.21013
SURFSIDE,-35.700788,150.198313
WOODLANDS,-35.796628,150.173321
BERGALIA,-35.981261,150.105175
BINGIE,-36.01113,150.153153
BROULEE,-35.854996,150.174616
COILA,-36.022284,150.102934
CONGO,-35.956185,150.153669
DEUA,-35.817685,149.794894
DEUA RIVER VALLEY,-35.825901,149.975941
KIORA,-35.922829,150.038921
MERINGO,-35.983842,150.147692
MOGENDOURA,-35.872225,150.058818
MORUYA,-35.911739,150.078004
MORUYA HEADS,-35.913602,150.132617
MOSSY POINT,-35.837391,150.175923
TOMAKIN,-35.821767,150.193026
TURLINJAH,-36.033268,150.090191
TUROSS HEAD,-36.060748,150.137152
WAMBAN,-36.003667,149.976869
BROOMAN,-35.48985,150.233827
LITTLE FOREST,-35.295789,150.394697
MILTON,-35.315085,150.434525
MOGOOD,-35.532057,150.197708
MORTON,-35.419406,150.304367
PORTERS CREEK,-35.264793,150.332988
WOODBURN,-35.375596,150.378783
WOODSTOCK,-35.352384,150.408978
BAWLEY POINT,-35.522387,150.393202
BENDALONG,-35.246777,150.529888
BURRILL LAKE,-35.387189,150.449603
COCKWHY,-35.541395,150.289208
CONJOLA,-35.219631,150.43487
CONJOLA PARK,-35.371593,150.452135
CROOBYAR,-35.321265,150.400375
CUNJURONG POINT,-35.259759,150.504909
DOLPHIN POINT,-35.400376,150.44539
FISHERMANS PARADISE,-35.229709,150.448704
KINGS POINT,-35.372521,150.437164
KIOLOA,-35.544426,150.383971
LAKE CONJOLA,-35.269291,150.492742
LAKE TABOURIE,-35.44375,150.398471
MANYANA,-35.258413,150.513956
MOLLYMOOK,-35.339324,150.474228
MOLLYMOOK BEACH,-35.329662,150.471836
NARRAWALLEE,-35.308851,150.471766
POINTER MOUNTAIN,-35.262656,150.371989
PRETTY BEACH,-35.564463,150.379514
TERMEIL,-35.487171,150.339308
ULLADULLA,-35.357094,150.474301
YADBORO,-35.375922,150.239976
BAMARANG,-34.894362,150.534464
BARRINGELLA,-34.935112,150.457584
BASIN VIEW,-35.091103,150.562281
BEECROFT PENINSULA,-35.007431,150.79864
BERRARA,-35.205582,150.550411
BEWONG,-35.085105,150.531612
BOLONG,-34.847006,150.649574
BOOLIJAH,-35.107236,150.3538
BREAM BEACH,-35.111056,150.661796
BROWNS MOUNTAIN,-34.795905,150.515137
BRUNDEE,-34.892094,150.651304
BUANGLA,-34.85565,150.408913
BURRIER,-34.870381,150.451137
CALLALA BAY,-34.98761,150.718141
CALLALA BEACH,-35.009084,150.696524
CAMBEWARRA,-34.820751,150.542226
CAMBEWARRA VILLAGE,-34.82309,150.559835
COMBERTON,-34.963482,150.65138
COMERONG ISLAND,-34.877525,150.725328
CUDMIRRAH,-35.19804,150.557818
CULBURRA BEACH,-34.930305,150.758745
CURRARONG,-35.018739,150.824214
EROWAL BAY,-35.102436,150.653639
ETTREMA,-34.831645,150.309906
FALLS CREEK,-34.968232,150.596929
GREENWELL POINT,-34.907929,150.729736
HMAS ALBATROSS,-34.943598,150.548423
HUSKISSON,-35.03885,150.670943
HYAMS BEACH,-35.101726,150.681004
ILLAROO,-34.851209,150.479283
JERRAWANGALA,-35.095016,150.443219
KINGHORNE,-34.965514,150.778168
LONGREACH,-34.868158,150.525235
MAYFIELD,-34.915478,150.673667
MEROO MEADOW,-34.809874,150.618378
MONDAYONG,-35.181766,150.43954
MOOLLATTOO,-34.772666,150.384284
MUNDAMIA,-34.893303,150.558306
MYOLA,-35.027104,150.673253
NOWRA HILL,-34.933614,150.575151
NUMBAA,-34.873429,150.678484
OLD EROWAL BAY,-35.084367,150.646501
ORIENT POINT,-34.9108,150.749658
PARMA,-34.963298,150.552694
PYREE,-34.911669,150.684688
SANCTUARY POINT,-35.104131,150.626941
ST GEORGES BASIN,-35.090788,150.597815
SUSSEX INLET,-35.157009,150.596247
SWANHAVEN,-35.180764,150.574812
TAPITALLEE,-34.829514,150.540433
TERARA,-34.865447,150.627436
TOMERONG,-35.052034,150.587068
TULLARWALLA,-35.104092,150.512288
TWELVE MILE PEG,-35.126879,150.402145
VINCENTIA,-35.069537,150.675178
WANDANDIAN,-35.089066,150.509967
WATERSLEIGH,-34.856246,150.517965
WOLLUMBOOLA,-34.93968,150.705187
WOOLLAMIA,-35.013673,150.637612
WORRIGEE,-34.89037,150.626074
WORROWING HEIGHTS,-35.065515,150.639373
WRIGHTS BEACH,-35.112035,150.665252
YALWAL,-34.916934,150.424339
YERRIYONG,-34.961597,150.511939
BANGALEE,-34.843976,150.570381
BOMADERRY,-34.855412,150.608383
NORTH NOWRA,-34.860731,150.591467
NOWRA,-34.872698,150.60342
NOWRA EAST,-34.888371,150.610072
NOWRA NORTH,-34.860731,150.591467
SOUTH NOWRA,-34.898363,150.60221
WEST NOWRA,-34.892253,150.58593
BELOWRA,-36.148482,149.705058
BODALLA,-36.090909,150.051741
CADGEE,-36.146273,149.92127
EUROBODALLA,-36.141108,149.979087
NERRIGUNDAH,-36.118478,149.90113
POTATO POINT,-36.096051,150.136611
AKOLELE,-36.355798,150.07685
BARRAGGA BAY,-36.502628,150.053011
BERMAGUI,-36.422732,150.06439
CENTRAL TILBA,-36.311773,150.084817
CORUNNA,-36.290385,150.108612
CUTTAGEE,-36.492757,150.053495
DALMENY,-36.171034,150.131434
DIGNAMS CREEK,-36.347484,150.010185
KIANGA,-36.196069,150.131026
MYSTERY BAY,-36.299297,150.128542
NAROOMA,-36.218319,150.132246
NORTH NAROOMA,-36.202678,150.119086
TILBA TILBA,-36.324422,150.062667
TINPOT,-36.23167,149.882895
WADBILLIGA,-36.261874,149.647021
WALLAGA LAKE,-36.356673,150.066053
BERRAMBOOL,-36.8788,149.917402
MERIMBULA,-36.887762,149.910553
TURA BEACH,-36.86533,149.917714
YELLOW PINCH,-36.861012,149.839542
BALD HILLS,-36.912886,149.847662
BROADWATER,-36.982578,149.887264
GREIGS FLAT,-36.968353,149.866268
LOCHIEL,-36.921998,149.747092
MILLINGANDI,-36.872365,149.867994
NETHERCOTE,-37.01779,149.828723
PAMBULA,-36.929247,149.874618
PAMBULA BEACH,-36.939862,149.901907
SOUTH PAMBULA,-36.943447,149.862176
ANGLEDALE,-36.63575,149.857154
BEGA,-36.674262,149.84324
BEMBOKA,-36.629917,149.572964
BLACK RANGE,-36.724891,149.834693
BOURNDA,-36.836801,149.912998
BROGO,-36.570993,149.823508
BUCKAJO,-36.703339,149.758432
BUNGA,-36.537397,150.041639
BURRAGATE,-37.001083,149.628928
CANDELO,-36.767311,149.695188
CHINNOCK,-36.68983,149.939048
COBARGO,-36.38761,149.887772
COOLAGOLITE,-36.429324,149.926402
COOLANGUBRA,-37.024422,149.501594
COOPERS GULLY,-36.649434,149.795722
DEVILS HOLE,-36.873821,149.652802
DOCTOR GEORGE MOUNTAIN,-36.665809,149.892211
FROGS HOLLOW,-36.767935,149.814668
GREENDALE,-36.600111,149.852112
JELLAT JELLAT,-36.717577,149.893595
KALARU,-36.736047,149.939572
KAMERUKA,-36.74108,149.708726
KANOONA,-36.745803,149.779989
KINGSWOOD,-36.738556,149.81742
MOGAREEKA,-36.698431,149.975982
MOGILLA,-36.706181,149.562706
MORANS CROSSING,-36.663757,149.647067
MUMBULLA MOUNTAIN,-36.545445,149.864645
MURRAH,-36.512638,149.978253
MYRTLE MOUNTAIN,-36.860626,149.690231
NELSON,-36.675498,149.971179
NEW BUILDINGS,-36.947707,149.574758
NUMBUGGA,-36.652366,149.711811
PERICOE,-37.103305,149.59656
QUAAMA,-36.464379,149.87009
REEDY SWAMP,-36.698569,149.892016
ROCKY HALL,-36.913723,149.488005
SOUTH WOLUMLA,-36.821939,149.750881
STONY CREEK,-36.617312,149.801981
TANJA,-36.627881,149.933291
TANTAWANGALO,-36.79455,149.594037
TARRAGANDA,-36.667587,149.866664
TATHRA,-36.729728,149.985917
TOOTHDALE,-36.7906,149.764434
TOWAMBA,-37.087978,149.652672
VERONA,-36.465045,149.8207
WALLAGOOT,-36.788248,149.917603
WANDELLA,-36.299399,149.848665
WAPENGO,-36.594545,150.018276
WOLUMLA,-36.831995,149.811442
YAMBULLA,-37.202549,149.603593
YANKEES CREEK,-36.488027,149.544864
YOWRIE,-36.297586,149.717828
BOYDTOWN,-37.10475,149.879014
EDEN,-37.06319,149.903702
EDROM,-37.102459,149.928892
GREEN CAPE,-37.260999,150.049332
KIAH,-37.149723,149.856899
NADGEE,-37.333007,149.805836
NARRABARBA,-37.246066,149.819973
NULLICA,-37.092825,149.839036
NUNGATTA,-37.153431,149.386096
TIMBILLICA,-37.358462,149.722269
WONBOYN,-37.251046,149.914953
WONBOYN LAKE,-37.251046,149.914953
WONBOYN NORTH,-37.23331,149.911196
BADGERYS CREEK,-33.883376,150.741351
BRINGELLY,-33.945707,150.725207
CATHERINE FIELD,-33.993545,150.774858
ROSSMORE,-33.945965,150.772763
EAGLE VALE,-34.037882,150.814153
ESCHOL PARK,-34.031357,150.80968
KEARNS,-34.021321,150.803211
BLAIRMOUNT,-34.049485,150.799611
CLAYMORE,-34.045524,150.810024
AIRDS,-34.084468,150.829041
AMBARVALE,-34.080467,150.803644
APPIN,-34.200891,150.787479
BLAIR ATHOL,-34.063835,150.806007
BRADBURY,-34.086006,150.814016
CAMPBELLTOWN,-34.067441,150.812522
CAMPBELLTOWN NORTH,-34.06584,150.82489
CATARACT,-34.261883,150.804049
ENGLORIE PARK,-34.082052,150.795131
GILEAD,-34.107035,150.761815
GLEN ALPINE,-34.084184,150.775275
KENTLYN,-34.073171,150.85743
LEUMEAH,-34.052285,150.833396
MACARTHUR SQUARE,-34.076256,150.798055
ROSEMEADOW,-34.101795,150.800106
RUSE,-34.069283,150.844069
ST HELENS PARK,-34.112264,150.798121
WEDDERBURN,-34.127555,150.812698
WOODBINE,-34.049892,150.818872
MENANGLE PARK,-34.100121,150.757016
GLENQUARIE,-33.986032,150.89171
LONG POINT,-34.016437,150.898579
MACQUARIE FIELDS,-33.989471,150.882626
DENHAM COURT,-33.990081,150.844653
INGLEBURN,-33.998718,150.866344
MACQUARIE LINKS,-33.982185,150.867561
BOW BOWING,-34.015342,150.83682
MINTO,-34.032022,150.848208
MINTO HEIGHTS,-34.037543,150.871353
RABY,-34.021071,150.811347
VARROVILLE,-34.010255,150.822979
CURRANS HILL,-34.045179,150.764007
HARRINGTON PARK,-34.023239,150.742232
MOUNT ANNAN,-34.054864,150.764158
NARELLAN,-34.040524,150.735615
NARELLAN VALE,-34.055271,150.74408
SMEATON GRANGE,-34.039104,150.756685
MENANGLE,-34.108654,150.749149
DOUGLAS PARK,-34.193696,150.712878
BELIMBLA PARK,-34.075888,150.543085
BICKLEY VALE,-34.070905,150.666238
BROWNLOW HILL,-34.034824,150.657016
CAMDEN,-34.054599,150.695678
CAMDEN PARK,-34.088673,150.721836
CAMDEN SOUTH,-34.08748,150.695074
CAWDOR,-34.108691,150.671985
COBBITTY,-34.015874,150.691029
ELDERSLIE,-34.059038,150.711427
ELLIS LANE,-34.040061,150.672006
GLENMORE,-34.063271,150.597678
GRASMERE,-34.056293,150.67317
KIRKHAM,-34.038536,150.71674
MOUNT HUNTER,-34.071248,150.641382
NATTAI,-34.068935,150.44568
OAKDALE,-34.078174,150.513639
ORAN PARK,-34.006941,150.723908
ORANGEVILLE,-34.04279,150.573125
SPRING FARM,-34.070247,150.727716
THE OAKS,-34.076873,150.571086
THERESA PARK,-34.007922,150.639915
WEROMBI,-33.988918,150.57174
BALMORAL,-34.294422,150.525259
BUXTON,-34.254368,150.533907
COURIDJAH,-34.234218,150.547569
MALDON,-34.194502,150.632327
MOWBRAY PARK,-34.157496,150.549363
PICTON,-34.185524,150.606454
RAZORBACK,-34.136585,150.665604
WILTON,-34.240434,150.696426
LAKESLAND,-34.18087,150.526834
THIRLMERE,-34.204088,150.571102
TAHMOOR,-34.22291,150.593447
AVON,-34.352071,150.634745
BARGO,-34.289443,150.580103
PHEASANTS NEST,-34.255973,150.635599
YANDERRA,-34.324175,150.569254
ALPINE,-34.409517,150.523957
AYLMERTON,-34.419069,150.492737
BRAEMAR,-34.430571,150.482931
BULLIO,-34.344617,150.168638
COLO VALE,-34.400134,150.487969
HIGH RANGE,-34.373716,150.297876
HILL TOP,-34.356278,150.494373
JOADJA,-34.421009,150.220396
MANDEMAR,-34.427052,150.281726
MITTAGONG,-34.450856,150.448788
MOUNT LINDSEY,-34.500293,150.564361
WATTLE RIDGE,-34.221773,150.352031
WELBY,-34.439533,150.428081
WILLOW VALE,-34.436392,150.468941
WOODLANDS,-34.422185,150.383214
YERRINBOOL,-34.375908,150.538132
BONG BONG,-34.537116,150.390855
BOWRAL,-34.4778,150.418086
BURRADOO,-34.506395,150.404854
EAST BOWRAL,-34.501493,150.449304
EAST KANGALOON,-34.526695,150.610248
GLENQUARRY,-34.522941,150.490532
KANGALOON,-34.553366,150.533848
AVOCA,-34.613522,150.479323
BANGADILLY,-34.436829,150.135301
BARREN GROUNDS,-34.671506,150.711828
BARRENGARRY,-34.720683,150.523543
BEAUMONT,-34.781805,150.561629
BELANGLO,-34.530981,150.260212
BERRIMA,-34.489644,150.335816
BURRAWANG,-34.593302,150.518264
CALWALLA,-34.567326,150.478036
CANYONLEIGH,-34.588633,150.118763
CARRINGTON FALLS,-34.632892,150.660769
FITZROY FALLS,-34.640976,150.478478
KANGAROO VALLEY,-34.737826,150.536215
KNIGHTS HILL,-34.62445,150.700784
MACQUARIE PASS,-34.5655,150.65745
MANCHESTER SQUARE,-34.601259,150.393211
MEDWAY,-34.495618,150.297246
MERYLA,-34.642031,150.402224
MOSS VALE,-34.547608,150.373096
MOUNT MURRAY,-34.546414,150.629446
MYRA VALE,-34.644999,150.511403
NEW BERRIMA,-34.504395,150.332394
PADDYS RIVER,-34.623658,150.100068
PHEASANT GROUND,-34.610663,150.666013
ROBERTSON,-34.589237,150.596418
SUTTON FOREST,-34.568289,150.321036
UPPER KANGAROO RIVER,-34.686553,150.60052
UPPER KANGAROO VALLEY,-34.651206,150.603413
WERAI,-34.594345,150.344221
WILDES MEADOW,-34.618189,150.530044
YARRUNGA,-34.590675,150.439521
BUNDANOON,-34.632598,150.321575
BIG HILL,-34.562935,149.987083
BRAYTON,-34.647901,149.964356
EXETER,-34.613161,150.317392
MARULAN,-34.711996,150.005978
MARULAN SOUTH,-34.76026,150.03039
PENROSE,-34.670072,150.228512
TALLONG,-34.718548,150.083071
WINGELLO,-34.691726,150.15675
BANNABY,-34.439785,149.961474
BANNISTER,-34.595404,149.490386
BRISBANE GROVE,-34.786689,149.702842
BUNGONIA,-34.829239,149.869192
CURRAWANG,-34.984542,149.476481
GOLSPIE,-34.290845,149.662984
GOULBURN,-34.75535,149.717816
GOULBURN NORTH,-34.747561,149.748917
GREENWICH PARK,-34.625181,149.906755
GUNDARY,-34.815321,149.787114
JERRONG,-34.156028,149.86564
KINGSDALE,-34.663354,149.661163
LAKE BATHURST,-35.012657,149.714504
LEIGHWOOD,-34.222442,149.643913
MAYFIELD,-35.204371,149.791055
MCALISTER,-34.446464,149.56561
MIDDLE ARM,-34.539675,149.741673
MOUNT FAIRY,-35.166753,149.59895
MOUNT RAE,-34.447921,149.718712
MUMMEL,-34.688445,149.593517
PARKESBOURNE,-34.761895,149.521444
QUIALIGO,-34.929309,149.743155
ROSLYN,-34.502905,149.6075
RUN-O-WATERS,-34.770431,149.671221
TARAGO,-35.084503,149.628735
TARALGA,-34.405567,149.818683
TARLO,-34.603183,149.806454
TIRRANNAVILLE,-34.822261,149.680847
TOWRANG,-34.685308,149.859942
WAYO,-34.60171,149.628076
WIARBOROUGH,-34.20003,149.904829
WINDELLAMA,-35.025089,149.872388
WOMBEYAN CAVES,-34.329634,150.022747
WOODHOUSELEE,-34.570439,149.63111
WOWAGIN,-34.409882,149.707523
YALBRAITH,-34.241606,149.773798
YARRA,-34.762728,149.623035
BELLMOUNT FOREST,-34.917864,149.24271
BEVENDALE,-34.522272,149.110484
BIALA,-34.620292,149.236458
BLAKNEY CREEK,-34.653222,149.034306
BREADALBANE,-34.800796,149.468173
BROADWAY,-34.700258,149.094844
COLLECTOR,-34.91729,149.424332
CULLERIN,-34.782812,149.405192
DALTON,-34.72191,149.181024
GUNNING,-34.782264,149.266364
GURRUNDAH,-34.666343,149.418755
LADE VALE,-34.84439,149.139454
LAKE GEORGE,-35.170348,149.453858
LERIDA,-34.872871,149.365686
MERRILL,-34.659271,149.295106
OOLONG,-34.775749,149.169139
WOLLOGORANG,-34.846128,149.521068
BANGO,-34.745475,148.956495
BERREMANGRA,-34.768594,148.452258
BOAMBOLO,-35.030468,148.888736
BOOKHAM,-34.789416,148.637784
BOWNING,-34.7679,148.814699
BURRINJUCK,-34.976658,148.62331
CAVAN,-35.022931,148.835379
GOOD HOPE,-34.896682,148.838622
JEIR,-35.033261,148.975562
JERRAWA,-34.789989,149.099032
KANGIARA,-34.602264,148.75403
LAVERSTOCK,-34.643421,148.851468
MANTON,-34.85035,148.998237
MARCHMONT,-34.876217,148.954609
MULLION,-35.128741,148.871684
MURRUMBATEMAN,-34.969552,149.03035
NANANGROE,-34.966986,148.474704
NARRANGULLEN,-35.026932,148.73001
WEE JASPER,-35.115771,148.673123
WOOLGARLO,-34.895285,148.734991
YASS,-34.84215,148.911228
YASS RIVER,-34.9072,149.096916
BIGGA,-34.084776,149.151361
BINDA,-34.328832,149.365499
BLANKET FLAT,-34.128707,149.196951
BROOKLANDS,-34.456267,149.459764
COTTAWALLA,-34.478288,149.517073
CROOKED CORNER,-34.22847,149.248832
CROOKWELL,-34.458076,149.470291
FULLERTON,-34.210656,149.514502
GLENERIN,-34.492933,149.365126
GRABBEN GULLEN,-34.545474,149.410916
GRABINE,-33.968531,149.041258
GREENMANTLE,-33.969537,149.102384
HADLEY,-34.134055,149.584597
JUNCTION POINT,-34.139923,149.334985
KEMPTON,-34.272519,149.557291
KIALLA,-34.544343,149.460784
LAGGAN,-34.384409,149.541447
LIMERICK,-34.204084,149.477511
MULGOWRIE,-34.238755,149.164632
NARRAWA,-34.435768,149.160245
PEELWOOD,-34.111361,149.427224
RUGBY,-34.367222,149.032412
THALABA,-34.274199,149.514461
THIRD CREEK,-34.527736,149.512359
TUENA,-34.016464,149.327712
WHEEO,-34.509822,149.292676
BINALONG,-34.670932,148.628209
GALONG,-34.601586,148.556895
BOOROWA,-34.438598,148.716326
FROGMORE,-34.233648,148.85376
GOBA CREEK,-34.283533,148.75145
GODFREYS CREEK,-34.113363,148.780269
KENYU,-34.222552,148.758579
MURRINGO,-34.272867,148.509953
REIDS FLAT,-34.146638,148.96138
RYE PARK,-34.519573,148.907695
TAYLORS FLAT,-34.293284,149.012779
AURVILLE,-34.547823,148.370154
CUNNINGAR,-34.562125,148.419171
DEMONDRILLE,-34.516257,148.314901
GARANGULA,-34.642328,148.222238
HARDEN,-34.555033,148.369635
KINGSVALE,-34.457564,148.363624
MCMAHONS REEF,-34.662005,148.449415
MURRUMBURRAH,-34.549329,148.350183
NUBBA,-34.535807,148.236167
PRUNEVALE,-34.402129,148.331878
WOMBAT,-34.423482,148.24444
WALLENDBEEN,-34.524319,148.16016
BETHUNGRA,-34.762894,147.852565
COOTAMUNDRA,-34.639089,148.024671
ILLABO,-34.814798,147.740662
BERTHONG,-34.425659,148.065745
BRIBBAREE,-34.121252,147.873721
BULLA CREEK,-34.121974,148.261083
BURRANGONG,-34.287811,148.268425
KIKIAMAH,-34.076913,148.144808
MAIMURU,-34.252818,148.235113
MEMAGONG,-34.316086,148.173499
MILVALE,-34.314943,147.875379
MONTEAGLE,-34.193245,148.342278
THUDDUNGRA,-34.137462,148.096299
TUBBUL,-34.254129,147.938225
WEEDALLION,-34.198455,147.937445
YOUNG,-34.31341,148.297921
BIMBERI,-35.560416,148.624957
BRINDABELLA,-35.349503,148.724491
COOLEMAN,-35.674712,148.729098
NANIMA,-33.431998,148.369936
SPRINGRANGE,-35.107791,149.104756
WALLAROO,-35.149733,149.005727
JERRABOMBERRA,-35.384458,149.199053
BURRA,-35.576088,149.227469
CARWOOLA,-35.365294,149.336975
CLEAR RANGE,-35.743398,149.105147
CRESTWOOD,-31.472265,152.904109
DODSWORTH,-35.362216,149.24946
ENVIRONA,-35.399692,149.173518
GOOGONG,-35.391776,149.230757
GREENLEIGH,-35.349539,149.255909
GUNDAROO,-35.127745,149.20979
KARABAR,-35.362899,149.216388
LETCHWORTH,-35.356585,149.209058
MICHELAGO,-33.94239,150.865056
QUEANBEYAN,-35.354443,149.232083
QUEANBEYAN EAST,-35.342808,149.244392
QUEANBEYAN WEST,-35.358298,149.228993
ROYALLA,-35.512227,149.16269
SUTTON,-35.161199,149.25297
THE ANGLE,-34.058994,150.835136
THE RIDGEWAY,-35.342878,149.264338
TINDERRY,-35.734435,149.285544
TRALEE,-28.227215,153.535809
URILA,-35.588233,149.311818
WAMBOIN,-31.713914,148.660146
WILLIAMSDALE,-35.575036,149.187254
YARROW,-35.41717,149.265202
ANEMBO,-35.805448,149.42833
BUNGENDORE,-35.256083,149.440417
BYWONG,-35.179788,149.345703
FORBES CREEK,-35.427761,149.494574
HOSKINSTOWN,-35.413703,149.449817
PRIMROSE VALLEY,-35.470922,149.362232
ROSSI,-35.470142,149.509869
ARALUEN,-35.64693,149.812149
ARALUEN NORTH,-35.628549,149.804609
BACK CREEK,-35.344316,149.940738
BALLALABA,-35.572682,149.666842
BENDOURA,-35.509154,149.686519
BERLANG,-35.672833,149.682874
BOMBAY,-35.436417,149.666636
BORO,-35.142889,149.661589
BRAIDWOOD,-35.437701,149.800868
BUDAWANG,-35.444285,149.966099
BULEE,-35.007703,150.147642
CHARLEYS FOREST,-35.369064,149.996471
COOLUMBURRA,-35.039519,150.096388
CORANG,-35.180439,150.066218
DURRAN DURRA,-35.342313,149.868942
ENDRICK,-35.12857,150.11099
FARRINGDON,-35.50848,149.666101
GUNDILLION,-35.758795,149.63818
HAROLDS CROSS,-35.557947,149.58352
HEREFORD HALL,-35.814656,149.55865
JEMBAICUMBENE,-35.529644,149.79821
JERRABATTGULLA,-35.689205,149.588339
JINDEN,-35.894745,149.596485
JINGERA,-35.691743,149.423278
KINDERVALE,-35.66411,149.527298
KRAWARREE,-35.822331,149.630348
LARBERT,-35.305951,149.766151
MAJORS CREEK,-35.5706,149.738897
MANAR,-35.296007,149.676895
MARLOWE,-35.277266,149.896924
MERRICUMBENE,-35.729469,149.896222
MONGA,-35.55029,149.899619
MONGARLOWE,-35.422218,149.922833
MULLOON,-35.26821,149.612194
MURRENGENBURG,-35.557944,150.017866
NERINGLA,-35.730751,149.79214
NERRIGA,-35.113182,150.088704
NORTHANGERA,-35.480567,149.922942
OALLEN,-35.140146,149.959164
PALERANG,-35.42774,149.568117
REIDSDALE,-35.589709,149.845446
SASSAFRAS,-35.081919,150.22494
SNOWBALL,-35.936661,149.581007
ST GEORGE,-35.048824,150.235762
TIANJARA,-35.112531,150.323224
TOMBOYE,-35.250558,149.980278
TOUGA,-34.960012,150.085034
WARRI,-35.314647,149.72126
WOG WOG,-35.242018,150.02645
WYANBENE,-35.774689,149.675965
CAPTAINS FLAT,-35.552827,149.445083
KOSCIUSZKO,-36.180818,148.441281
PERISHER VALLEY,-36.409836,148.404294
THREDBO,-36.50661,148.301005
THREDBO VILLAGE,-36.50661,148.301005
BREDBO,-35.959129,149.150191
BUMBALONG,-35.861268,149.13088
COLINTON,-35.861015,149.158071
CRACKENBACK,-36.441153,148.511421
EAST JINDABYNE,-36.401823,148.652518
GROSSES PLAIN,-36.574794,148.485067
GUNGARLIN,-36.242012,148.545978
HILL TOP,-33.796292,151.272681
INGEBIRAH,-36.624836,148.507059
JINDABYNE,-36.415074,148.618871
KALKITE,-36.334764,148.636658
MOONBAH,-36.494333,148.551912
PILOT WILDERNESS,-36.702108,148.249475
AVONSIDE,-36.438997,148.701689
BELOKA,-36.539348,148.746418
BERRIDALE,-36.36953,148.830045
BRAEMAR,-36.103116,148.652752
BYADBO WILDERNESS,-36.846098,148.429585
COOTRALANTRA,-36.257027,148.879996
DALGETY,-36.502267,148.834562
EUCUMBENE,-36.140581,148.634191
EUCUMBENE COVE,-36.226853,148.672685
NIMMO,-36.185489,148.632997
NUMBLA VALE,-36.636685,148.817931
PAUPONG,-36.646591,148.646819
ROCKY PLAIN,-36.226837,148.673031
SNOWY PLAINS,-36.154191,148.565367
ADAMINABY,-35.997349,148.769744
ANGLERS REACH,-35.999196,148.664848
BOLARO,-35.978989,148.841015
CABRAMURRA,-35.939511,148.385746
LONG PLAIN,-35.688852,148.550615
OLD ADAMINABY,-36.029411,148.701954
PROVIDENCE PORTAL,-35.942898,148.62841
TANTANGARA,-35.790897,148.665701
YAOUK,-35.822302,148.809946
ARABLE,-36.367368,148.945534
BADJA,-36.076239,149.531732
BILLILINGRA,-36.009878,149.145822
BINJURA,-36.180676,149.10666
BOBUNDARA,-36.486151,148.992917
BUCKENDERRA,-36.181563,148.764404
BUNGARBY,-36.64944,149.002848
BUNYAN,-36.16963,149.153753
CARLAMINDA,-36.254154,149.309474
CHAKOLA,-36.072585,149.159951
COOLRINGDON,-36.248127,148.949925
COOMA,-36.236579,149.125456
COOMA NORTH,-36.219587,149.131404
COUNTEGANY,-36.190509,149.458677
DAIRYMANS PLAINS,-36.204435,149.034048
DANGELONG,-36.34927,149.28558
DRY PLAIN,-36.102972,148.899096
FRYING PAN,-36.157553,148.844593
GLEN FERGUS,-36.195004,149.256904
IRONMUNGY,-36.588422,148.941209
JERANGLE,-35.885731,149.358866
JIMENBUEN,-36.740918,148.904734
MAFFRA,-36.541824,148.968015
MIDDLE FLAT,-36.24231,149.180558
MIDDLINGBANK,-36.216412,148.809771
MURRUMBUCCA,-36.074246,149.068914
MYALLA,-36.427599,149.123033
NUMERALLA,-36.177223,149.340668
PEAK VIEW,-36.093615,149.372138
PINE VALLEY,-36.242939,149.062079
POLO FLAT,-36.239517,149.152117
RHINE FALLS,-36.189498,148.892937
ROCK FLAT,-36.348444,149.211761
ROSE VALLEY,-36.124127,149.257968
SHANNONS FLAT,-35.933274,148.957847
SPRINGFIELD,-36.542351,149.076874
THE BROTHERS,-36.34749,149.065485
TUROSS,-36.27041,149.486847
WAMBROOK,-36.207892,148.946956
ANDO,-36.739931,149.261211
BOCO,-36.607736,149.123391
CREEWAH,-36.762864,149.372004
GLEN ALLEN,-36.677158,149.381171
GREENLANDS,-36.500889,149.428699
HOLTS FLAT,-36.640048,149.288248
KYBEYAN,-36.32455,149.502285
MOUNT COOPER,-36.665121,149.184806
NIMMITABEL,-36.518225,149.280424
STEEPLE FLAT,-36.602349,149.352328
WINIFRED,-36.513601,149.339186
BIBBENLUKE,-36.815805,149.283408
BOMBALA,-36.909544,149.242198
