suburb,lat,lon
FARMBOROUGH HEIGHTS (NSW),-34.454004,150.819944
KEMBLA GRANGE (NSW),-34.47078,150.808912
KEMBLA HEIGHTS (NSW),-34.433149,150.805941
MOUNT KEMBLA (NSW),-34.432799,150.820503
UNANDERRA (NSW),-34.454624,150.845093
ALBION PARK (NSW),-34.570722,150.775031
ALBION PARK RAIL (NSW),-34.560838,150.79575
CALDERWOOD (NSW),-34.552252,150.707252
CROOM (NSW),-34.586574,150.837991
NORTH MACQUARIE (NSW),-34.572232,150.741423
TONGARRA (NSW),-34.579673,150.705668
TULLIMBAR (NSW),-34.577122,150.739102
YELLOW ROCK (NSW),-34.597473,150.731413
BARRACK HEIGHTS (NSW),-34.565203,150.857066
BARRACK POINT (NSW),-34.563249,150.867375
LAKE ILLAWARRA (NSW),-34.546473,150.85695
MOUNT WARRIGAL (NSW),-34.551856,150.843468
WARILLA (NSW),-34.552573,150.85995
WINDANG (NSW),-34.52994,150.869145
BLACKBUTT (NSW),-34.56896,150.834695
DUNMORE (NSW),-34.606223,150.840676
FLINDERS (NSW),-34.579836,150.844828
OAK FLATS (NSW),-34.564933,150.819334
SHELL COVE (NSW),-34.588201,150.872594
SHELLHARBOUR (NSW),-34.579035,150.867929
SHELLHARBOUR CITY CENTRE (NSW),-34.564922,150.836628
AVONDALE (NSW),-34.514177,150.733774
BROWNSVILLE (NSW),-34.485644,150.806211
CLEVELAND (NSW),-34.501885,150.772708
DAPTO (NSW),-34.494001,150.793006
HAYWARDS BAY (NSW),-34.540289,150.787364
HORSLEY (NSW),-34.489605,150.766762
HUNTLEY (NSW),-34.507423,150.714224
KANAHOOKA (NSW),-34.49448,150.808964
KOONAWARRA (NSW),-34.502196,150.807052
MARSHALL MOUNT (NSW),-34.545128,150.745585
PENROSE (NSW),-34.512613,150.778141
WONGAWILLI (NSW),-34.480002,150.758765
YALLAH (NSW),-34.537777,150.780648
BOMBO (NSW),-34.656396,150.854028
CURRAMORE (NSW),-34.621117,150.782884
JAMBEROO (NSW),-34.648419,150.776595
JERRARA (NSW),-34.669926,150.818519
KIAMA (NSW),-34.671676,150.856703
KIAMA DOWNS (NSW),-34.645131,150.851208
KIAMA HEIGHTS (NSW),-34.697929,150.843492
MINNAMURRA (NSW),-34.627871,150.855113
SADDLEBACK MOUNTAIN (NSW),-34.699264,150.803589
FOXGROUND (NSW),-34.727084,150.768404
GERRINGONG (NSW),-34.745549,150.827497
GERROA (NSW),-34.770171,150.815611
ROSE VALLEY (NSW),-34.723847,150.814893
TOOLIJOOA (NSW),-34.755583,150.780909
WERRI BEACH (NSW),-34.734083,150.832547
WILLOW VALE (NSW),-34.737647,150.794731
BACK FOREST (NSW),-34.853655,150.678507
BELLAWONGARAH (NSW),-34.763894,150.626431
BERRY (NSW),-34.775494,150.696595
BERRY MOUNTAIN (NSW),-34.76421,150.653537
BROGERS CREEK (NSW),-34.707978,150.686381
BROUGHTON (NSW),-34.761853,150.735343
BROUGHTON VALE (NSW),-34.757278,150.708686
BROUGHTON VILLAGE (NSW),-34.741987,150.761619
BUDDEROO (NSW),-34.662214,150.662882
BUNDEWALLAH (NSW),-34.754964,150.664195
COOLANGATTA (NSW),-34.854208,150.726361
FAR MEADOW (NSW),-34.822063,150.720449
JASPERS BRUSH (NSW),-34.803323,150.657592
SHOALHAVEN HEADS (NSW),-34.85145,150.745254
WATTAMOLLA (NSW),-34.735931,150.622766
WOODHILL (NSW),-34.726147,150.67505
BATEHAVEN (NSW),-35.73211,150.199539
BATEMANS BAY (NSW),-35.708152,150.174704
BENANDARAH (NSW),-35.660936,150.228251
BIMBIMBIE (NSW),-35.815395,150.128745
BUCKENBOWRA (NSW),-35.769462,150.065754
CATALINA (NSW),-35.723476,150.192552
CURROWAN (NSW),-35.559823,150.167187
DENHAMS BEACH (NSW),-35.747722,150.213231
DEPOT BEACH (NSW),-35.628728,150.322963
DURRAS NORTH (NSW),-35.627699,150.310957
EAST LYNNE (NSW),-35.578817,150.258877
GUERILLA BAY (NSW),-35.826392,150.218066
JEREMADRA (NSW),-35.809125,150.136599
LILLI PILLI (NSW),-35.773317,150.225056
LONG BEACH (NSW),-35.698892,150.234429
MALONEYS BEACH (NSW),-35.705933,150.247977
MALUA BAY (NSW),-35.783334,150.232071
MOGO (NSW),-35.784009,150.142104
NELLIGEN (NSW),-35.647438,150.141482
NORTH BATEMANS BAY (NSW),-35.700315,150.183191
PEBBLY BEACH (NSW),-35.600337,150.332855
ROSEDALE (NSW),-35.818606,150.219889
RUNNYFORD (NSW),-35.716924,150.113917
SOUTH DURRAS (NSW),-35.650988,150.295026
SUNSHINE BAY (NSW),-35.741606,150.20909
SURF BEACH (NSW),-35.761341,150.21013
SURFSIDE (NSW),-35.700788,150.198313
WOODLANDS (NSW),-35.796628,150.173321
BERGALIA (NSW),-35.981261,150.105175
BINGIE (NSW),-36.01113,150.153153
BROULEE (NSW),-35.854996,150.174616
COILA (NSW),-36.022284,150.102934
CONGO (NSW),-35.956185,150.153669
DEUA (NSW),-35.817685,149.794894
DEUA RIVER VALLEY (NSW),-35.825901,149.975941
KIORA (NSW),-35.922829,150.038921
MERINGO (NSW),-35.983842,150.147692
MOGENDOURA (NSW),-35.872225,150.058818
MORUYA (NSW),-35.911739,150.078004
MORUYA HEADS (NSW),-35.913602,150.132617
MOSSY POINT (NSW),-35.837391,150.175923
TOMAKIN (NSW),-35.821767,150.193026
TURLINJAH (NSW),-36.033268,150.090191
TUROSS HEAD (NSW),-36.060748,150.137152
WAMBAN (NSW),-36.003667,149.976869
BROOMAN (NSW),-35.48985,150.233827
LITTLE FOREST (NSW),-35.295789,150.394697
MILTON (NSW),-35.315085,150.434525
MOGOOD (NSW),-35.532057,150.197708
MORTON (NSW),-35.419406,150.304367
PORTERS CREEK (NSW),-35.264793,150.332988
WOODBURN (NSW),-35.375596,150.378783
WOODSTOCK (NSW),-35.352384,150.408978
BAWLEY POINT (NSW),-35.522387,150.393202
BENDALONG (NSW),-35.246777,150.529888
BURRILL LAKE (NSW),-35.387189,150.449603
COCKWHY (NSW),-35.541395,150.289208
CONJOLA (NSW),-35.219631,150.43487
CONJOLA PARK (NSW),-35.371593,150.452135
CROOBYAR (NSW),-35.321265,150.400375
CUNJURONG POINT (NSW),-35.259759,150.504909
DOLPHIN POINT (NSW),-35.400376,150.44539
FISHERMANS PARADISE (NSW),-35.229709,150.448704
KINGS POINT (NSW),-35.372521,150.437164
KIOLOA (NSW),-35.544426,150.383971
LAKE CONJOLA (NSW),-35.269291,150.492742
LAKE TABOURIE (NSW),-35.44375,150.398471
MANYANA (NSW),-35.258413,150.513956
MOLLYMOOK (NSW),-35.339324,150.474228
MOLLYMOOK BEACH (NSW),-35.329662,150.471836
NARRAWALLEE (NSW),-35.308851,150.471766
POINTER MOUNTAIN (NSW),-35.262656,150.371989
PRETTY BEACH (NSW),-35.564463,150.379514
TERMEIL (NSW),-35.487171,150.339308
ULLADULLA (NSW),-35.357094,150.474301
YADBORO (NSW),-35.375922,150.239976
BAMARANG (NSW),-34.894362,150.534464
BARRINGELLA (NSW),-34.935112,150.457584
BASIN VIEW (NSW),-35.091103,150.562281
BEECROFT PENINSULA (NSW),-35.007431,150.79864
BERRARA (NSW),-35.205582,150.550411
BEWONG (NSW),-35.085105,150.531612
BOLONG (NSW),-34.847006,150.649574
BOOLIJAH (NSW),-35.107236,150.3538
BREAM BEACH (NSW),-35.111056,150.661796
BROWNS MOUNTAIN (NSW),-34.795905,150.515137
BRUNDEE (NSW),-34.892094,150.651304
BUANGLA (NSW),-34.85565,150.408913
BURRIER (NSW),-34.870381,150.451137
CALLALA BAY (NSW),-34.98761,150.718141
CALLALA BEACH (NSW),-35.009084,150.696524
CAMBEWARRA (NSW),-34.820751,150.542226
CAMBEWARRA VILLAGE (NSW),-34.82309,150.559835
COMBERTON (NSW),-34.963482,150.65138
COMERONG ISLAND (NSW),-34.877525,150.725328
CUDMIRRAH (NSW),-35.19804,150.557818
CULBURRA BEACH (NSW),-34.930305,150.758745
CURRARONG (NSW),-35.018739,150.824214
EROWAL BAY (NSW),-35.102436,150.653639
ETTREMA (NSW),-34.831645,150.309906
FALLS CREEK (NSW),-34.968232,150.596929
GREENWELL POINT (NSW),-34.907929,150.729736
HMAS ALBATROSS (NSW),-34.943598,150.548423
HUSKISSON (NSW),-35.03885,150.670943
HYAMS BEACH (NSW),-35.101726,150.681004
ILLAROO (NSW),-34.851209,150.479283
JERRAWANGALA (NSW),-35.095016,150.443219
KINGHORNE (NSW),-34.965514,150.778168
LONGREACH (NSW),-34.868158,150.525235
MAYFIELD (NSW),-34.915478,150.673667
MEROO MEADOW (NSW),-34.809874,150.618378
MONDAYONG (NSW),-35.181766,150.43954
MOOLLATTOO (NSW),-34.772666,150.384284
MUNDAMIA (NSW),-34.893303,150.558306
MYOLA (NSW),-35.027104,150.673253
NOWRA HILL (NSW),-34.933614,150.575151
NUMBAA (NSW),-34.873429,150.678484
OLD EROWAL BAY (NSW),-35.084367,150.646501
ORIENT POINT (NSW),-34.9108,150.749658
PARMA (NSW),-34.963298,150.552694
PYREE (NSW),-34.911669,150.684688
SANCTUARY POINT (NSW),-35.104131,150.626941
ST GEORGES BASIN (NSW),-35.090788,150.597815
SUSSEX INLET (NSW),-35.157009,150.596247
SWANHAVEN (NSW),-35.180764,150.574812
TAPITALLEE (NSW),-34.829514,150.540433
TERARA (NSW),-34.865447,150.627436
TOMERONG (NSW),-35.052034,150.587068
TULLARWALLA (NSW),-35.104092,150.512288
TWELVE MILE PEG (NSW),-35.126879,150.402145
VINCENTIA (NSW),-35.069537,150.675178
WANDANDIAN (NSW),-35.089066,150.509967
WATERSLEIGH (NSW),-34.856246,150.517965
WOLLUMBOOLA (NSW),-34.93968,150.705187
WOOLLAMIA (NSW),-35.013673,150.637612
WORRIGEE (NSW),-34.89037,150.626074
WORROWING HEIGHTS (NSW),-35.065515,150.639373
WRIGHTS BEACH (NSW),-35.112035,150.665252
YALWAL (NSW),-34.916934,150.424339
YERRIYONG (NSW),-34.961597,150.511939
BANGALEE (NSW),-34.843976,150.570381
BOMADERRY (NSW),-34.855412,150.608383
NORTH NOWRA (NSW),-34.860731,150.591467
NOWRA (NSW),-34.872698,150.60342
NOWRA EAST (NSW),-34.888371,150.610072
NOWRA NORTH (NSW),-34.860731,150.591467
SOUTH NOWRA (NSW),-34.898363,150.60221
WEST NOWRA (NSW),-34.892253,150.58593
BELOWRA (NSW),-36.148482,149.705058
BODALLA (NSW),-36.090909,150.051741
CADGEE (NSW),-36.146273,149.92127
EUROBODALLA (NSW),-36.141108,149.979087
NERRIGUNDAH (NSW),-36.118478,149.90113
POTATO POINT (NSW),-36.096051,150.136611
AKOLELE (NSW),-36.355798,150.07685
BARRAGGA BAY (NSW),-36.502628,150.053011
BERMAGUI (NSW),-36.422732,150.06439
CENTRAL TILBA (NSW),-36.311773,150.084817
CORUNNA (NSW),-36.290385,150.108612
CUTTAGEE (NSW),-36.492757,150.053495
DALMENY (NSW),-36.171034,150.131434
DIGNAMS CREEK (NSW),-36.347484,150.010185
KIANGA (NSW),-36.196069,150.131026
MYSTERY BAY (NSW),-36.299297,150.128542
NAROOMA (NSW),-36.218319,150.132246
NORTH NAROOMA (NSW),-36.202678,150.119086
TILBA TILBA (NSW),-36.324422,150.062667
TINPOT (NSW),-36.23167,149.882895
WADBILLIGA (NSW),-36.261874,149.647021
WALLAGA LAKE (NSW),-36.356673,150.066053
BERRAMBOOL (NSW),-36.8788,149.917402
MERIMBULA (NSW),-36.887762,149.910553
TURA BEACH (NSW),-36.86533,149.917714
YELLOW PINCH (NSW),-36.861012,149.839542
BALD HILLS (NSW),-36.912886,149.847662
BROADWATER (NSW),-36.982578,149.887264
GREIGS FLAT (NSW),-36.968353,149.866268
LOCHIEL (NSW),-36.921998,149.747092
MILLINGANDI (NSW),-36.872365,149.867994
NETHERCOTE (NSW),-37.01779,149.828723
PAMBULA (NSW),-36.929247,149.874618
PAMBULA BEACH (NSW),-36.939862,149.901907
SOUTH PAMBULA (NSW),-36.943447,149.862176
ANGLEDALE (NSW),-36.63575,149.857154
BEGA (NSW),-36.674262,149.84324
BEMBOKA (NSW),-36.629917,149.572964
BLACK RANGE (NSW),-36.724891,149.834693
BOURNDA (NSW),-36.836801,149.912998
BROGO (NSW),-36.570993,149.823508
BUCKAJO (NSW),-36.703339,149.758432
BUNGA (NSW),-36.537397,150.041639
BURRAGATE (NSW),-37.001083,149.628928
CANDELO (NSW),-36.767311,149.695188
CHINNOCK (NSW),-36.68983,149.939048
COBARGO (NSW),-36.38761,149.887772
COOLAGOLITE (NSW),-36.429324,149.926402
COOLANGUBRA (NSW),-37.024422,149.501594
COOPERS GULLY (NSW),-36.649434,149.795722
DEVILS HOLE (NSW),-36.873821,149.652802
DOCTOR GEORGE MOUNTAIN (NSW),-36.665809,149.892211
FROGS HOLLOW (NSW),-36.767935,149.814668
GREENDALE (NSW),-36.600111,149.852112
JELLAT JELLAT (NSW),-36.717577,149.893595
KALARU (NSW),-36.736047,149.939572
KAMERUKA (NSW),-36.74108,149.708726
KANOONA (NSW),-36.745803,149.779989
KINGSWOOD (NSW),-36.738556,149.81742
MOGAREEKA (NSW),-36.698431,149.975982
MOGILLA (NSW),-36.706181,149.562706
MORANS CROSSING (NSW),-36.663757,149.647067
MUMBULLA MOUNTAIN (NSW),-36.545445,149.864645
MURRAH (NSW),-36.512638,149.978253
MYRTLE MOUNTAIN (NSW),-36.860626,149.690231
NELSON (NSW),-36.675498,149.971179
NEW BUILDINGS (NSW),-36.947707,149.574758
NUMBUGGA (NSW),-36.652366,149.711811
PERICOE (NSW),-37.103305,149.59656
QUAAMA (NSW),-36.464379,149.87009
REEDY SWAMP (NSW),-36.698569,149.892016
ROCKY HALL (NSW),-36.913723,149.488005
SOUTH WOLUMLA (NSW),-36.821939,149.750881
STONY CREEK (NSW),-36.617312,149.801981
TANJA (NSW),-36.627881,149.933291
TANTAWANGALO (NSW),-36.79455,149.594037
TARRAGANDA (NSW),-36.667587,149.866664
TATHRA (NSW),-36.729728,149.985917
TOOTHDALE (NSW),-36.7906,149.764434
TOWAMBA (NSW),-37.087978,149.652672
VERONA (NSW),-36.465045,149.8207
WALLAGOOT (NSW),-36.788248,149.917603
WANDELLA (NSW),-36.299399,149.848665
WAPENGO (NSW),-36.594545,150.018276
WOLUMLA (NSW),-36.831995,149.811442
YAMBULLA (NSW),-37.202549,149.603593
YANKEES CREEK (NSW),-36.488027,149.544864
YOWRIE (NSW),-36.297586,149.717828
BOYDTOWN (NSW),-37.10475,149.879014
EDEN (NSW),-37.06319,149.903702
EDROM (NSW),-37.102459,149.928892
GREEN CAPE (NSW),-37.260999,150.049332
KIAH (NSW),-37.149723,149.856899
NADGEE (NSW),-37.333007,149.805836
NARRABARBA (NSW),-37.246066,149.819973
NULLICA (NSW),-37.092825,149.839036
NUNGATTA (NSW),-37.153431,149.386096
TIMBILLICA (NSW),-37.358462,149.722269
WONBOYN (NSW),-37.251046,149.914953
WONBOYN LAKE (NSW),-37.251046,149.914953
WONBOYN NORTH (NSW),-37.23331,149.911196
BADGERYS CREEK (NSW),-33.883376,150.741351
BRINGELLY (NSW),-33.945707,150.725207
CATHERINE FIELD (NSW),-33.993545,150.774858
ROSSMORE (NSW),-33.945965,150.772763
EAGLE VALE (NSW),-34.037882,150.814153
ESCHOL PARK (NSW),-34.031357,150.80968
KEARNS (NSW),-34.021321,150.803211
BLAIRMOUNT (NSW),-34.049485,150.799611
CLAYMORE (NSW),-34.045524,150.810024
AIRDS (NSW),-34.084468,150.829041
AMBARVALE (NSW),-34.080467,150.803644
APPIN (NSW),-34.200891,150.787479
BLAIR ATHOL (NSW),-34.063835,150.806007
BRADBURY (NSW),-34.086006,150.814016
CAMPBELLTOWN (NSW),-34.067441,150.812522
CAMPBELLTOWN NORTH (NSW),-34.06584,150.82489
CATARACT (NSW),-34.261883,150.804049
ENGLORIE PARK (NSW),-34.082052,150.795131
GILEAD (NSW),-34.107035,150.761815
GLEN ALPINE (NSW),-34.084184,150.775275
KENTLYN (NSW),-34.073171,150.85743
LEUMEAH (NSW),-34.052285,150.833396
MACARTHUR SQUARE (NSW),-34.076256,150.798055
ROSEMEADOW (NSW),-34.101795,150.800106
RUSE (NSW),-34.069283,150.844069
ST HELENS PARK (NSW),-34.112264,150.798121
WEDDERBURN (NSW),-34.127555,150.812698
WOODBINE (NSW),-34.049892,150.818872
MENANGLE PARK (NSW),-34.100121,150.757016
GLENQUARIE (NSW),-33.986032,150.89171
LONG POINT (NSW),-34.016437,150.898579
MACQUARIE FIELDS (NSW),-33.989471,150.882626
DENHAM COURT (NSW),-33.990081,150.844653
INGLEBURN (NSW),-33.998718,150.866344
MACQUARIE LINKS (NSW),-33.982185,150.867561
BOW BOWING (NSW),-34.015342,150.83682
MINTO (NSW),-34.032022,150.848208
MINTO HEIGHTS (NSW),-34.037543,150.871353
RABY (NSW),-34.021071,150.811347
VARROVILLE (NSW),-34.010255,150.822979
CURRANS HILL (NSW),-34.045179,150.764007
HARRINGTON PARK (NSW),-34.023239,150.742232
MOUNT ANNAN (NSW),-34.054864,150.764158
NARELLAN (NSW),-34.040524,150.735615
NARELLAN VALE (NSW),-34.055271,150.74408
SMEATON GRANGE (NSW),-34.039104,150.756685
MENANGLE (NSW),-34.108654,150.749149
DOUGLAS PARK (NSW),-34.193696,150.712878
BELIMBLA PARK (NSW),-34.075888,150.543085
BICKLEY VALE (NSW),-34.070905,150.666238
BROWNLOW HILL (NSW),-34.034824,150.657016
CAMDEN (NSW),-34.054599,150.695678
CAMDEN PARK (NSW),-34.088673,150.721836
CAMDEN SOUTH (NSW),-34.08748,150.695074
CAWDOR (NSW),-34.108691,150.671985
COBBITTY (NSW),-34.015874,150.691029
ELDERSLIE (NSW),-34.059038,150.711427
ELLIS LANE (NSW),-34.040061,150.672006
GLENMORE (NSW),-34.063271,150.597678
GRASMERE (NSW),-34.056293,150.67317
KIRKHAM (NSW),-34.038536,150.71674
MOUNT HUNTER (NSW),-34.071248,150.641382
NATTAI (NSW),-34.068935,150.44568
OAKDALE (NSW),-34.078174,150.513639
ORAN PARK (NSW),-34.006941,150.723908
ORANGEVILLE (NSW),-34.04279,150.573125
SPRING FARM (NSW),-34.070247,150.727716
THE OAKS (NSW),-34.076873,150.571086
THERESA PARK (NSW),-34.007922,150.639915
WEROMBI (NSW),-33.988918,150.57174
BALMORAL (NSW),-34.294422,150.525259
BUXTON (NSW),-34.254368,150.533907
COURIDJAH (NSW),-34.234218,150.547569
MALDON (NSW),-34.194502,150.632327
MOWBRAY PARK (NSW),-34.157496,150.549363
PICTON (NSW),-34.185524,150.606454
RAZORBACK (NSW),-34.136585,150.665604
WILTON (NSW),-34.240434,150.696426
LAKESLAND (NSW),-34.18087,150.526834
THIRLMERE (NSW),-34.204088,150.571102
TAHMOOR (NSW),-34.22291,150.593447
AVON (NSW),-34.352071,150.634745
BARGO (NSW),-34.289443,150.580103
PHEASANTS NEST (NSW),-34.255973,150.635599
YANDERRA (NSW),-34.324175,150.569254
ALPINE (NSW),-34.409517,150.523957
AYLMERTON (NSW),-34.419069,150.492737
BRAEMAR (NSW),-34.430571,150.482931
BULLIO (NSW),-34.344617,150.168638
COLO VALE (NSW),-34.400134,150.487969
HIGH RANGE (NSW),-34.373716,150.297876
HILL TOP (NSW),-34.356278,150.494373
JOADJA (NSW),-34.421009,150.220396
MANDEMAR (NSW),-34.427052,150.281726
MITTAGONG (NSW),-34.450856,150.448788
MOUNT LINDSEY (NSW),-34.500293,150.564361
WATTLE RIDGE (NSW),-34.221773,150.352031
WELBY (NSW),-34.439533,150.428081
WILLOW VALE (NSW),-34.436392,150.468941
WOODLANDS (NSW),-34.422185,150.383214
YERRINBOOL (NSW),-34.375908,150.538132
BONG BONG (NSW),-34.537116,150.390855
BOWRAL (NSW),-34.4778,150.418086
BURRADOO (NSW),-34.506395,150.404854
EAST BOWRAL (NSW),-34.501493,150.449304
EAST KANGALOON (NSW),-34.526695,150.610248
GLENQUARRY (NSW),-34.522941,150.490532
KANGALOON (NSW),-34.553366,150.533848
AVOCA (NSW),-34.613522,150.479323
BANGADILLY (NSW),-34.436829,150.135301
BARREN GROUNDS (NSW),-34.671506,150.711828
BARRENGARRY (NSW),-34.720683,150.523543
BEAUMONT (NSW),-34.781805,150.561629
BELANGLO (NSW),-34.530981,150.260212
BERRIMA (NSW),-34.489644,150.335816
BURRAWANG (NSW),-34.593302,150.518264
CALWALLA (NSW),-34.567326,150.478036
CANYONLEIGH (NSW),-34.588633,150.118763
CARRINGTON FALLS (NSW),-34.632892,150.660769
FITZROY FALLS (NSW),-34.640976,150.478478
KANGAROO VALLEY (NSW),-34.737826,150.536215
KNIGHTS HILL (NSW),-34.62445,150.700784
MACQUARIE PASS (NSW),-34.5655,150.65745
MANCHESTER SQUARE (NSW),-34.601259,150.393211
MEDWAY (NSW),-34.495618,150.297246
MERYLA (NSW),-34.642031,150.402224
MOSS VALE (NSW),-34.547608,150.373096
MOUNT MURRAY (NSW),-34.546414,150.629446
MYRA VALE (NSW),-34.644999,150.511403
NEW BERRIMA (NSW),-34.504395,150.332394
PADDYS RIVER (NSW),-34.623658,150.100068
PHEASANT GROUND (NSW),-34.610663,150.666013
ROBERTSON (NSW),-34.589237,150.596418
SUTTON FOREST (NSW),-34.568289,150.321036
UPPER KANGAROO RIVER (NSW),-34.686553,150.60052
UPPER KANGAROO VALLEY (NSW),-34.651206,150.603413
WERAI (NSW),-34.594345,150.344221
WILDES MEADOW (NSW),-34.618189,150.530044
YARRUNGA (NSW),-34.590675,150.439521
BUNDANOON (NSW),-34.632598,150.321575
BIG HILL (NSW),-34.562935,149.987083
BRAYTON (NSW),-34.647901,149.964356
EXETER (NSW),-34.613161,150.317392
MARULAN (NSW),-34.711996,150.005978
MARULAN SOUTH (NSW),-34.76026,150.03039
PENROSE (NSW),-34.670072,150.228512
TALLONG (NSW),-34.718548,150.083071
WINGELLO (NSW),-34.691726,150.15675
BANNABY (NSW),-34.439785,149.961474
BANNISTER (NSW),-34.595404,149.490386
BRISBANE GROVE (NSW),-34.786689,149.702842
BUNGONIA (NSW),-34.829239,149.869192
CURRAWANG (NSW),-34.984542,149.476481
GOLSPIE (NSW),-34.290845,149.662984
GOULBURN (NSW),-34.75535,149.717816
GOULBURN NORTH (NSW),-34.747561,149.748917
GREENWICH PARK (NSW),-34.625181,149.906755
GUNDARY (NSW),-34.815321,149.787114
JERRONG (NSW),-34.156028,149.86564
KINGSDALE (NSW),-34.663354,149.661163
LAKE BATHURST (NSW),-35.012657,149.714504
LEIGHWOOD (NSW),-34.222442,149.643913
MAYFIELD (NSW),-35.204371,149.791055
MCALISTER (NSW),-34.446464,149.56561
MIDDLE ARM (NSW),-34.539675,149.741673
MOUNT FAIRY (NSW),-35.166753,149.59895
MOUNT RAE (NSW),-34.447921,149.718712
MUMMEL (NSW),-34.688445,149.593517
PARKESBOURNE (NSW),-34.761895,149.521444
QUIALIGO (NSW),-34.929309,149.743155
ROSLYN (NSW),-34.502905,149.6075
RUN-O-WATERS (NSW),-34.770431,149.671221
TARAGO (NSW),-35.084503,149.628735
TARALGA (NSW),-34.405567,149.818683
TARLO (NSW),-34.603183,149.806454
TIRRANNAVILLE (NSW),-34.822261,149.680847
TOWRANG (NSW),-34.685308,149.859942
WAYO (NSW),-34.60171,149.628076
WIARBOROUGH (NSW),-34.20003,149.904829
WINDELLAMA (NSW),-35.025089,149.872388
WOMBEYAN CAVES (NSW),-34.329634,150.022747
WOODHOUSELEE (NSW),-34.570439,149.63111
WOWAGIN (NSW),-34.409882,149.707523
YALBRAITH (NSW),-34.241606,149.773798
YARRA (NSW),-34.762728,149.623035
BELLMOUNT FOREST (NSW),-34.917864,149.24271
BEVENDALE (NSW),-34.522272,149.110484
BIALA (NSW),-34.620292,149.236458
BLAKNEY CREEK (NSW),-34.653222,149.034306
BREADALBANE (NSW),-34.800796,149.468173
BROADWAY (NSW),-34.700258,149.094844
COLLECTOR (NSW),-34.91729,149.424332
CULLERIN (NSW),-34.782812,149.405192
DALTON (NSW),-34.72191,149.181024
GUNNING (NSW),-34.782264,149.266364
GURRUNDAH (NSW),-34.666343,149.418755
LADE VALE (NSW),-34.84439,149.139454
LAKE GEORGE (NSW),-35.170348,149.453858
LERIDA (NSW),-34.872871,149.365686
MERRILL (NSW),-34.659271,149.295106
OOLONG (NSW),-34.775749,149.169139
WOLLOGORANG (NSW),-34.846128,149.521068
BANGO (NSW),-34.745475,148.956495
BERREMANGRA (NSW),-34.768594,148.452258
BOAMBOLO (NSW),-35.030468,148.888736
BOOKHAM (NSW),-34.789416,148.637784
BOWNING (NSW),-34.7679,148.814699
BURRINJUCK (NSW),-34.976658,148.62331
CAVAN (NSW),-35.022931,148.835379
GOOD HOPE (NSW),-34.896682,148.838622
JEIR (NSW),-35.033261,148.975562
JERRAWA (NSW),-34.789989,149.099032
KANGIARA (NSW),-34.602264,148.75403
LAVERSTOCK (NSW),-34.643421,148.851468
MANTON (NSW),-34.85035,148.998237
MARCHMONT (NSW),-34.876217,148.954609
MULLION (NSW),-35.128741,148.871684
MURRUMBATEMAN (NSW),-34.969552,149.03035
NANANGROE (NSW),-34.966986,148.474704
NARRANGULLEN (NSW),-35.026932,148.73001
WEE JASPER (NSW),-35.115771,148.673123
WOOLGARLO (NSW),-34.895285,148.734991
YASS (NSW),-34.84215,148.911228
YASS RIVER (NSW),-34.9072,149.096916
BIGGA (NSW),-34.084776,149.151361
BINDA (NSW),-34.328832,149.365499
BLANKET FLAT (NSW),-34.128707,149.196951
BROOKLANDS (NSW),-34.456267,149.459764
COTTAWALLA (NSW),-34.478288,149.517073
CROOKED CORNER (NSW),-34.22847,149.248832
CROOKWELL (NSW),-34.458076,149.470291
FULLERTON (NSW),-34.210656,149.514502
GLENERIN (NSW),-34.492933,149.365126
GRABBEN GULLEN (NSW),-34.545474,149.410916
GRABINE (NSW),-33.968531,149.041258
GREENMANTLE (NSW),-33.969537,149.102384
HADLEY (NSW),-34.134055,149.584597
JUNCTION POINT (NSW),-34.139923,149.334985
KEMPTON (NSW),-34.272519,149.557291
KIALLA (NSW),-34.544343,149.460784
LAGGAN (NSW),-34.384409,149.541447
LIMERICK (NSW),-34.204084,149.477511
MULGOWRIE (NSW),-34.238755,149.164632
NARRAWA (NSW),-34.435768,149.160245
PEELWOOD (NSW),-34.111361,149.427224
RUGBY (NSW),-34.367222,149.032412
THALABA (NSW),-34.274199,149.514461
THIRD CREEK (NSW),-34.527736,149.512359
TUENA (NSW),-34.016464,149.327712
WHEEO (NSW),-34.509822,149.292676
BINALONG (NSW),-34.670932,148.628209
GALONG (NSW),-34.601586,148.556895
BOOROWA (NSW),-34.438598,148.716326
FROGMORE (NSW),-34.233648,148.85376
GOBA CREEK (NSW),-34.283533,148.75145
GODFREYS CREEK (NSW),-34.113363,148.780269
KENYU (NSW),-34.222552,148.758579
MURRINGO (NSW),-34.272867,148.509953
REIDS FLAT (NSW),-34.146638,148.96138
RYE PARK (NSW),-34.519573,148.907695
TAYLORS FLAT (NSW),-34.293284,149.012779
AURVILLE (NSW),-34.547823,148.370154
CUNNINGAR (NSW),-34.562125,148.419171
DEMONDRILLE (NSW),-34.516257,148.314901
GARANGULA (NSW),-34.642328,148.222238
HARDEN (NSW),-34.555033,148.369635
KINGSVALE (NSW),-34.457564,148.363624
MCMAHONS REEF (NSW),-34.662005,148.449415
MURRUMBURRAH (NSW),-34.549329,148.350183
NUBBA (NSW),-34.535807,148.236167
PRUNEVALE (NSW),-34.402129,148.331878
WOMBAT (NSW),-34.423482,148.24444
WALLENDBEEN (NSW),-34.524319,148.16016
