city,code,Families,for all families,lon,for families with children,Average children per family,lat
Blueys Beach,10420,53,0.4,152.53525,1.7,None,-32.347684
Barrengarry,10213,48,1,150.523543,2.2,None,-34.720683
Moonbah,12698,145,0.8,148.551912,1.9,None,-36.494333
Sancrox,13471,168,0.7,152.789888,2.1,None,-31.46234
Cooks Hill,11019,809,0.4,151.769244,1.6,None,-32.93413
Mittagong,12653,1468,0.6,150.448788,1.8,None,-34.450856
Wolli Creek,14353,1553,0.2,151.155272,1.3,None,-33.930744
Wolumla,14362,197,0.7,149.811442,2,None,-36.831995
Woolomin,14408,84,0.9,151.14899,2,None,-31.284859
Tantawangalo,13753,37,0.6,149.594037,1.7,None,-36.79455
Arrawarra,10088,151,0.2,153.202738,1.4,None,-30.059771
Khancoban,12111,74,0.4,148.129398,2.1,None,-36.218087
Mullion Creek,12826,153,0.9,149.120663,1.8,None,-33.140704
Prospect (NSW),13266,1289,1,150.916198,1.8,None,-33.801553
Bangor (NSW),10177,1604,1,151.030057,1.9,None,-34.018876
Ashley,10100,95,0.8,149.808064,2,None,-29.317772
Horseshoe Bend,11939,105,0.7,151.572608,1.7,None,-32.734708
Corowa,11080,1473,0.6,146.391214,1.8,None,-35.997952
Coolamon,11025,564,0.9,147.200085,2.1,None,-34.815539
North Casino,12987,266,1,153.062954,2.1,None,-28.7912
Forbesdale,11539,54,0.8,151.936002,1.8,None,-32.077564
Dartbrook,11217,29,0.6,150.697181,2,None,-31.938204
Gateshead,11594,815,0.9,151.693851,1.9,None,-32.989025
Glenhaven,11667,1853,1,151.006899,2,None,-33.703218
Barrack Heights,10207,1692,0.8,150.857066,1.8,None,-34.565203
Windella,14317,214,1.1,149.872388,1.9,None,-35.025089
Wheeler Heights,14268,811,1.2,151.277439,1.9,None,-33.732476
Downside,11285,38,0.6,147.344314,1.6,None,-34.976629
Warroo (NSW),14175,34,0.9,147.581381,1.9,None,-33.328777
Mogo (Eurobodalla - NSW),12660,82,0.7,150.1142,1.8,None,-35.8043
Pearl Beach,13171,147,0.3,151.302813,1.7,None,-33.538915
Springside (NSW),13626,88,0.8,149.064852,2.1,None,-33.364503
James Creek,11999,67,0.8,153.253112,1.9,None,-29.446952
Quipolly,13300,46,0.7,150.58581,1.8,None,-31.4563
Moore Creek,12710,646,1.1,150.944154,2,None,-31.004396
Bonnells Bay,10468,1046,0.7,151.518263,1.9,None,-33.107405
Heathcote (NSW),11883,1633,0.9,151.008619,1.9,None,-34.079112
Tenambit,13787,829,0.8,151.604325,1.8,None,-32.743257
Croydon Park (NSW),11135,2981,0.9,151.108581,1.8,None,-33.895299
Collombatti,10979,166,0.7,152.841538,1.9,None,-30.992826
Chatswood,10892,6506,0.6,151.167142,1.6,None,-33.796332
Charlestown (NSW),10885,3647,0.7,151.695454,1.7,None,-32.965671
Bellbrook,10270,70,0.5,152.508349,1.8,None,-30.81818
Gum Flat,11796,58,0.9,150.929554,1.7,None,-29.794334
St Huberts Island,13638,326,0.5,151.344441,1.6,None,-33.495721
Glanmire (NSW),11640,53,0.8,149.706091,1.8,None,-33.425985
Gobbagombalin,11689,129,0.7,147.32005,1.7,None,-35.066598
Blacktown,10397,12361,0.9,150.905148,1.8,None,-33.770162
Bombira,10457,107,0.7,149.599775,1.8,None,-32.563794
Kangaloon,12058,40,0.5,150.533848,2.1,None,-34.553366
Wallerawang,14114,498,0.8,150.062597,2,None,-33.410618
Alpine,10044,40,0.9,150.523957,2,None,-34.409517
Millers Forest,12618,107,0.7,151.702595,1.8,None,-32.763539
Rydal,13452,44,0.8,150.036915,1.8,None,-33.49253
Neville,12937,72,0.6,149.215073,1.7,None,-33.709398
Bellbird Heights,10269,240,0.8,151.329529,1.8,None,-32.84801
Pembrooke,13180,31,0.6,152.753487,2,None,-31.38811
Ashcroft,10097,789,1.2,150.899095,2.2,None,-33.917587
Patonga,13160,51,0.1,151.27119,1.3,None,-33.546452
Collaroy (NSW),10970,2138,0.7,151.303133,1.8,None,-33.740969
Telopea,13782,1421,0.7,151.045106,1.7,None,-33.795986
Newtown (NSW),12960,3125,0.3,151.180013,1.6,None,-33.896449
Wombat,14364,59,0.7,152.767099,1.7,None,-29.514454
Pooncarie,13242,27,0.7,142.570537,2.1,None,-33.386995
Murrumburrah,12863,33,0.6,148.350183,1.6,None,-34.549329
Thrumster,13852,122,0.9,152.857058,1.9,None,-31.461332
Upper Main Arm,14035,43,0.3,153.398364,1.3,None,-28.493455
North Richmond,13002,1356,0.9,150.721891,1.9,None,-33.582355
Dungay,11318,67,0.7,153.369429,1.5,None,-28.276213
Pumpenbil,13272,50,0.5,153.173219,1.7,None,-28.366548
Freemans Reach,11564,558,1,150.794878,2,None,-33.545429
Lillian Rock,12323,45,0.5,153.165382,1.6,None,-28.536399
Prairiewood,13258,902,1.1,150.90213,2,None,-33.867342
Windera (NSW),14319,77,1.6,149.027236,2.3,None,-33.199067
Blackheath,10393,1181,0.5,150.28483,1.6,None,-33.635556
Leumeah,12308,2656,0.8,150.833396,1.8,None,-34.052285
Kiah,12115,34,0.2,149.856899,1.4,None,-37.149723
Barangaroo,10191,33,0.3,151.2016,1.2,None,-33.8605
Dareton,11206,120,0.7,142.042284,1.9,None,-34.091641
North Narrabeen,12999,1562,1,151.293622,1.9,None,-33.702661
Nullamanna,13032,41,0.5,151.22239,1.7,None,-29.671265
Linley Point,12341,101,0.9,151.148251,1.9,None,-33.826777
Gladstone (NSW),11639,98,0.6,152.94899,1.9,None,-31.022073
Rylstone,13457,255,0.6,149.970442,1.8,None,-32.799369
Kielvale,12122,75,0.7,153.449252,1.7,None,-28.338259
Lidsdale,12318,93,1,150.083775,2.1,None,-33.378535
Dyers Crossing,11338,93,0.5,152.300833,1.6,None,-32.091732
Narromine,12911,1197,0.8,148.239606,2,None,-32.23192
Glenroy (Albury - NSW),11678,893,0.8,146.8988,1.9,None,-36.0526
Peakhurst,13168,2719,0.9,151.057596,1.9,None,-33.968127
South Tamworth,13597,1600,0.6,150.916779,1.8,None,-31.11097
Welby,14219,192,0.7,150.428081,1.9,None,-34.439533
Newrybar,12957,129,0.6,153.528799,1.6,None,-28.720595
Minnie Water,12640,68,0.4,153.296976,1.8,None,-29.778146
Crows Nest (NSW),11131,1259,0.4,151.199192,1.5,None,-33.82609
Coolah,11024,326,0.7,149.611621,2,None,-31.774418
Coraki,11063,312,0.7,153.310661,1.9,None,-28.998703
Allawah,10038,1571,0.6,151.114517,1.6,None,-33.970018
Argenton,10078,363,0.7,151.630879,1.7,None,-32.934813
Hillston,11912,361,0.6,145.534656,1.8,None,-33.481365
Brisbane Grove,10577,32,0.8,149.702842,1.7,None,-34.786689
Coleambally,10964,319,0.8,145.882691,2.1,None,-34.805619
Macquarie Fields,12433,3516,1,150.882626,1.9,None,-33.989471
Balala,10144,31,0.3,151.335783,1.6,None,-30.612086
North Rocks,13003,2284,1,151.02854,1.8,None,-33.768119
Speers Point,13605,930,0.6,151.631366,1.7,None,-32.973543
Catalina,10853,609,0.6,150.192552,1.8,None,-35.723476
Congarinni North,11006,100,0.9,152.879726,2,None,-30.684156
West Haven,14245,298,0.4,152.782454,1.8,None,-31.634396
Strathfield (NSW),13675,6077,0.7,151.091954,1.8,None,-33.85746
Bomaderry,10453,1746,0.6,150.608383,1.8,None,-34.855412
Wauchope,14197,1654,0.7,152.732269,1.9,None,-31.457354
North Lismore,12994,185,0.7,153.277442,1.9,None,-28.78814
Pindimar,13211,102,0.3,152.098138,1.5,None,-32.684153
Elsmore,11408,73,1.1,151.270899,2,None,-29.803303
Carrick (NSW),10828,32,0.8,153.4234,2.1,None,-29.1143
Buckajo,10629,90,0.6,149.758432,1.9,None,-36.703339
Erskine Park,11438,1774,1.2,150.789313,1.9,None,-33.807618
Glenbrook,11656,1378,0.9,150.621693,2,None,-33.768024
Tarriaro,13770,38,0.6,149.926389,1.6,None,-30.428548
Gwynneville,11825,574,0.6,150.885131,1.9,None,-34.416506
Smithtown,13564,162,0.7,152.943995,1.9,None,-31.015176
Putney,13277,1130,1.1,151.112549,1.9,None,-33.824735
Wellington (NSW),14221,950,0.7,148.944797,1.9,None,-32.55588
Coopernook,11047,138,0.6,152.609896,1.7,None,-31.826246
Woollamia,14405,174,0.6,150.637612,1.7,None,-35.013673
Ellangowan (NSW),11400,84,0.6,153.039519,1.7,None,-29.049762
Queanbeyan West,13293,822,0.8,149.228993,1.8,None,-35.358298
Green Pigeon,11752,39,0.4,153.085726,1.9,None,-28.480721
East Hills,11351,831,0.9,150.986695,1.9,None,-33.963359
The Lagoon,13828,63,1,149.624725,1.9,None,-33.544702
Russell Lea,13447,1321,0.8,151.140711,1.8,None,-33.86072
Oxley Island,13109,80,0.9,152.564796,1.9,None,-31.925715
Woronora Heights,14422,825,1.3,151.027656,2,None,-34.034836
The Ridgeway,13836,45,0.6,149.264338,1.7,None,-35.342878
Tuross Head,13979,683,0.4,150.137152,1.7,None,-36.060748
Fassifern (NSW),11495,171,0.7,151.583244,1.7,None,-32.988368
Lower Macdonald,12408,76,0.5,150.967058,1.7,None,-33.363005
Moonee Beach,12703,537,0.9,153.155413,2,None,-30.20812
Bellbird,10268,539,0.8,151.329529,1.8,None,-32.84801
Eagleton,11342,62,0.7,151.756421,2.2,None,-32.698008
Bywong,10735,390,0.8,149.345703,1.8,None,-35.179788
Wyangala,14434,53,0.3,149.046361,1.2,None,-33.936693
Berowra,10308,1318,1.1,151.137,1.9,None,-33.5542
Dulguigan,11302,38,0.7,153.432854,1.7,None,-28.27924
Banksia,10178,920,0.9,151.140161,1.8,None,-33.945237
Jordan Springs,12042,1452,1,150.7334,1.9,None,-33.7231
Gol Gol,11693,414,0.9,142.219531,2,None,-34.180087
Spring Creek (NSW),13611,38,0.7,149.097677,1.7,None,-33.345446
Orient Point,13096,165,0.5,150.749658,1.8,None,-34.9108
Caroona,10823,50,0.8,150.427946,1.8,None,-31.399114
Beverly Hills,10331,2757,0.9,151.076364,1.8,None,-33.954218
Stewarts River,13659,34,0.3,152.636154,1.4,None,-31.723643
Piallamore,13195,74,1,151.029858,2,None,-31.141698
Gunderman,11808,39,0.3,151.057224,2,None,-33.436367
Bergalia,10302,49,0.7,150.105175,1.8,None,-35.981261
Prestons,13260,3915,1.5,150.872145,2.1,None,-33.942903
Humula,11952,31,0.4,147.764179,1.5,None,-35.483054
West Kempsey,14247,1134,0.7,152.829082,1.9,None,-31.08034
Richmond Hill (NSW),13361,262,0.7,153.350827,1.7,None,-28.789045
Yarravel,14483,317,0.8,152.76235,1.9,None,-31.047338
Old Junee,13078,69,0.7,147.514786,2,None,-34.836391
Rocky River (Uralla - NSW),13390,68,0.6,151.4595,1.9,None,-30.5977
Yarrowitch,14491,39,0.4,152.026224,2.1,None,-31.264506
Awaba,10118,109,1,151.543407,1.9,None,-33.007739
Kelso (NSW),12090,2339,1,149.611555,2,None,-33.419196
Waitara,14086,1671,0.6,151.104136,1.5,None,-33.709541
Ilford,11971,42,0.4,149.859658,1.7,None,-32.942209
Coledale,10966,348,0.9,150.947401,1.9,None,-34.288282
Bilambil,10347,112,0.9,153.490119,1.9,None,-28.212553
Engadine,11422,4912,1,151.012663,1.9,None,-34.065716
Tibooburra,13860,31,0.4,142.010079,2,None,-29.434259
Maloneys Beach,12460,110,0.5,150.247977,1.7,None,-35.705933
Tambar Springs,13743,42,0.6,149.82918,1.9,None,-31.345202
Kembla Heights,12093,31,1.1,150.805941,2.3,None,-34.433149
Mooney Mooney,12704,91,0.6,151.244578,1.8,None,-33.439621
Gollan,11694,29,0.9,149.070381,2,None,-32.258244
Woolgoolga,14402,1382,0.6,153.193475,1.7,None,-30.113119
Horsley Park,11943,478,1.1,150.848192,2.1,None,-33.845034
Curban,11166,36,0.7,148.612071,1.8,None,-31.512136
Glenellen,11663,36,0.7,146.910578,1.7,None,-35.905226
Kingswood (Penrith - NSW),12163,2313,0.7,150.7278,1.8,None,-33.7613
Lynwood (NSW),12427,67,0.7,153.433616,1.9,None,-28.865041
Bithramere,10381,46,0.4,150.767937,1.6,None,-31.122884
Pambula Beach,13141,195,0.5,149.901907,1.7,None,-36.939862
Bondi Junction,10467,2063,0.4,151.250862,1.7,None,-33.891431
Kangaroo Valley,12061,245,0.5,150.603413,1.7,None,-34.651206
Backmede,10130,40,0.9,153.018771,1.8,None,-28.77259
Floraville,11535,523,1,151.664654,2,None,-33.009036
Rankins Springs,13316,45,0.4,146.265437,1.9,None,-33.840127
Cedar Brush Creek,10867,29,0.7,151.258292,1.7,None,-33.147255
Elands,11388,43,0.4,147.355213,1.7,None,-35.150342
Newbridge (NSW),12948,47,0.5,149.364826,1.8,None,-33.585731
Bobs Farm,10429,116,0.8,152.012739,2,None,-32.767544
Woodville (NSW),14398,116,0.9,151.60995,1.9,None,-32.676183
Camden,10770,800,0.7,150.695074,1.8,None,-34.08748
Lacmalac,12231,43,0.8,148.315449,2.3,None,-35.316215
Wallsend,14118,3266,0.6,151.675016,1.7,None,-32.920748
Bardwell Park,10195,618,0.9,151.125594,1.8,None,-33.93207
Kioloa,12165,69,0.2,150.383971,1.4,None,-35.544426
Nowra,13028,2191,0.6,150.58593,1.9,None,-34.892253
Temagog,13783,70,0.4,152.648406,1.3,None,-30.977064
Bonnyrigg Heights,10472,1964,1.4,150.868448,2,None,-33.892667
Melrose Park (NSW),12563,431,1,151.076089,1.9,None,-33.816575
Cooma (NSW),11036,1683,0.6,149.125456,1.8,None,-36.236579
Glenugie,11681,55,0.8,153.019785,2,None,-29.791634
North Lambton,12993,805,0.7,151.70628,1.8,None,-32.90539
Long Flat (NSW),12377,32,0.5,152.488757,1.8,None,-31.437084
Guyra,11822,517,0.7,151.67116,2,None,-30.235762
Dunbogan,11310,310,0.4,152.80722,1.6,None,-31.649381
Congewai,11007,52,0.4,151.301843,1.6,None,-32.996509
Tingira Heights,13875,586,1,151.669719,1.9,None,-32.997187
Belmont North,10277,1779,0.9,151.672028,1.9,None,-33.022228
Logans Crossing,12373,39,0.6,152.709355,1.5,None,-31.609423
Mount Hutton (NSW),12766,918,0.7,151.670747,1.8,None,-32.985365
Kariong,12074,1697,1.1,151.293333,2,None,-33.439733
Forster (NSW),11550,3777,0.5,152.511775,1.8,None,-32.179598
Drummoyne,11293,3069,0.6,151.154542,1.7,None,-33.851056
South Pambula,13595,134,0.9,149.862176,2,None,-36.943447
Wyrallah,14449,124,0.8,153.299755,1.9,None,-28.888172
Manly Vale,12476,1627,0.7,151.267315,1.7,None,-33.784036
Kameruka,12054,36,0.9,149.708726,2.3,None,-36.74108
Weston (NSW),14262,973,0.9,151.459018,1.9,None,-32.813899
Newee Creek,12952,115,0.6,152.923635,1.7,None,-30.666833
Lawson (NSW),12289,677,0.7,150.430094,1.8,None,-33.718957
Tintinhull,13879,112,0.7,151.002154,2.1,None,-31.080983
Tea Gardens,13779,917,0.3,152.160372,1.8,None,-32.667386
Old Erowal Bay,13075,279,0.7,150.646501,1.8,None,-35.084367
West Nowra,14248,388,0.8,150.58593,1.8,None,-34.892253
Towrang,13930,47,0.9,149.859942,1.9,None,-34.685308
Sunshine (NSW),13694,125,0.7,151.5627,1.9,None,-33.1122
Shannon Brook,13525,48,0.7,152.957507,1.6,None,-28.896275
Westbrook (NSW),14257,41,0.9,151.299766,1.9,None,-32.457122
Wickham (NSW),14285,265,0.3,151.76003,1.5,None,-32.920973
Evans Plains,11470,44,1.1,149.500376,2.2,None,-33.438124
Camperdown (NSW),10781,1900,0.2,151.177188,1.5,None,-33.88866
Comboyne,10992,132,0.6,152.467889,1.8,None,-31.605469
Barham,10199,378,0.4,144.130423,2,None,-35.630473
Dolls Point,11267,442,0.5,151.146801,1.6,None,-33.993495
Majors Creek (NSW),12452,71,0.5,149.738897,1.7,None,-35.5706
Bolwarra Heights,10451,842,1.1,151.584708,2,None,-32.700579
Loftus,12371,1182,1,151.051176,1.9,None,-34.048075
Burrell Creek,10709,60,0.4,152.295687,1.4,None,-31.951999
Mount Hunter,12765,191,1.2,150.641382,2.2,None,-34.071248
Toolijooa,13903,25,0.7,150.780909,1.8,None,-34.755583
Rodd Point,13391,392,0.9,151.141652,1.8,None,-33.868208
Luskintyre,12423,59,0.9,151.431085,1.8,None,-32.64939
Ogunbil,13071,46,0.6,151.289004,1.7,None,-31.343763
South Gundagai,13584,233,0.8,148.100558,1.9,None,-35.077496
Bucketty,10634,49,0.8,151.138861,1.9,None,-33.111273
Keiraville,12085,727,0.6,150.872238,1.9,None,-34.414626
Gunnedah,11812,2508,0.7,150.148128,1.9,None,-31.116818
Redbank (NSW),13336,120,0.7,152.737218,1.8,None,-31.434381
Junee,12046,1002,0.7,147.63037,1.9,None,-34.728115
Catherine Field,10856,384,1.3,150.774858,2.2,None,-33.993545
Woy Woy,14425,2735,0.6,151.312108,1.7,None,-33.484478
Nashdale,12913,105,0.8,149.018299,2,None,-33.296696
Bingara,10365,354,0.4,150.644229,1.7,None,-30.05898
Ocean Shores,13070,1376,0.6,153.543921,1.7,None,-28.527523
Mitchells Island,12652,145,0.6,152.613924,1.7,None,-31.891725
Appin (NSW),10063,714,1.1,150.787479,2,None,-34.200891
Black Mountain (NSW),10387,85,0.7,151.650342,2,None,-30.308042
Denistone East,11239,611,1,151.097546,1.8,None,-33.797177
Malabar,12453,938,0.8,151.245969,1.9,None,-33.965376
Woollahra,14404,1824,0.5,151.24413,1.6,None,-33.885795
Bolwarra (NSW),10450,288,0.8,151.572048,1.9,None,-32.712817
Picketts Valley,13198,64,1.1,151.412831,2,None,-33.456914
Kurrajong,12218,848,0.9,150.639331,1.9,None,-33.541464
Oakey Park,13055,94,0.6,150.184,1.5,None,-33.4652
Terrey Hills,13804,810,1.1,151.22847,1.9,None,-33.683644
Pearces Creek,13170,46,0.8,153.443868,1.9,None,-28.776059
Potts Hill,13255,230,0.9,151.031087,1.7,None,-33.898247
Warrawong,14167,1177,0.8,150.887467,1.9,None,-34.484382
West Tamworth,14252,1218,0.7,150.898483,1.9,None,-31.105379
Summer Hill (Inner West - NSW),13687,1786,0.5,151.1372,1.6,None,-33.8935
Cobbitty,10954,578,1,150.691029,2,None,-34.015874
Tascott,13772,454,0.7,151.319442,1.8,None,-33.450818
Warral,14163,113,0.8,150.877953,2,None,-31.139251
Lalor Park,12261,1949,0.8,150.930337,1.9,None,-33.761339
Medowie,12554,2643,1,151.86757,1.9,None,-32.741486
Highfields (NSW),11902,234,0.8,151.712668,1.7,None,-32.955758
Great Marlow,11745,56,0.6,152.973203,1.9,None,-29.656228
Run-o-Waters,13440,144,0.7,149.671221,1.6,None,-34.770431
Rankin Park,13315,746,0.8,151.682894,1.8,None,-32.928388
Eungai Creek,11458,115,0.8,152.881694,2.1,None,-30.831585
Woodrising,14391,325,1,151.605192,1.9,None,-32.982483
Wiley Park,14293,2489,1,151.068194,1.9,None,-33.922464
Mount Burrell,12749,48,0.6,153.192669,2.1,None,-28.498824
Huskisson,11966,200,0.3,150.670943,1.4,None,-35.03885
Thuddungra,13853,38,0.5,148.096299,1.9,None,-34.137462
Vale Of Clwydd,14064,110,0.6,150.176542,1.8,None,-33.483955
Emerald Hill,11412,36,0.7,150.114688,1.9,None,-30.868526
Main Arm,12445,134,0.7,153.398364,1.7,None,-28.493455
Carramar (NSW),10826,827,0.8,150.961884,1.8,None,-33.884558
Wybong,14436,34,0.6,150.657226,1.7,None,-32.277754
Sackville,13458,73,0.7,150.926902,1.6,None,-33.489441
Belmont South,10278,301,0.6,151.654854,1.7,None,-33.05317
Moree,12722,2275,0.7,149.846553,1.9,None,-29.471256
Cundletown,11161,556,0.8,152.516666,2,None,-31.897697
Tallawang,13731,41,0.6,149.397065,1.7,None,-32.211532
White Rock (NSW),14275,189,1.1,149.614381,2,None,-33.470807
Upper Taylors Arm,14045,37,0.5,152.689457,1.8,None,-30.781179
Calga,10752,35,0.6,151.236467,1.4,None,-33.43835
Seahampton,13511,89,0.8,151.580565,1.6,None,-32.888493
South Golden Beach,13581,207,0.8,153.543567,1.8,None,-28.501252
Belmont (NSW),10276,1934,0.6,151.660563,1.7,None,-33.036057
Turlinjah,13975,44,0.6,150.090191,1.6,None,-36.033268
Mirrabooka (NSW),12647,207,0.8,151.555006,1.7,None,-33.108634
The Channon,13816,99,0.7,153.278894,1.9,None,-28.673238
Hillgrove (Armidale Regional - NSW),11907,50,0.5,138.8687,1.7,None,-35.0244
Faulconbridge,11496,1158,0.9,150.534998,1.9,None,-33.696505
Ashfield (NSW),10098,5715,0.5,151.127444,1.5,None,-33.889498
Carrs Creek,10834,36,0.6,152.917205,1.8,None,-29.653051
Emu Swamp,11419,40,0.9,149.200205,2,None,-33.32574
Charbon,10883,34,0.8,149.965119,1.7,None,-32.881265
Taree South,13765,91,0.5,152.463802,1.7,None,-31.922894
Como (NSW),10996,1090,1.1,151.068288,1.9,None,-34.004186
Hamilton North,11840,228,0.6,151.73779,1.7,None,-32.912413
Cromer (NSW),11118,2026,0.9,151.278523,1.9,None,-33.740353
Nimbin,12965,303,0.5,153.222904,1.6,None,-28.59677
Chiswick,10910,789,0.5,151.135954,1.5,None,-33.851437
Tempe,13785,899,0.8,151.160747,1.8,None,-33.924777
Darlington Point,11215,310,0.8,146.010496,1.9,None,-34.557729
Mount Vincent,12799,99,0.6,149.904293,1.7,None,-32.984059
Balaclava (NSW),10143,133,0.8,135.068,1.8,None,-33.516
Yellow Rock (Blue Mountains - NSW),14502,290,1.1,150.629,2,None,-33.6933
Wongarbon,14373,203,0.9,148.756921,1.9,None,-32.334144
Werrington Downs,14237,934,1,150.733755,1.9,None,-33.740586
Moss Vale,12739,2213,0.7,150.373096,1.9,None,-34.547608
Captains Flat,10804,153,0.7,149.445083,1.8,None,-35.552827
Doonbah,11274,67,0.4,153.375933,2.1,None,-29.086621
Trangie,13932,288,0.6,147.983937,2,None,-32.031887
South Granville,13583,1239,1.2,151.006224,2.3,None,-33.863022
Kooringal (NSW),12193,1914,0.7,147.376284,1.9,None,-35.135247
Yass,14493,1691,0.8,149.096916,1.9,None,-34.9072
Kenthurst,12100,1405,1.2,151.005034,2.1,None,-33.661023
Wollongong,14358,3935,0.3,150.714224,1.6,None,-34.507423
Chinderah,10905,373,0.3,153.561345,1.9,None,-28.237776
Seaham,13510,289,1.1,151.721912,2.1,None,-32.657672
South Penrith,13596,3327,0.9,150.703837,1.9,None,-33.767176
Little Bay,12349,1119,0.7,151.243206,1.8,None,-33.981177
Black Range (NSW),10388,48,0.9,149.834693,2,None,-36.724891
Allgomera,10040,31,0.8,152.831369,1.7,None,-30.816097
Wangi Wangi,14135,812,0.5,151.584366,1.7,None,-33.071491
Matcham,12520,269,1.1,151.420834,2,None,-33.417004
Fiddletown,11513,69,0.7,151.055702,1.5,None,-33.602321
Millbank (NSW),12616,33,0.2,152.649971,1,None,-30.846109
Lindfield,12339,2693,0.9,151.158141,1.8,None,-33.784382
Pottery Estate,13254,25,0.4,150.154533,1.2,None,-33.484868
Angledale,10056,45,0.9,149.857154,2.1,None,-36.63575
Shell Cove,13532,1581,1.2,150.872594,2.1,None,-34.588201
Watsons Creek (NSW),14188,24,0.3,151.010763,1.3,None,-30.718587
Shortland,13542,967,0.6,151.691533,1.8,None,-32.880873
Armatree,10084,33,1.2,148.407695,2.7,None,-31.453726
Cooranbong,11052,1436,0.8,151.453989,1.9,None,-33.076609
Ungarie,14011,134,0.6,146.974678,2,None,-33.639341
Evans Head,11469,760,0.5,153.436052,1.8,None,-29.120479
Gormans Hill,11720,169,0.5,149.590433,1.8,None,-33.43404
Curlewis (NSW),11169,214,0.7,150.264679,1.8,None,-31.117342
Brooklet,10598,70,0.7,153.51553,1.7,None,-28.730711
Gymea,11826,2126,0.7,151.086087,1.7,None,-34.048156
Eungai Rail,11459,52,1.1,152.900574,2.3,None,-30.846274
Sutton (NSW),13702,384,0.9,149.25297,2,None,-35.161199
Failford,11476,149,0.4,152.454662,1.8,None,-32.091921
Raby,13303,1698,1,148.041856,1.9,None,-35.687207
Glenfield (NSW),11664,2513,1,150.894517,1.8,None,-33.971305
Oaklands,13059,85,0.7,146.167771,2.2,None,-35.557882
Spring Farm (NSW),13612,1239,1,150.727716,1.8,None,-34.070247
Fingal Bay,11518,434,0.4,152.170141,1.7,None,-32.748113
Boambee East,10422,1478,0.8,153.084224,1.8,None,-30.34062
Carwoola,10841,406,0.8,149.336975,2,None,-35.365294
Bendolba,10291,59,0.9,151.725998,1.9,None,-32.326976
Boat Harbour (Lismore - NSW),10424,43,0.8,153.368,1.8,None,-28.7772
Firefly,11521,80,0.6,152.244923,2,None,-32.082569
Napoleon Reef,12893,46,0.5,149.750769,1.9,None,-33.4235
Brownlow Hill,10609,79,1,150.657016,1.9,None,-34.034824
Upper Rollands Plains,14043,37,0.8,152.624248,2,None,-31.23771
Cremorne Point,11113,642,0.4,151.228231,1.6,None,-33.84447
Lewisham (NSW),12313,745,0.5,151.144413,1.6,None,-33.894902
Cambridge Park,10768,1844,0.9,150.725439,1.8,None,-33.75152
Harefield,11853,46,1.1,147.566468,2.1,None,-34.969758
Kangaroo Point (NSW),12060,168,1.1,151.096235,1.9,None,-33.997972
Toormina,13912,1592,0.7,153.090285,1.8,None,-30.35262
Forest Reefs,11547,137,1,149.10924,2.2,None,-33.453985
Eden,11375,789,0.5,149.903702,1.8,None,-37.06319
Armidale,10085,5283,0.7,151.171098,1.9,None,-33.899362
Mullumbimby,12828,894,0.7,153.46472,1.7,None,-28.558202
Pendle Hill,13182,1777,0.8,150.955614,1.7,None,-33.801912
Oxford Falls,13106,32,0.9,151.248218,1.9,None,-33.730197
Adamstown Heights,10017,1532,0.8,151.717695,1.8,None,-32.950984
Beacon Hill,10238,2044,1.1,151.261272,1.9,None,-33.752406
Dover Heights,11284,1043,1,151.280416,2,None,-33.874405
Booral (NSW),10496,110,0.7,152.001752,1.8,None,-32.479751
Bilgola Beach,10350,80,0.7,151.3279,1.9,None,-33.6435
Piallaway,13196,33,0.8,150.581385,1.9,None,-31.158508
Brownsville,10612,140,0.5,150.806211,1.5,None,-34.485644
Fernbank Creek,11505,33,0.7,152.840297,2,None,-31.423221
Kendall,12096,315,0.8,152.705558,1.7,None,-31.632032
Lakelands (NSW),12256,420,0.9,151.650876,1.9,None,-32.961483
Lord Howe Island,12387,87,0.5,159.081217,1.7,None,-31.55247
West Wiangaree,14254,31,0.6,152.952066,1.9,None,-28.542136
Wakool,14090,89,0.6,144.395693,1.9,None,-35.470616
Wallabi Point,14099,218,0.8,152.569413,1.9,None,-31.9962
Ulmarra,14004,211,0.6,153.233256,2.1,None,-29.48726
Kiama,12116,1937,0.6,150.794731,1.8,None,-34.737647
Minchinbury,12633,1529,1.3,150.813667,2,None,-33.781673
Unanderra,14008,1388,0.7,150.845093,1.8,None,-34.454624
Brighton-le-Sands,10569,2137,0.6,151.155362,1.6,None,-33.960538
Edmondson Park,11383,589,1.4,150.851,2.1,None,-33.9641
Collarenebri,10969,149,0.7,148.576548,2,None,-29.54581
Duffys Forest,11301,136,1.2,151.199879,2.2,None,-33.676775
Murwillumbah,12866,1796,0.7,153.400759,1.9,None,-28.32897
Sackville North,13459,85,1,150.926902,1.9,None,-33.489441
Kew (NSW),12109,321,0.5,152.722927,1.8,None,-31.634853
Orange,13092,9576,0.8,150.393835,1.9,None,-30.969686
Tingha,13874,212,0.8,151.212232,2.1,None,-29.955586
Figtree,11515,3177,0.9,150.861241,1.9,None,-34.435686
Mount Saint Thomas,12791,401,0.8,150.87392,1.8,None,-34.442905
Merungle Hill,12590,66,0.9,146.427404,2.1,None,-34.585995
Whiteman Creek,14277,52,0.6,152.86387,1.5,None,-29.584552
Ivanhoe (NSW),11991,53,0.6,144.300441,1.9,None,-32.899777
Black Head,10384,259,0.4,152.543811,1.7,None,-32.070894
