city,code,People,lon,Median age,Female,lat,Male
Bulahdelah,10649,1424,152.207981,53,0.486,-32.413376,0.514
Kynnumboon,12228,134,153.379519,52,0.488,-28.308141,0.512
Barry (Blayney - NSW),10218,166,151.3437,44,0.484,-25.5206,0.516
Stanmore (NSW),13650,7938,151.16535,35,0.504,-33.897351,0.496
Oyster Bay,13112,5488,151.081067,39,0.511,-34.006894,0.489
Bangalow,10174,2021,153.524792,43,0.524,-28.686356,0.476
Parramatta,13156,25798,151.010707,31,0.48,-33.798043,0.52
Darbys Falls,11205,251,148.859104,50,0.445,-33.931096,0.555
North Batemans Bay,12982,558,150.183191,54,0.502,-35.700315,0.498
Wandandian,14127,326,150.509967,44,0.515,-35.089066,0.485
Boorowa,10503,1641,148.716326,48,0.492,-34.438598,0.508
Coomba Park,11038,625,152.472124,58,0.472,-32.241295,0.528
Binnaway,10372,602,149.378497,55,0.47,-31.552115,0.53
Llandilo,12363,1637,150.756773,36,0.493,-33.708904,0.507
Yowie Bay,14519,3074,151.104325,44,0.513,-34.049866,0.487
Blighty,10412,138,145.285731,34,0.466,-35.591687,0.534
Woolloomooloo,14406,4011,151.220412,37,0.432,-33.869283,0.568
Wooli,14403,414,153.266263,59,0.468,-29.865472,0.532
West Pymble,14250,5298,151.126038,40,0.514,-33.760383,0.486
Moorebank,12712,9747,150.953602,35,0.504,-33.933805,0.496
Gulgong,11794,2521,149.533528,41,0.505,-32.362587,0.495
North Parramatta,13001,13248,151.010707,35,0.504,-33.798043,0.496
Scarborough (NSW),13500,308,150.962389,39,0.487,-34.268351,0.513
Ellenborough,11401,194,152.456673,45,0.492,-31.444561,0.508
Panania,13144,12419,150.998047,38,0.514,-33.95613,0.486
South Coogee,13579,5502,151.256089,41,0.531,-33.931293,0.469
Dundas (NSW),11312,4740,151.044189,35,0.512,-33.799405,0.488
Sunshine Bay,13695,1221,150.20909,55,0.544,-35.741606,0.456
Wilton (NSW),14311,3080,150.696426,32,0.491,-34.240434,0.509
Manyana,12482,521,150.513956,54,0.475,-35.258413,0.525
Coolac,11022,216,148.193499,38,0.399,-34.902613,0.601
Quandialla,13290,197,147.793336,50,0.497,-34.009523,0.503
Carss Park,10837,1252,151.119041,45,0.518,-33.986556,0.482
Nymboida,13048,298,152.747884,52,0.454,-29.926011,0.546
Mayfield East,12534,1692,151.750102,37,0.509,-32.900017,0.491
Yoogali,14516,1231,146.084633,41,0.494,-34.30118,0.506
Nashua,12914,238,153.467865,47,0.49,-28.729875,0.51
Kyogle,12229,2197,151.5007,48,0.523,-33.3543,0.477
Uralba,14050,216,153.47132,54,0.5,-28.873618,0.5
Ilarwill,11970,221,153.172822,58,0.468,-29.46593,0.532
Deer Vale,11232,163,152.532191,39,0.506,-30.361575,0.494
Billimari,10354,152,148.615476,48,0.513,-33.682514,0.487
Bow Bowing,10526,1602,150.83682,34,0.499,-34.015342,0.501
Macquarie Hills,12434,3304,151.647116,35,0.504,-32.953151,0.496
Mulbring,12813,597,151.483,43,0.521,-32.900377,0.479
Lake Cathie,12243,3494,152.854925,50,0.513,-31.552287,0.487
Windang,14316,2656,150.869145,53,0.489,-34.52994,0.511
Lowanna,12398,362,152.900526,48,0.49,-30.21239,0.51
Dudley,11300,2414,151.71958,40,0.507,-32.989684,0.493
Wallacia,14101,1627,150.640418,40,0.483,-33.865179,0.517
Blueys Beach,10420,183,152.53525,59,0.465,-32.347684,0.535
Barrengarry,10213,200,150.523543,44,0.444,-34.720683,0.556
Moonbah,12698,572,148.551912,40,0.467,-36.494333,0.533
Sancrox,13471,572,152.789888,46,0.499,-31.46234,0.501
Cooks Hill,11019,3621,151.769244,35,0.52,-32.93413,0.48
Mittagong,12653,5767,150.448788,48,0.549,-34.450856,0.451
Wolli Creek,14353,6394,151.155272,29,0.493,-33.930744,0.507
Wolumla,14362,703,149.811442,46,0.504,-36.831995,0.496
Woolomin,14408,279,151.14899,43,0.473,-31.284859,0.527
Tantawangalo,13753,156,149.594037,45,0.494,-36.79455,0.506
Arrawarra,10088,523,153.202738,67,0.514,-30.059771,0.486
Khancoban,12111,304,148.129398,54,0.498,-36.218087,0.502
Mullion Creek,12826,557,149.120663,36,0.511,-33.140704,0.489
Prospect (NSW),13266,4716,150.916198,37,0.501,-33.801553,0.499
Bangor (NSW),10177,5568,151.030057,42,0.504,-34.018876,0.496
Ashley,10100,365,149.808064,30,0.48,-29.317772,0.52
Horseshoe Bend,11939,383,151.572608,44,0.495,-32.734708,0.505
Corowa,11080,5482,146.391214,49,0.512,-35.997952,0.488
Coolamon,11025,2199,147.200085,42,0.51,-34.815539,0.49
North Casino,12987,944,153.062954,41,0.477,-28.7912,0.523
Forbesdale,11539,180,151.936002,46,0.464,-32.077564,0.536
Dartbrook,11217,113,150.697181,46,0.429,-31.938204,0.571
Gateshead,11594,3145,151.693851,35,0.516,-32.989025,0.484
Glenhaven,11667,6501,151.006899,45,0.515,-33.703218,0.485
Barrack Heights,10207,5900,150.857066,40,0.514,-34.565203,0.486
Windella,14317,738,149.872388,39,0.474,-35.025089,0.526
Wheeler Heights,14268,2986,151.277439,39,0.522,-33.732476,0.478
Downside,11285,124,147.344314,44,0.467,-34.976629,0.533
Warroo (NSW),14175,125,147.581381,37,0.464,-33.328777,0.536
Mogo (Eurobodalla - NSW),12660,322,150.1142,45,0.5,-35.8043,0.5
Pearl Beach,13171,536,151.302813,63,0.54,-33.538915,0.46
Springside (NSW),13626,305,149.064852,41,0.484,-33.364503,0.516
James Creek,11999,211,153.253112,48,0.507,-29.446952,0.493
Quipolly,13300,177,150.58581,45,0.497,-31.4563,0.503
Moore Creek,12710,2368,150.944154,35,0.496,-31.004396,0.504
Bonnells Bay,10468,3578,151.518263,44,0.509,-33.107405,0.491
Heathcote (NSW),11883,6013,151.008619,42,0.518,-34.079112,0.482
Tenambit,13787,2901,151.604325,39,0.511,-32.743257,0.489
Croydon Park (NSW),11135,11012,151.108581,39,0.527,-33.895299,0.473
Collombatti,10979,647,152.841538,48,0.48,-30.992826,0.52
Chatswood,10892,24913,151.167142,34,0.527,-33.796332,0.473
Charlestown (NSW),10885,12912,151.695454,38,0.51,-32.965671,0.49
Bellbrook,10270,273,152.508349,50,0.481,-30.81818,0.519
Gum Flat,11796,213,150.929554,44,0.469,-29.794334,0.531
St Huberts Island,13638,1058,151.344441,55,0.51,-33.495721,0.49
Glanmire (NSW),11640,158,149.706091,50,0.523,-33.425985,0.477
Gobbagombalin,11689,474,147.32005,27,0.504,-35.066598,0.496
Blacktown,10397,47176,150.905148,33,0.496,-33.770162,0.504
Bombira,10457,348,149.599775,45,0.493,-32.563794,0.507
Kangaloon,12058,151,150.533848,46,0.486,-34.553366,0.514
Wallerawang,14114,1980,150.062597,40,0.499,-33.410618,0.501
Alpine,10044,135,150.523957,46,0.522,-34.409517,0.478
Millers Forest,12618,335,151.702595,47,0.467,-32.763539,0.533
Rydal,13452,213,150.036915,46,0.505,-33.49253,0.495
Neville,12937,248,149.215073,48,0.496,-33.709398,0.504
Bellbird Heights,10269,788,151.329529,40,0.536,-32.84801,0.464
Pembrooke,13180,127,152.753487,48,0.504,-31.38811,0.496
Ashcroft,10097,3585,150.899095,31,0.51,-33.917587,0.49
Patonga,13160,206,151.27119,63,0.463,-33.546452,0.537
Collaroy (NSW),10970,7870,151.303133,39,0.512,-33.740969,0.488
Telopea,13782,5426,151.045106,38,0.508,-33.795986,0.492
Newtown (NSW),12960,15029,151.180013,33,0.499,-33.896449,0.501
Wombat,14364,225,152.767099,45,0.474,-29.514454,0.526
Pooncarie,13242,166,142.570537,43,0.333,-33.386995,0.667
Murrumburrah,12863,110,148.350183,45,0.481,-34.549329,0.519
Thrumster,13852,417,152.857058,30,0.501,-31.461332,0.499
Upper Main Arm,14035,225,153.398364,53,0.448,-28.493455,0.552
North Richmond,13002,4977,150.721891,39,0.529,-33.582355,0.471
Dungay,11318,219,153.369429,44,0.479,-28.276213,0.521
Pumpenbil,13272,204,153.173219,53,0.471,-28.366548,0.529
Freemans Reach,11564,1973,150.794878,36,0.49,-33.545429,0.51
Lillian Rock,12323,218,153.165382,51,0.538,-28.536399,0.462
Prairiewood,13258,3246,150.90213,41,0.508,-33.867342,0.492
Windera (NSW),14319,297,149.027236,32,0.538,-33.199067,0.462
Blackheath,10393,4396,150.28483,51,0.521,-33.635556,0.479
Leumeah,12308,9835,150.833396,35,0.507,-34.052285,0.493
Kiah,12115,142,149.856899,55,0.47,-37.149723,0.53
Barangaroo,10191,189,151.2016,36,0.435,-33.8605,0.565
Dareton,11206,501,142.042284,45,0.492,-34.091641,0.508
North Narrabeen,12999,5852,151.293622,39,0.504,-33.702661,0.496
Nullamanna,13032,158,151.22239,44,0.434,-29.671265,0.566
Linley Point,12341,346,151.148251,45,0.49,-33.826777,0.51
Gladstone (NSW),11639,381,152.94899,52,0.535,-31.022073,0.465
Rylstone,13457,920,149.970442,50,0.508,-32.799369,0.492
Kielvale,12122,258,153.449252,47,0.49,-28.338259,0.51
Lidsdale,12318,429,150.083775,41,0.46,-33.378535,0.54
Dyers Crossing,11338,337,152.300833,50,0.499,-32.091732,0.501
Narromine,12911,4689,148.239606,41,0.511,-32.23192,0.489
Glenroy (Albury - NSW),11678,3289,146.8988,42,0.524,-36.0526,0.476
Peakhurst,13168,10539,151.057596,41,0.525,-33.968127,0.475
South Tamworth,13597,6565,150.916779,39,0.514,-31.11097,0.486
Welby,14219,758,150.428081,42,0.525,-34.439533,0.475
Newrybar,12957,444,153.528799,49,0.49,-28.720595,0.51
Minnie Water,12640,237,153.296976,57,0.439,-29.778146,0.561
Crows Nest (NSW),11131,4798,151.199192,35,0.516,-33.82609,0.484
Coolah,11024,1290,149.611621,46,0.494,-31.774418,0.506
Coraki,11063,1277,153.310661,45,0.522,-28.998703,0.478
Allawah,10038,5706,151.114517,33,0.5,-33.970018,0.5
Argenton,10078,1351,151.630879,40,0.497,-32.934813,0.503
Hillston,11912,1465,145.534656,39,0.507,-33.481365,0.493
Brisbane Grove,10577,131,149.702842,42,0.508,-34.786689,0.492
Coleambally,10964,1331,145.882691,39,0.474,-34.805619,0.526
Macquarie Fields,12433,13714,150.882626,35,0.518,-33.989471,0.482
Balala,10144,144,151.335783,52,0.51,-30.612086,0.49
North Rocks,13003,7965,151.02854,41,0.515,-33.768119,0.485
Speers Point,13605,3313,151.631366,46,0.51,-32.973543,0.49
Catalina,10853,2334,150.192552,53,0.517,-35.723476,0.483
Congarinni North,11006,380,152.879726,44,0.479,-30.684156,0.521
West Haven,14245,1110,152.782454,66,0.538,-31.634396,0.462
Strathfield (NSW),13675,25813,151.091954,32,0.499,-33.85746,0.501
Bomaderry,10453,6661,150.608383,45,0.511,-34.855412,0.489
Wauchope,14197,6312,152.732269,43,0.526,-31.457354,0.474
North Lismore,12994,768,153.277442,44,0.461,-28.78814,0.539
Pindimar,13211,336,152.098138,54,0.491,-32.684153,0.509
Elsmore,11408,349,151.270899,39,0.508,-29.803303,0.492
Carrick (NSW),10828,136,153.4234,47,0.462,-29.1143,0.538
Buckajo,10629,295,149.758432,45,0.471,-36.703339,0.529
Erskine Park,11438,6436,150.789313,34,0.503,-33.807618,0.497
Glenbrook,11656,5051,150.621693,43,0.504,-33.768024,0.496
Tarriaro,13770,116,149.926389,42,0.456,-30.428548,0.544
Gwynneville,11825,3100,150.885131,26,0.464,-34.416506,0.536
Smithtown,13564,590,152.943995,43,0.509,-31.015176,0.491
Putney,13277,4107,151.112549,42,0.516,-33.824735,0.484
Wellington (NSW),14221,4077,148.944797,44,0.52,-32.55588,0.48
Coopernook,11047,538,152.609896,50,0.507,-31.826246,0.493
Woollamia,14405,560,150.637612,51,0.501,-35.013673,0.499
Ellangowan (NSW),11400,328,153.039519,43,0.463,-29.049762,0.537
Queanbeyan West,13293,3136,149.228993,34,0.511,-35.358298,0.489
Green Pigeon,11752,155,153.085726,48,0.475,-28.480721,0.525
East Hills,11351,3206,150.986695,41,0.501,-33.963359,0.499
The Lagoon,13828,216,149.624725,42,0.531,-33.544702,0.469
Russell Lea,13447,5001,151.140711,41,0.524,-33.86072,0.476
Oxley Island,13109,319,152.564796,42,0.502,-31.925715,0.498
Woronora Heights,14422,2855,151.027656,40,0.502,-34.034836,0.498
The Ridgeway,13836,163,149.264338,51,0.447,-35.342878,0.553
Tuross Head,13979,2241,150.137152,59,0.512,-36.060748,0.488
Fassifern (NSW),11495,601,151.583244,46,0.503,-32.988368,0.497
Lower Macdonald,12408,260,150.967058,47,0.512,-33.363005,0.488
Moonee Beach,12703,1933,153.155413,40,0.499,-30.20812,0.501
Bellbird,10268,2032,151.329529,36,0.511,-32.84801,0.489
Eagleton,11342,211,151.756421,49,0.495,-32.698008,0.505
Bywong,10735,1322,149.345703,45,0.494,-35.179788,0.506
Wyangala,14434,182,149.046361,57,0.428,-33.936693,0.572
Berowra,10308,4721,151.137,39,0.501,-33.5542,0.499
Dulguigan,11302,127,153.432854,49,0.504,-28.27924,0.496
Banksia,10178,3388,151.140161,38,0.505,-33.945237,0.495
Jordan Springs,12042,5156,150.7334,29,0.509,-33.7231,0.491
Gol Gol,11693,1523,142.219531,38,0.489,-34.180087,0.511
Spring Creek (NSW),13611,130,149.097677,49,0.43,-33.345446,0.57
Orient Point,13096,611,150.749658,51,0.474,-34.9108,0.526
Caroona,10823,202,150.427946,40,0.452,-31.399114,0.548
Beverly Hills,10331,10156,151.076364,39,0.518,-33.954218,0.482
Stewarts River,13659,117,152.636154,52,0.456,-31.723643,0.544
Piallamore,13195,261,151.029858,43,0.494,-31.141698,0.506
Gunderman,11808,195,151.057224,52,0.482,-33.436367,0.518
Bergalia,10302,171,150.105175,49,0.491,-35.981261,0.509
Prestons,13260,15313,150.872145,32,0.508,-33.942903,0.492
Humula,11952,124,147.764179,51,0.504,-35.483054,0.496
West Kempsey,14247,4919,152.829082,41,0.541,-31.08034,0.459
Richmond Hill (NSW),13361,821,153.350827,50,0.536,-28.789045,0.464
Yarravel,14483,1114,152.76235,46,0.491,-31.047338,0.509
Old Junee,13078,263,147.514786,47,0.536,-34.836391,0.464
Rocky River (Uralla - NSW),13390,270,151.4595,49,0.468,-30.5977,0.532
Yarrowitch,14491,166,152.026224,52,0.435,-31.264506,0.565
Awaba,10118,402,151.543407,40,0.494,-33.007739,0.506
Kelso (NSW),12090,8968,149.611555,35,0.511,-33.419196,0.489
Waitara,14086,5941,151.104136,35,0.52,-33.709541,0.48
Ilford,11971,187,149.859658,47,0.463,-32.942209,0.537
Coledale,10966,1260,150.947401,42,0.502,-34.288282,0.498
Bilambil,10347,417,153.490119,44,0.483,-28.212553,0.517
Engadine,11422,17375,151.012663,38,0.507,-34.065716,0.493
Tibooburra,13860,134,142.010079,41,0.42,-29.434259,0.58
Maloneys Beach,12460,371,150.247977,53,0.528,-35.705933,0.472
Tambar Springs,13743,187,149.82918,52,0.437,-31.345202,0.563
Kembla Heights,12093,119,150.805941,30,0.504,-34.433149,0.496
Mooney Mooney,12704,310,151.244578,50,0.48,-33.439621,0.52
Gollan,11694,127,149.070381,44,0.472,-32.258244,0.528
Woolgoolga,14402,5290,153.193475,47,0.504,-30.113119,0.496
Horsley Park,11943,1837,150.848192,42,0.483,-33.845034,0.517
Curban,11166,131,148.612071,45,0.488,-31.512136,0.512
Glenellen,11663,127,146.910578,52,0.5,-35.905226,0.5
Kingswood (Penrith - NSW),12163,9301,150.7278,34,0.508,-33.7613,0.492
Lynwood (NSW),12427,228,153.433616,52,0.484,-28.865041,0.516
Bithramere,10381,172,150.767937,51,0.506,-31.122884,0.494
Pambula Beach,13141,654,149.901907,51,0.547,-36.939862,0.453
Bondi Junction,10467,9445,151.250862,35,0.52,-33.891431,0.48
Kangaroo Valley,12061,879,150.603413,52,0.501,-34.651206,0.499
Backmede,10130,150,153.018771,47,0.5,-28.77259,0.5
Floraville,11535,1856,151.664654,38,0.503,-33.009036,0.497
Rankins Springs,13316,173,146.265437,45,0.46,-33.840127,0.54
Cedar Brush Creek,10867,114,151.258292,45,0.545,-33.147255,0.455
Elands,11388,206,147.355213,52,0.464,-35.150342,0.536
Newbridge (NSW),12948,190,149.364826,53,0.486,-33.585731,0.514
Bobs Farm,10429,451,152.012739,45,0.48,-32.767544,0.52
Woodville (NSW),14398,428,151.60995,44,0.509,-32.676183,0.491
Camden,10770,3230,150.695074,42,0.529,-34.08748,0.471
Lacmalac,12231,159,148.315449,51,0.475,-35.316215,0.525
Wallsend,14118,12470,151.675016,40,0.517,-32.920748,0.483
Bardwell Park,10195,2242,151.125594,41,0.508,-33.93207,0.492
Kioloa,12165,257,150.383971,57,0.445,-35.544426,0.555
Nowra,13028,9193,150.58593,43,0.521,-34.892253,0.479
Temagog,13783,236,152.648406,53,0.477,-30.977064,0.523
Bonnyrigg Heights,10472,7303,150.868448,35,0.504,-33.892667,0.496
Melrose Park (NSW),12563,1574,151.076089,40,0.492,-33.816575,0.508
Cooma (NSW),11036,6681,149.125456,45,0.497,-36.236579,0.503
Glenugie,11681,204,153.019785,49,0.505,-29.791634,0.495
North Lambton,12993,3306,151.70628,31,0.501,-32.90539,0.499
Long Flat (NSW),12377,124,152.488757,46,0.452,-31.437084,0.548
Guyra,11822,2027,151.67116,42,0.517,-30.235762,0.483
Dunbogan,11310,1002,152.80722,59,0.494,-31.649381,0.506
Congewai,11007,179,151.301843,54,0.505,-32.996509,0.495
Tingira Heights,13875,2149,151.669719,37,0.519,-32.997187,0.481
Belmont North,10277,6335,151.672028,40,0.506,-33.022228,0.494
Logans Crossing,12373,133,152.709355,54,0.508,-31.609423,0.492
Mount Hutton (NSW),12766,3529,151.670747,46,0.527,-32.985365,0.473
Kariong,12074,6385,151.293333,35,0.492,-33.439733,0.508
Forster (NSW),11550,13740,152.511775,54,0.526,-32.179598,0.474
Drummoyne,11293,11950,151.154542,40,0.53,-33.851056,0.47
South Pambula,13595,483,149.862176,42,0.503,-36.943447,0.497
Wyrallah,14449,441,153.299755,43,0.516,-28.888172,0.484
Manly Vale,12476,6160,151.267315,36,0.51,-33.784036,0.49
Kameruka,12054,118,149.708726,43,0.496,-36.74108,0.504
Weston (NSW),14262,3693,151.459018,37,0.503,-32.813899,0.497
Newee Creek,12952,395,152.923635,49,0.48,-30.666833,0.52
Lawson (NSW),12289,2614,150.430094,45,0.527,-33.718957,0.473
Tintinhull,13879,391,151.002154,44,0.489,-31.080983,0.511
Tea Gardens,13779,2884,152.160372,65,0.511,-32.667386,0.489
Old Erowal Bay,13075,1038,150.646501,41,0.516,-35.084367,0.484
West Nowra,14248,1406,150.58593,33,0.514,-34.892253,0.486
Towrang,13930,171,149.859942,44,0.489,-34.685308,0.511
Sunshine (NSW),13694,430,151.5627,47,0.487,-33.1122,0.513
Shannon Brook,13525,177,152.957507,47,0.503,-28.896275,0.497
Westbrook (NSW),14257,151,151.299766,41,0.486,-32.457122,0.514
Wickham (NSW),14285,1079,151.76003,34,0.5,-32.920973,0.5
Evans Plains,11470,164,149.500376,39,0.429,-33.438124,0.571
Camperdown (NSW),10781,10341,151.177188,29,0.517,-33.88866,0.483
Comboyne,10992,454,152.467889,53,0.519,-31.605469,0.481
Barham,10199,1518,144.130423,56,0.513,-35.630473,0.487
Dolls Point,11267,1661,151.146801,43,0.539,-33.993495,0.461
Majors Creek (NSW),12452,249,149.738897,48,0.477,-35.5706,0.523
Bolwarra Heights,10451,2979,151.584708,36,0.502,-32.700579,0.498
Loftus,12371,4135,151.051176,40,0.514,-34.048075,0.486
Burrell Creek,10709,219,152.295687,54,0.486,-31.951999,0.514
Mount Hunter,12765,732,150.641382,39,0.517,-34.071248,0.483
Toolijooa,13903,127,150.780909,48,0.424,-34.755583,0.576
Rodd Point,13391,1376,151.141652,42,0.537,-33.868208,0.463
Luskintyre,12423,183,151.431085,44,0.481,-32.64939,0.519
Ogunbil,13071,148,151.289004,49,0.547,-31.343763,0.453
South Gundagai,13584,811,148.100558,42,0.481,-35.077496,0.519
Bucketty,10634,186,151.138861,45,0.486,-33.111273,0.514
Keiraville,12085,3569,150.872238,28,0.502,-34.414626,0.498
Gunnedah,11812,9726,150.148128,38,0.508,-31.116818,0.492
Redbank (NSW),13336,376,152.737218,49,0.507,-31.434381,0.493
Junee,12046,4922,147.63037,39,0.414,-34.728115,0.586
Catherine Field,10856,1657,150.774858,38,0.474,-33.993545,0.526
Woy Woy,14425,10643,151.312108,48,0.529,-33.484478,0.471
Nashdale,12913,404,149.018299,42,0.493,-33.296696,0.507
Bingara,10365,1428,150.644229,57,0.523,-30.05898,0.477
Ocean Shores,13070,5137,153.543921,44,0.524,-28.527523,0.476
Mitchells Island,12652,468,152.613924,52,0.453,-31.891725,0.547
Appin (NSW),10063,2633,150.787479,32,0.489,-34.200891,0.511
Black Mountain (NSW),10387,310,151.650342,42,0.468,-30.308042,0.532
Denistone East,11239,2250,151.097546,38,0.51,-33.797177,0.49
Malabar,12453,5420,151.245969,43,0.352,-33.965376,0.648
Woollahra,14404,7405,151.24413,41,0.545,-33.885795,0.455
Bolwarra (NSW),10450,989,151.572048,44,0.508,-32.712817,0.492
Picketts Valley,13198,218,151.412831,39,0.491,-33.456914,0.509
Kurrajong,12218,3062,150.639331,44,0.503,-33.541464,0.497
Oakey Park,13055,327,150.184,50,0.516,-33.4652,0.484
Terrey Hills,13804,3041,151.22847,43,0.506,-33.683644,0.494
Pearces Creek,13170,184,153.443868,41,0.486,-28.776059,0.514
Potts Hill,13255,893,151.031087,30,0.515,-33.898247,0.485
Warrawong,14167,4752,150.887467,42,0.511,-34.484382,0.489
West Tamworth,14252,5201,150.898483,36,0.509,-31.105379,0.491
Summer Hill (Inner West - NSW),13687,7311,151.1372,36,0.514,-33.8935,0.486
Cobbitty,10954,2063,150.691029,39,0.523,-34.015874,0.477
Tascott,13772,1602,151.319442,43,0.502,-33.450818,0.498
Warral,14163,370,150.877953,47,0.467,-31.139251,0.533
Lalor Park,12261,7667,150.930337,36,0.503,-33.761339,0.497
Medowie,12554,9563,151.86757,36,0.501,-32.741486,0.499
Highfields (NSW),11902,835,151.712668,41,0.51,-32.955758,0.49
Great Marlow,11745,184,152.973203,42,0.519,-29.656228,0.481
Run-o-Waters,13440,471,149.671221,46,0.521,-34.770431,0.479
Rankin Park,13315,2460,151.682894,41,0.507,-32.928388,0.493
Eungai Creek,11458,423,152.881694,43,0.461,-30.831585,0.539
Woodrising,14391,1168,151.605192,34,0.494,-32.982483,0.506
Wiley Park,14293,10126,151.068194,31,0.473,-33.922464,0.527
Mount Burrell,12749,217,153.192669,51,0.498,-28.498824,0.502
Huskisson,11966,786,150.670943,57,0.517,-35.03885,0.483
Thuddungra,13853,118,148.096299,50,0.415,-34.137462,0.585
Vale Of Clwydd,14064,484,150.176542,34,0.49,-33.483955,0.51
Emerald Hill,11412,142,150.114688,43,0.457,-30.868526,0.543
Main Arm,12445,586,153.398364,45,0.478,-28.493455,0.522
Carramar (NSW),10826,3550,150.961884,37,0.504,-33.884558,0.496
Wybong,14436,125,150.657226,30,0.528,-32.277754,0.472
Sackville,13458,298,150.926902,43,0.493,-33.489441,0.507
Belmont South,10278,1054,151.654854,44,0.515,-33.05317,0.485
Moree,12722,9311,149.846553,38,0.501,-29.471256,0.499
Cundletown,11161,2054,152.516666,47,0.527,-31.897697,0.473
Tallawang,13731,168,149.397065,45,0.467,-32.211532,0.533
White Rock (NSW),14275,797,149.614381,35,0.451,-33.470807,0.549
Upper Taylors Arm,14045,127,152.689457,53,0.528,-30.781179,0.472
Calga,10752,142,151.236467,39,0.496,-33.43835,0.504
Seahampton,13511,303,151.580565,35,0.534,-32.888493,0.466
South Golden Beach,13581,809,153.543567,40,0.572,-28.501252,0.428
Belmont (NSW),10276,7114,151.660563,46,0.515,-33.036057,0.485
Turlinjah,13975,157,150.090191,49,0.475,-36.033268,0.525
Mirrabooka (NSW),12647,728,151.555006,43,0.506,-33.108634,0.494
The Channon,13816,374,153.278894,46,0.497,-28.673238,0.503
Hillgrove (Armidale Regional - NSW),11907,176,138.8687,45,0.468,-35.0244,0.532
Faulconbridge,11496,4025,150.534998,40,0.511,-33.696505,0.489
Ashfield (NSW),10098,23841,151.127444,34,0.506,-33.889498,0.494
Carrs Creek,10834,135,152.917205,45,0.504,-29.653051,0.496
Emu Swamp,11419,162,149.200205,47,0.482,-33.32574,0.518
Charbon,10883,131,149.965119,45,0.484,-32.881265,0.516
Taree South,13765,315,152.463802,50,0.52,-31.922894,0.48
Como (NSW),10996,3977,151.068288,39,0.502,-34.004186,0.498
Hamilton North,11840,869,151.73779,36,0.509,-32.912413,0.491
Cromer (NSW),11118,7592,151.278523,42,0.517,-33.740353,0.483
Nimbin,12965,1477,153.222904,50,0.498,-28.59677,0.502
Chiswick,10910,2926,151.135954,38,0.536,-33.851437,0.464
Tempe,13785,3556,151.160747,38,0.505,-33.924777,0.495
Darlington Point,11215,1162,146.010496,41,0.474,-34.557729,0.526
Mount Vincent,12799,367,149.904293,44,0.471,-32.984059,0.529
Balaclava (NSW),10143,496,135.068,42,0.531,-33.516,0.469
Yellow Rock (Blue Mountains - NSW),14502,1029,150.629,40,0.5,-33.6933,0.5
Wongarbon,14373,766,148.756921,35,0.499,-32.334144,0.501
Werrington Downs,14237,3249,150.733755,34,0.498,-33.740586,0.502
Moss Vale,12739,8579,150.373096,43,0.516,-34.547608,0.484
Captains Flat,10804,610,149.445083,38,0.468,-35.552827,0.532
Doonbah,11274,243,153.375933,64,0.5,-29.086621,0.5
Trangie,13932,1188,147.983937,46,0.485,-32.031887,0.515
South Granville,13583,5500,151.006224,31,0.495,-33.863022,0.505
Kooringal (NSW),12193,7227,147.376284,36,0.507,-35.135247,0.493
Yass,14493,6506,149.096916,41,0.521,-34.9072,0.479
Kenthurst,12100,5037,151.005034,42,0.496,-33.661023,0.504
Wollongong,14358,18442,150.714224,34,0.493,-34.507423,0.507
Chinderah,10905,1566,153.561345,60,0.479,-28.237776,0.521
Seaham,13510,1007,151.721912,40,0.494,-32.657672,0.506
South Penrith,13596,11790,150.703837,37,0.51,-33.767176,0.49
Little Bay,12349,4477,151.243206,40,0.515,-33.981177,0.485
Black Range (NSW),10388,202,149.834693,40,0.522,-36.724891,0.478
Allgomera,10040,131,152.831369,50,0.55,-30.816097,0.45
Wangi Wangi,14135,2759,151.584366,53,0.504,-33.071491,0.496
Matcham,12520,987,151.420834,43,0.49,-33.417004,0.51
Fiddletown,11513,233,151.055702,42,0.479,-33.602321,0.521
Millbank (NSW),12616,124,152.649971,54,0.444,-30.846109,0.556
Lindfield,12339,9791,151.158141,39,0.516,-33.784382,0.484
Pottery Estate,13254,132,150.154533,42,0.507,-33.484868,0.493
Angledale,10056,154,149.857154,45,0.477,-36.63575,0.523
Shell Cove,13532,5624,150.872594,36,0.504,-34.588201,0.496
Watsons Creek (NSW),14188,115,151.010763,53,0.5,-30.718587,0.5
Shortland,13542,3905,151.691533,33,0.492,-32.880873,0.508
Armatree,10084,153,148.407695,36,0.503,-31.453726,0.497
Cooranbong,11052,5449,151.453989,43,0.523,-33.076609,0.477
Ungarie,14011,557,146.974678,45,0.492,-33.639341,0.508
Evans Head,11469,2847,153.436052,51,0.512,-29.120479,0.488
Gormans Hill,11720,785,149.590433,50,0.553,-33.43404,0.447
Curlewis (NSW),11169,771,150.264679,43,0.478,-31.117342,0.522
Brooklet,10598,257,153.51553,47,0.471,-28.730711,0.529
Gymea,11826,7589,151.086087,40,0.515,-34.048156,0.485
Eungai Rail,11459,227,152.900574,45,0.464,-30.846274,0.536
Sutton (NSW),13702,1660,149.25297,44,0.48,-35.161199,0.52
Failford,11476,516,152.454662,59,0.477,-32.091921,0.523
Raby,13303,5944,148.041856,35,0.514,-35.687207,0.486
