city,lat,code,lon,people
Errowanbang,-33.545345,11437,149.051172,38
East Ballina,-28.864324,11345,153.582396,5571
Bullio,-34.344617,10664,150.168638,82
Suffolk Park,-28.689842,13684,153.610159,3750
Blackmans Flat,-33.364149,10394,150.059386,28
Banksia,-33.945237,10178,151.140161,3388
Ingebirah,-36.624836,11977,148.507059,94
Gumly Gumly,-35.123768,11800,147.421169,312
Jinden,-35.894745,12031,149.596485,17
Monaltrie,-28.851075,12674,153.278455,195
Cumbandry,-32.380741,11155,149.605898,15
Arkell,-33.727778,10082,149.382952,43
Depot Beach,-35.628728,11242,150.322963,21
Corndale (NSW),-28.698711,11076,153.37782,320
Northbridge (NSW),-33.815028,13022,151.222266,6347
Naremburn,-33.817299,12898,151.20116,5884
Bullawa Creek,-30.307143,10660,149.996476,108
Eurobodalla,-35.7722,11463,150.2226,92
Tumorrama,-35.19041,13965,148.395155,33
Campvale,-32.769906,10783,151.851897,41
Norway,-33.760741,13025,149.817231,59
Westwood (NSW),-35.365834,14263,147.977015,12
Graman,-29.467465,11736,150.926679,103
East Lismore,-28.820433,11358,153.285411,4985
Back Creek (Tweed - NSW),-28.4103,10128,153.1728,14
Gillenbah,-34.768998,11622,146.53099,137
Eden,-37.06319,11375,149.903702,3151
Norah Head,-33.279786,12973,151.555053,1129
Clear Creek,-33.332296,10925,149.707746,118
Stanhope (NSW),-32.607338,13648,151.388821,144
Ballyroe,-34.084405,10163,149.604294,3
Armidale,-35.0244,10085,138.8687,23352
Bearbong,-31.66393,10241,148.881171,60
Bottle Creek,-28.825717,10519,152.608197,22
Great Mackerel Beach,-33.591729,11744,151.300451,36
Booroorban,-34.93111,10502,144.763052,33
Killongbutta,-33.195026,12138,149.421481,30
Darlinghurst,-33.879825,11212,151.21956,11320
Lower Acacia Creek,-28.467444,12399,152.196026,38
Morisset,-33.121406,12723,151.530773,3213
Rutherford,-32.716413,13449,151.527921,11884
Upper Bylong,-32.474175,14016,150.13369,4
Bodalla,-35.7722,10434,150.2226,739
Puddledock,-30.384216,13268,151.748624,48
Boorooma,-30.103871,10501,147.465609,863
Dalgety,-36.502267,11190,148.834562,205
Tomboye,-35.250558,13893,149.980278,40
Legume,-28.404725,12296,152.30758,152
Cattle Creek (NSW),-30.158577,10860,152.788781,30
Crooked Corner,-34.22847,11122,149.248832,61
Manning Point,-31.895141,12478,152.661512,239
Verona,-36.465045,14073,149.8207,288
East Killara,-33.753498,11355,151.170003,2978
Bungwahl,-32.387265,10687,152.444151,234
Attunga,-30.930991,10105,150.847933,571
Dunmore (NSW),-34.606223,11323,150.840676,208
North Ryde,-33.79677,13005,151.124355,10860
Brushgrove,-29.566127,10622,153.080634,199
Brogers Creek,-34.707978,10588,150.686381,39
Bundeena,-34.085064,10672,151.151259,1919
Stanmore (NSW),-33.897351,13650,151.16535,7938
Bondi Beach,-33.890542,10465,151.274856,11656
Wingello,-34.691726,14330,150.15675,573
San Isidore,-35.111163,13469,147.287126,381
Tannabar,-31.385533,13750,149.186659,69
Lidster,-33.297893,12319,148.958974,304
Harefield,-34.969758,11853,147.566468,144
Shannondale,-29.809488,13527,152.846014,89
Milbrulong,-35.26049,12613,146.841971,94
Wondabyne,-33.49159,14371,151.256944,4
Oxford Falls,-33.730197,13106,151.248218,139
East Seaham,-32.665424,11362,151.741458,324
Bangalow,-28.686356,10174,153.524792,2021
Corinella (NSW),-33.432869,11074,147.54766,73
Piora,-28.850355,13223,152.914415,86
Huntley (Wollongong - NSW),-34.507423,11959,150.714224,50
Copeland,-31.985892,11058,151.805912,64
Coutts Crossing,-29.831052,11094,152.891036,1060
Fernmount,-30.468067,11509,152.959265,369
Ellalong,-32.912261,11398,151.311291,1098
Brooklyn (NSW),-33.548006,10599,151.22519,722
Haberfield,-33.880496,11828,151.138839,6457
Sharps Creek,-35.403228,13530,148.057387,17
Belford,-32.608791,10258,151.286484,171
Bathurst,-33.412695,10231,149.564797,6932
Nulkaba,-32.809622,13031,151.349641,696
Wamboin,-31.713914,14123,148.660146,1708
East Albury,-36.075617,11344,146.929105,6098
Nurenmerenmong,-35.805164,13046,148.220404,11
Amaroo (NSW),-33.184094,10048,148.928934,46
Burrumbuttock,-35.835429,10716,146.802861,366
Clifton Grove,-33.247034,10934,149.173554,851
Summerland Point,-33.139085,13690,151.565431,2493
Upper Turon,-33.100772,14047,149.756062,12
Wirrimah,-34.129056,14340,148.424253,64
Broadwater (Richmond Valley - NSW),-29.0358,10580,153.4352,640
Mandagery,-33.224277,12464,148.40161,65
Bilgola Beach,-33.6435,10350,151.3279,240
Villawood,-33.883679,14074,150.976468,6032
Eunanoreenya,-35.0811,11457,147.4569,169
Tahmoor,-34.22291,13727,150.593447,5067
Kelvin,-30.792246,12091,150.35467,175
Corney Town,-33.47489,11077,150.1773,76
Pejar,-34.5318,13176,149.5334,50
McMahons Reef,-34.662005,12548,148.449415,57
Mount Knowles,-32.622653,12771,149.706902,40
Rydalmere,-33.811244,13453,151.034464,6642
Catherine Hill Bay,-33.161795,10857,151.626395,162
Swan Bay (Port Stephens - NSW),-32.6986,13704,151.9361,316
Newnes,-33.176787,12954,150.236022,4
Mooball,-28.441829,12687,153.484436,194
Hermitage Flat,-33.47971,11895,150.145293,345
Jeir,-35.033261,12004,148.975562,259
Goonoo Goonoo,-31.288177,11714,150.919699,61
Cunningar,-34.562125,11164,148.419171,145
Tinonee,-31.93777,13876,152.413824,1092
Glenbawn,-32.104684,11655,150.983991,75
Pappinbarra,-31.321201,13147,152.460848,81
Davistown,-33.485685,11221,151.360521,2488
Tumbulgum,-28.274366,13964,153.461116,405
Gungalman,-30.519341,11811,147.937893,7
Tindarey,-31.00911,13872,145.925341,35
West Gosford,-33.420829,14244,151.321753,1335
Paddys Flat (Kyogle - NSW),-28.734514,13116,152.420435,15
Elizabeth Beach,-32.333509,11396,152.530117,218
Brunkerville,-32.948838,10620,151.478758,204
Wambangalang,-32.5569,14121,148.516,89
Yarrie Lake,-30.395737,14488,149.536629,65
Pagans Flat,-28.948746,13122,152.573328,3
Green Point (Mid-Coast - NSW),-32.2485,11755,152.5178,526
Smiths Creek (Kyogle - NSW),-28.5623,13561,152.8518,62
Melville (NSW),-32.687086,12564,151.518995,64
Pokolbin,-32.771323,13236,151.290973,961
Jugiong,-34.823299,12044,148.324895,222
Arcadia Vale,-33.060343,10073,151.575815,1378
Wirlinga,-36.069726,14337,147.013164,127
Kilgin,-29.029574,12126,153.374108,46
Monterey,-33.973068,12686,151.150983,4532
Greenwich Park,-34.625181,11771,149.906755,120
Billilingra,-36.009878,10353,149.145822,13
Bardwell Valley,-33.935083,10196,151.134686,2323
Bennetts Green,-32.995468,10295,151.689084,9
Fernhill,-34.383602,11507,150.88676,1023
Palmdale (NSW),-33.331864,13134,151.373158,96
North Arm Cove,-32.65912,12979,152.037583,445
Middle Arm,-34.539675,12599,149.741673,362
Cammeray,-33.821953,10778,151.21043,7006
Kerrigundi,-30.98702,12107,145.257578,13
North Tamworth,-31.076267,13011,150.930058,5141
Towamba,-37.087978,13927,149.652672,234
Sun Valley (NSW),-33.712081,13691,150.592445,227
West Pennant Hills,-33.753676,14249,151.039113,16374
Bulahdelah,-32.413376,10649,152.207981,1424
Kynnumboon,-28.308141,12228,153.379519,134
Barry (Blayney - NSW),-25.5206,10218,151.3437,166
Nebea,-30.898081,12918,148.555961,10
Kimbriki,-31.922826,12139,152.267063,130
Oyster Bay,-34.006894,13112,151.081067,5488
Keera,-29.989848,12082,150.87219,56
Parramatta,-33.8341,13156,151.0452,25798
Havilah (NSW),-32.620676,11871,149.764365,22
Darbys Falls,-33.931096,11205,148.859104,251
North Batemans Bay,-35.700315,12982,150.183191,558
Wandandian,-35.089066,14127,150.509967,326
Boorowa,-34.438598,10503,148.716326,1641
Coomba Park,-32.241295,11038,152.472124,625
Binnaway,-31.552115,10372,149.378497,602
Tyringham,-30.223381,13998,152.554394,100
Curlew Waters,-33.260877,11168,146.431816,14
Yowie Bay,-34.049866,14519,151.104325,3074
Llandilo,-33.708904,12363,150.756773,1637
Blighty,-35.591687,10412,145.285731,138
Woolloomooloo,-33.869283,14406,151.220412,4011
Ramsgate,-33.981114,13309,151.1483,1114
Avisford,-32.745583,10112,149.480112,26
Glen William,-32.521508,11654,151.79757,122
West Pymble,-33.760383,14250,151.126038,5298
Bamarang,-34.894362,10169,150.534464,29
Cremorne (NSW),-33.828131,11112,151.230233,11227
Gulgong,-32.362587,11794,149.533528,2521
Upper Dartbrook,-31.938204,14022,150.697181,146
North Parramatta,-33.798043,13001,151.010707,13248
Scarborough (NSW),-34.268351,13500,150.962389,308
Timbarra (NSW),-29.013088,13868,152.222653,29
Triangle Flat,-33.798107,13939,149.489443,56
Yellow Rock (Shellharbour - NSW),-34.6017,14503,150.7374,206
Tomewin,-28.243793,13895,153.376209,108
Delegate,-37.044028,11233,148.941735,351
Durras North,-35.627699,11335,150.310957,27
Panania,-33.95613,13144,150.998047,12419
Titaatee Creek,-32.04095,13884,152.115324,14
Goorianawa,-31.067394,11717,149.020018,28
Dundas (NSW),-33.799405,11312,151.044189,4740
Minchinbury,-33.781673,12633,150.813667,5619
Wilton (NSW),-34.240434,14311,150.696426,3080
Wakefield,-32.956584,14088,151.560504,144
Diehard,-29.675395,11253,152.088176,44
Ebor,-30.398818,11372,152.352083,166
Coolac,-34.902613,11022,148.193499,216
Quandialla,-34.009523,13290,147.793336,197
Coolringdon,-36.248127,11033,148.949925,67
Burcher,-33.515238,10692,147.250059,82
Penrith,-33.7979,13184,150.7879,13295
Biala,-34.620292,10336,149.236458,59
Namoi River,-30.639977,12888,150.812358,60
Coolah,-31.774418,11024,149.611621,1290
Urawilkie,-30.790618,14056,148.699185,12
Nymboida,-29.926011,13048,152.747884,298
Mayfield East,-32.900017,12534,151.750102,1692
Yoogali,-34.30118,14516,146.084633,1231
Wauchope,-31.457354,14197,152.732269,6312
Kyogle,-28.622384,12229,153.004112,2197
Uralba,-28.873618,14050,153.47132,216
Bass Hill,-33.900608,10224,150.992888,9069
Ilarwill,-29.46593,11970,153.172822,221
Scotts Creek (NSW),-31.726274,13506,150.958375,21
Blakney Creek,-34.653222,10404,149.034306,60
Chatsbury,-34.5296,10891,149.8123,91
Bow Bowing,-34.015342,10526,150.83682,1602
Macquarie Hills,-32.953151,12434,151.647116,3304
Mulbring,-32.900377,12813,151.483,597
Lake Cathie,-31.552287,12243,152.854925,3494
Windang,-34.52994,14316,150.869145,2656
Bexley,-33.959548,10334,151.117388,19733
Dudley,-32.989684,11300,151.71958,2414
Wallacia,-33.865179,14101,150.640418,1627
Tanja,-36.627881,13749,149.933291,157
Birrong,-33.89022,10379,151.022398,3103
Curra Creek,-32.661219,11171,148.850385,66
Barrengarry,-34.720683,10213,150.523543,200
North Lambton,-32.90539,12993,151.70628,3306
Wuuluman,-32.522858,14430,149.074071,776
Millie,-29.814588,12621,149.563278,28
Sancrox,-31.46234,13471,152.789888,572
Cedar Creek (Cessnock - NSW),-32.865953,10868,151.191636,33
Wolli Creek,-33.930744,14353,151.155272,6394
Gunning Gap,-33.294388,11814,147.716584,77
Wolumla,-36.831995,14362,149.811442,703
Jannali,-34.017074,12001,151.065081,6184
Woolomin,-31.284859,14408,151.14899,279
Tantawangalo,-36.79455,13753,149.594037,156
Denistone East,-33.797177,11239,151.097546,2250
Lavadia,-29.718956,12284,153.070298,21
Khancoban,-36.218087,12111,148.129398,304
Mullion Creek,-33.140704,12826,149.120663,557
Dum Dum,-28.387826,11304,153.334075,117
Thirroul,-34.314739,13848,150.923793,6083
Bexhill,-28.762689,10333,153.346496,495
Shellharbour City Centre,-34.564922,13534,150.836628,244
Lower Creek,-30.743585,12404,152.27899,32
Scheyville,-33.61069,13501,150.88031,10
Ashley,-29.317772,10100,149.808064,365
Horseshoe Bend,-32.734708,11939,151.572608,383
Sandilands (NSW),-28.8999,13476,152.654679,11
Caragabal,-33.843829,10806,147.739256,185
Corowa,-35.997952,11080,146.391214,5482
Glenroy (Snowy Valleys - NSW),-36.055261,11679,146.912777,70
Coppabella (NSW),-35.735984,11061,147.699528,11
Connells Point,-33.991871,11013,151.089495,2829
Yelgun,-28.476032,14499,153.512834,103
Duffys Forest,-33.676775,11301,151.199879,474
North Casino,-28.7912,12987,153.062954,944
Forbesdale,-32.077564,11539,151.936002,180
Glenmore Park,-33.790683,11670,150.6693,23004
Dartbrook,-31.938204,11217,150.697181,113
Rainbow Reach,-30.938698,13306,153.018497,83
Bakers Creek (Nambucca - NSW),-30.8237,10140,152.7111,14
Glenhaven,-33.703218,11667,151.006899,6501
Barrack Heights,-34.565203,10207,150.857066,5900
Dundas Valley,-33.78724,11313,151.061185,5412
Ponto,-32.446636,13241,148.797077,51
Grassy Head,-30.793913,11740,152.992331,80
Windella,-35.025089,14317,149.872388,738
Jerrawa,-34.789989,12018,149.099032,73
Rushes Creek,-30.803044,13445,150.602886,106
Yarrow,-35.41717,14489,149.265202,6
Warroo (NSW),-33.328777,14175,147.581381,125
Mogo (Eurobodalla - NSW),-35.8043,12660,150.1142,322
Moonbi,-30.951431,12699,151.045963,1126
Glenrock (NSW),-31.666832,11677,151.417947,31
Pearl Beach,-33.538915,13171,151.302813,536
Ellenborough,-31.444561,11401,152.456673,194
Yerriyong,-34.961597,14511,150.511939,25
James Creek,-29.446952,11999,153.253112,211
Copperhannia,-33.896561,11062,149.265436,3
Back Creek (Queanbeyan-Palerang Regional - NSW),-35.3461,10126,149.9441,12
Sunset Strip (NSW),-34.6339,13693,138.9681,83
Mooral Creek,-31.720375,12707,152.355653,81
Quipolly,-31.4563,13300,150.58581,177
Upper Fine Flower,-29.271767,14026,152.733431,27
Bonnells Bay,-33.107405,10468,151.518263,3578
Heathcote (NSW),-34.079112,11883,151.008619,6013
Tenambit,-32.743257,13787,151.604325,2901
Croydon Park (NSW),-33.895299,11135,151.108581,11012
Boorolong,-30.329789,10499,151.53254,88
Laffing Waters,-33.387823,12234,149.610662,112
Collombatti,-30.992826,10979,152.841538,647
Bomen,-35.072722,10461,147.410611,25
Fairholme,-33.276639,11481,147.360344,19
Scotia,-33.405433,13504,141.35451,26
Charlestown (NSW),-32.965671,10885,151.695454,12912
Bellbrook,-30.81818,10270,152.508349,273
Gum Flat,-29.794334,11796,150.929554,213
St Huberts Island,-33.495721,13638,151.344441,1058
Mororo,-29.338489,12726,153.196138,85
Gobbagombalin,-35.066598,11689,147.32005,474
Myall Park (NSW),-34.177539,12873,146.108252,198
Scotts Flat,-32.6124,13507,151.242339,36
Bago,-35.567374,10137,147.966686,35
Tugrabakh,-31.970177,13952,151.995245,75
Temora,-34.446858,13784,147.533742,4693
Coreen,-35.729292,11072,146.342168,109
Kangaloon,-34.553366,12058,150.533848,151
Wollombi,-32.9376,14355,151.142665,188
Taralga,-34.405567,13759,149.818683,467
Alpine,-34.409517,10044,150.523957,135
Mayvale,-30.387173,12539,150.417028,12
Millers Forest,-32.763539,12618,151.702595,335
Pitt Town Bottoms,-33.596291,13227,150.841424,102
Edenville,-28.687353,11378,152.967129,76
Bellbird Heights,-32.84801,10269,151.329529,788
Pembrooke,-31.38811,13180,152.753487,127
Ashcroft,-33.917587,10097,150.899095,3585
Patonga,-33.546452,13160,151.27119,206
Weston (NSW),-32.813899,14262,151.459018,3693
Gilmandyke,-33.778548,11625,149.564365,19
Collaroy (NSW),-33.740969,10970,151.303133,7870
Rennie,-35.812497,13349,146.132863,43
Mount Darragh,-36.848551,12753,149.535499,26
Newtown (NSW),-33.896449,12960,151.180013,15029
Gunbar,-34.008897,11802,145.311528,54
Kybeyan,-36.32455,12224,149.502285,37
Pooncarie,-33.386995,13242,142.570537,166
Allworth,-32.541688,10041,151.960927,166
Gonn,-35.473525,11697,143.96366,41
Murrumburrah,-34.549329,12863,148.350183,110
Thrumster,-31.461332,13852,152.857058,417
Upper Main Arm,-28.493455,14035,153.398364,225
North Richmond,-33.582355,13002,150.721891,4977
Dungay,-28.276213,11318,153.369429,219
Pumpenbil,-28.366548,13272,153.173219,204
Ardglen,-31.734505,10074,150.785588,59
Bushells Ridge,-33.210392,10722,151.476534,18
Mullengandra,-35.87712,12823,147.180565,124
Chambigne,-29.763733,10882,152.752728,55
Lillian Rock,-28.536399,12323,153.165382,218
Prairiewood,-33.867342,13258,150.90213,3246
Fullerton Cove,-32.841049,11575,151.837968,566
Boorabee Park,-28.708355,10494,153.061375,104
Royalla,-35.512227,13434,149.16269,984
Leumeah,-34.052285,12308,150.833396,9835
Kiah,-37.149723,12115,149.856899,142
Goombargana,-35.799435,11710,146.575225,52
Dareton,-34.091641,11206,142.042284,501
Fitzgeralds Mount,-33.499865,11527,149.377023,54
Warragai Creek,-29.558553,14157,152.975078,101
Lower Southgate,-29.556531,12413,153.076817,113
Flat Tops,-32.461896,11532,151.812104,25
Porters Retreat,-33.988815,13249,149.760628,60
Linley Point,-33.826777,12341,151.148251,346
Gladstone (NSW),-31.022073,11639,152.94899,381
Rylstone,-32.799369,13457,149.970442,920
Kiar,-33.197478,12120,151.436954,33
Lidsdale,-33.378535,12318,150.083775,429
St Fillans,-32.468156,13634,149.632641,239
Cargo,-33.423633,10813,148.808929,596
Narromine,-32.23192,12911,148.239606,4689
Glenroy (Albury - NSW),-36.0526,11678,146.8988,3289
Northangera,-35.480567,13021,149.922942,43
Peakhurst,-33.968127,13168,151.057596,10539
South Tamworth,-31.11097,13597,150.916779,6565
Keepit,-30.886935,12081,150.491217,13
Burraboi,-35.342175,10700,144.399744,63
Welby,-34.439533,14219,150.428081,758
Sebastopol (NSW),-34.580296,13513,147.517663,61
Newrybar,-28.720595,12957,153.528799,444
Chain Valley Bay,-33.174102,10880,151.580195,2459
Crows Nest (NSW),-33.82609,11131,151.199192,4798
North Nowra,-34.860731,13000,150.591467,5794
Carss Park,-33.986556,10837,151.119041,1252
Coraki,-29.0015,11063,153.2153,1277
Allawah,-33.970018,10038,151.114517,5706
Argenton,-32.934813,10078,151.630879,1351
Tantonan,-35.694669,13754,144.540604,24
Aberfoyle,-30.240605,10008,152.012929,102
Springrange,-35.107791,13625,149.104756,295
Gundamulda,-30.286927,11804,150.715683,11
Clifton (NSW),-34.259407,10933,150.968883,28
Marlo Merrican,-31.215793,12495,152.66955,70
Ruthven,-28.932388,13450,153.278838,103
Nerriga,-35.113182,12930,150.088704,72
Palarang,-36.834825,13126,149.120031,58
Moleville Creek,-29.573481,12667,152.890239,30
Macquarie Fields,-33.989471,12433,150.882626,13714
Buttaba,-33.050936,10723,151.571937,1101
North Rocks,-33.768119,13003,151.02854,7965
Yarranbella,-30.727507,14478,152.778618,193
Tibbuc,-31.822002,13859,151.909262,27
Speers Point,-32.973543,13605,151.631366,3313
Deer Vale,-30.361575,11232,152.532191,163
Kennaicle Creek,-30.533884,12098,152.81651,5
Royal National Park,-34.1063,13433,151.0826,27
Warialda,-29.583725,14149,150.536881,1590
Congarinni North,-30.684156,11006,152.879726,380
Red Rocks,-34.7698,13335,150.5214,6
West Haven,-31.634396,14245,152.782454,1110
Stonequarry,-34.3737,13666,149.7558,21
Utungun,-30.730063,14062,152.833063,168
Bomaderry,-34.855412,10453,150.608383,6661
Crowdy Head,-31.844821,11130,152.738877,77
North Lismore,-28.78814,12994,153.277442,768
The Rock,-33.8588,13838,151.2081,1236
Elsmore,-29.803303,11408,151.270899,349
Cubba,-31.441759,11139,145.347238,33
Bellangry,-31.327475,10265,152.607852,100
Buckajo,-36.703339,10629,149.758432,295
Erskine Park,-33.807618,11438,150.789313,6436
Rouchel Brook,-32.183093,13423,151.101252,28
Talawanta,-29.519999,13729,146.950229,28
Gwynneville,-34.416506,11825,150.885131,3100
Wadalba,-33.273033,14080,151.465618,2831
Pola Creek,-31.061701,13237,152.863448,67
Kilgra,-28.554937,12127,152.975132,77
Kunghur,-28.497765,12213,153.23992,107
Bundarra,-30.17137,10671,151.075836,676
Wellington (NSW),-32.55588,14221,148.944797,4077
Kunama,-35.554435,12208,148.088372,71
Woollamia,-35.013673,14405,150.637612,560
Ellangowan (NSW),-29.049762,11400,153.039519,328
Merriangaah,-36.81874,12581,149.042621,5
Queanbeyan West,-35.358298,13293,149.228993,3136
Green Pigeon,-28.480721,11752,153.085726,155
Rosebery (NSW),-33.920412,13405,151.203107,10117
North Sydney,-33.837788,13010,151.208276,7705
Pulletop,-35.441305,13271,147.382253,83
East Hills,-33.963359,11351,150.986695,3206
Allandale (NSW),-32.710687,10037,151.42353,73
Mirrool,-34.287957,12648,147.095065,92
Mograni,-32.02044,12664,152.03438,35
Warregah Island,-29.398761,14169,153.221616,23
The Lagoon,-33.544702,13828,149.624725,216
Old Grevillia,-28.444941,13076,152.882079,48
Watersleigh,-34.856246,14184,150.517965,24
Walleroobie,-34.486918,14115,146.99859,71
Russell Lea,-33.86072,13447,151.140711,5001
Oxley Island,-31.925715,13109,152.564796,319
Riverlea,-32.691941,13366,149.722168,42
Millfield,-32.888506,12620,151.264273,1006
Woronora Heights,-34.034836,14422,151.027656,2855
The Ridgeway,-35.342878,13836,149.264338,163
Whiporie,-29.233222,14273,152.989147,73
Hurstville,-33.977595,11964,151.104909,29822
Higher Macdonald,-33.215527,11901,150.937207,8
Fassifern (NSW),-32.988368,11495,151.583244,601
Midginbil,-28.481272,12609,153.271526,72
Kippaxs,-31.653205,12168,152.340389,26
Moonee Beach,-30.20812,12703,153.155413,1933
Bellbird,-32.84801,10268,151.329529,2032
Eagleton,-32.698008,11342,151.756421,211
Camerons Creek,-30.337816,10776,151.105149,49
Bywong,-35.179788,10735,149.345703,1322
Gogeldrie,-34.555569,11692,146.282891,91
Turrawan,-30.456477,13981,149.885748,72
Berowra,-33.5542,10308,151.137,4721
Upper Duroby,-28.244816,14024,153.44385,104
Macquarie Links,-33.982185,12435,150.867561,1360
Pine Clump,-31.408026,13213,148.214197,9
Barry (Upper Hunter Shire - NSW),-31.581575,10219,151.316427,4
Jordan Springs,-33.7231,12042,150.7334,5156
Karaak Flat,-31.926433,12070,152.286253,45
Wiarborough,-34.20003,14284,149.904829,20
Pilliga,-30.351861,13205,148.890833,217
Caroona,-31.399114,10823,150.427946,202
Billimari,-33.682514,10354,148.615476,152
Beverly Hills,-33.954218,10331,151.076364,10156
Stewarts River,-31.723643,13659,152.636154,117
Gidley,-31.006945,11616,150.847637,91
Piallamore,-31.141698,13195,151.029858,261
Mayfield (Queanbeyan-Palerang Regional - NSW),-35.2308,12532,149.7838,22
Hammondville,-33.948113,11844,150.953727,3493
Bullatale,-35.790297,10659,145.025709,42
Nimmo,-36.185489,12967,148.632997,11
Bergalia,-35.981261,10302,150.105175,171
Prestons,-33.942903,13260,150.872145,15313
North Macquarie,-34.572232,12996,150.741423,26
Clearfield,-29.142373,10927,152.935726,10
Belanglo,-34.530981,10255,150.260212,27
West Kempsey,-31.08034,14247,152.829082,4919
Yerrinbool,-34.375908,14510,150.538132,1164
Richmond Hill (NSW),-28.789045,13361,153.350827,821
The Rocks (Bathurst Regional - NSW),-33.859251,13839,151.208782,60
Billeroy,-33.752204,10352,150.967368,43
Old Junee,-34.836391,13078,147.514786,263
Webbers Creek,-32.588677,14207,151.528436,30
Rocky River (Uralla - NSW),-30.5977,13390,151.4595,270
Yarrowitch,-31.264506,14491,152.026224,166
Alumy Creek,-29.64092,10047,152.951448,91
South Maitland,-32.742294,13591,151.566213,471
Willoughby (NSW),-33.801483,14303,151.1986,6540
Kelso (NSW),-33.419196,12090,149.611555,8968
Hurlstone Park,-33.909964,11963,151.13224,4692
Waitara,-33.709541,14086,151.104136,5941
Wirragulla,-32.467491,14339,151.739257,30
Ilford,-32.942209,11971,149.859658,187
Hungerford (NSW),-29.004927,11953,144.409768,15
Bilambil,-28.212553,10347,153.490119,417
Lindifferon,-35.395855,12340,145.175155,45
Ben Lomond (NSW),-30.017361,10286,151.658,152
Tibooburra,-29.434259,13860,142.010079,134
Grosses Plain,-36.574794,11787,148.485067,31
Wellington Vale,-29.426596,14222,151.74859,35
Maloneys Beach,-35.705933,12460,150.247977,371
Hambledon Hill,-32.59765,11837,151.123201,10
Tambar Springs,-31.345202,13743,149.82918,187
Greta Main,-32.888482,11779,151.284361,68
Seven Hills (NSW),-33.775477,13518,150.934257,19326
Gollan,-32.258244,11694,149.070381,127
Woolgoolga,-30.113119,14402,153.193475,5290
Unumgar,-28.422983,14012,152.749819,26
Packsaddle,-30.874708,13114,141.785678,87
Dalmorton,-29.864512,11192,152.455428,4
Glenellen,-35.905226,11663,146.910578,127
Kingswood (Penrith - NSW),-33.7613,12163,150.7278,9301
Bagotville,-28.974576,10138,153.406938,49
Cleveland (NSW),-34.501885,10930,150.772708,21
Lynwood (NSW),-28.865041,12427,153.433616,228
Krawarree,-35.822331,12203,149.630348,45
Jenolan,-33.76405,12009,150.029554,19
Heddon Greta,-32.804507,11888,151.509565,2047
Woronora Dam,-34.111532,14421,150.934492,3
The Bight,-31.887018,13813,152.382296,66
Kenebri,-30.748118,12097,148.923272,42
Kangaroo Valley,-34.651206,12061,150.603413,879
Balickera,-32.673022,10156,151.805367,27
Deep Creek (Kyogle - NSW),-28.9674,11230,152.6864,30
Oxley (Balranald - NSW),-34.0414,13107,144.0717,33
Melbergen,-33.733449,12559,145.995651,4
Backmede,-28.77259,10130,153.018771,150
Pulganbar,-29.472322,13269,152.684972,12
Grevillia,-28.444941,11780,152.882079,77
Rankins Springs,-33.840127,13316,146.265437,173
Moppy,-31.979032,12718,151.630965,16
Elands,-35.150342,11388,147.355213,206
Bookookoorara,-27.9158,10479,153.0176,30
Wallabadah,-31.523266,14098,150.758768,421
Carlaminda,-36.254154,10817,149.309474,36
Woodville (NSW),-32.676183,14398,151.60995,428
Pine Lodge (NSW),-35.665208,13215,145.433686,60
Camden,-34.0577,10770,150.7151,3230
Gurley,-29.735601,11817,149.79988,236
Wallsend,-32.920748,14118,151.675016,12470
Broadway,-34.700258,10581,149.094844,39
Bardwell Park,-33.93207,10195,151.125594,2242
Kioloa,-35.544426,12165,150.383971,257
Nelligen,-35.647438,12920,150.141482,332
Temagog,-30.977064,13783,152.648406,236
Grabben Gullen,-34.545474,11731,149.410916,253
Bonnyrigg Heights,-33.892667,10472,150.868448,7303
Jindabyne,-36.415074,12030,148.618871,2629
Yarragrin,-31.694633,14472,149.088165,34
Myola (NSW),-35.027104,12878,150.673253,107
Bardia,-33.9773,10194,150.8623,1602
Redbournberry,-32.560421,13337,151.18943,232
Booligal,-33.679442,10484,144.749504,95
Fords Bridge,-29.752523,11540,145.424979,54
Clandulla,-32.906521,10916,149.950771,197
Miandetta (NSW),-31.566221,12596,146.970793,39
Dunbogan,-31.649381,11310,152.80722,1002
Congewai,-32.996509,11007,151.301843,179
Belmont North,-33.022228,10277,151.672028,6335
Cookamidgera,-33.2249,11016,148.324968,164
Logans Crossing,-31.609423,12373,152.709355,133
Griffith (NSW),-34.289045,11782,146.043671,18196
Mount Hutton (NSW),-32.985365,12766,151.670747,3529
South Ballina,-28.882913,13576,153.563052,37
Arkstone,-34.042417,10083,149.64425,22
Kariong,-33.439733,12074,151.293333,6385
Forster (NSW),-32.179598,11550,152.511775,13740
Doonbah,-29.086621,11274,153.375933,243
Drummoyne,-33.851056,11293,151.154542,11950
South Pambula,-36.943447,13595,149.862176,483
Carnes Hill,-33.9376,10820,150.8488,2043
Broken Head,-28.717235,10591,153.592296,274
Mount Annan,-34.054864,12745,150.764158,11703
Cooks Hill,-32.93413,11019,151.769244,3621
Bald Nob,-29.644588,10148,151.962405,9
Manly Vale,-33.784036,12476,151.267315,6160
Shadforth (NSW),-33.375088,13521,149.189492,80
Talmalmo,-35.958207,13738,147.558379,53
Pallal,-29.97024,13130,150.428611,83
Rocky River (Tenterfield - NSW),-30.603862,13389,151.479368,18
