city,lat,code,lon,people
Upper Myall,-32.251962,14039,152.172288,25
Murrumbucca,-36.074246,12862,149.068914,84
Windermere (NSW),-32.6756,14320,151.4539,55
Henty (NSW),-35.517186,11892,147.035781,1237
Craven Plateau,-31.878916,11108,151.775719,4
Darling Point,-33.873808,11211,151.236683,4190
Bulliac,-31.91636,10663,152.036957,45
Girraween (NSW),-33.799843,11636,150.947276,5590
Upper Eden Creek,-28.544552,14025,152.90534,46
Dangelong,-36.34927,11201,149.28558,6
Barraba,-30.378339,10206,150.610642,1410
Centennial Park (NSW),-33.8979,10873,151.2324,2376
Muttama,-34.802774,12870,148.116901,131
Goonellabah,-28.819841,11711,153.317704,12900
Bonshaw (NSW),-29.050296,10473,151.275344,133
Fishing Point,-33.050652,11526,151.590191,1039
Lowesdale,-35.842556,12414,146.365642,95
Budgewoi,-33.21956,10642,151.584067,3360
Baulkham Hills,-33.758601,10233,150.992887,37050
West Wollongong,-34.424649,14255,150.867207,4827
Southampton (NSW),-29.713283,13603,152.906042,24
Denistone,-33.802382,11238,151.066085,3751
Nevertire,-31.838854,12936,147.718723,189
Roughit,-32.566895,13424,151.25113,110
Brierfield,-30.503895,10568,152.893178,333
Tunglebung,-28.827677,13970,152.669314,26
Erina Heights,-33.426949,11434,151.413211,421
Peak Hill (NSW),-32.725328,13166,148.185188,1106
Mount Keira,-34.395938,12768,150.845276,1665
Leycester,-28.782333,12314,153.19986,149
Crowther,-34.096639,11132,148.507118,55
Timor (NSW),-31.776789,13871,151.079799,55
Lade Vale,-34.84439,12232,149.139454,128
Neath,-32.827058,12917,151.408291,490
Cudgera Creek,-28.389956,11144,153.519525,331
Euroka,-31.079521,11464,152.796699,352
Ruby Creek,-28.6291,13436,152.0218,68
Coongbar,-29.093823,11045,152.690845,3
Braemar,-36.1022,10545,148.6702,447
Lane Cove West,-33.806246,12268,151.153281,2637
Winston Hills,-33.776054,14335,150.987795,11674
Worrigee,-34.89037,14423,150.626074,5068
Ellerslie (Snowy Valleys - NSW),-36.904,11402,146.104,52
Murrays Beach,-34.927534,12854,150.766973,637
Dalwood (Ballina - NSW),-28.8939,11195,153.4151,234
Cobramunga,-35.451022,10955,143.864748,33
Munderoo,-35.87911,12839,147.848164,42
Tathra,-36.729728,13774,149.985917,1675
Padstow,-33.971073,13120,151.030955,13306
Buckenbowra,-35.769462,10631,150.065754,15
Upper Lansdowne,-31.702433,14033,152.47486,565
Bray Park (NSW),-34.157496,10552,150.549363,795
Torryburn (Dungog - NSW),-32.4738,13920,151.5822,142
Pyramul,-32.887171,13282,149.618838,69
Wendoree Park,-33.455552,14224,151.155631,134
Richmond Lowlands,-33.568631,13362,150.757565,42
Oxley (Warren - NSW),-30.9925,13108,147.6184,8
Brooms Head,-29.604668,10603,153.33314,212
Yetman,-28.902557,14514,150.780675,207
Jones Creek,-35.034905,12040,148.074826,107
Buttai,-32.819352,10724,151.56066,54
South Windsor,-33.620168,13601,150.804452,5892
Yarravel,-31.047338,14483,152.76235,1114
Parraweena,-31.72374,13157,150.410675,40
Dinoga,-29.913543,11259,150.639454,61
Cronulla,-34.051972,11119,151.153662,18070
Killcare,-33.52257,12133,151.370994,473
Tara (NSW),-34.490989,13756,147.182474,27
Kahibah,-32.961795,12048,151.712351,2464
Reids Flat,-34.146638,13347,148.96138,85
Baldersleigh,-30.263771,10150,151.430274,54
Mitchells Flat,-32.558246,12651,151.288741,209
Rand,-34.744609,13311,146.55696,204
Callala Bay,-34.98761,10757,150.718141,2196
Duckenfield,-32.740212,11298,151.684977,108
Tolland,-35.147915,13887,147.349979,3357
Quaama,-36.464379,13285,149.87009,281
Wombeyan Caves,-34.329634,14366,150.022747,57
Wooyung,-28.455809,14418,153.542861,118
Stud Park,-35.386864,13683,144.968605,52
Central Mangrove,-33.292384,10876,151.234661,264
Tyndale,-29.56176,13997,153.148717,175
Barwon,-31.036134,10221,148.979059,33
Killarney Vale,-33.369601,12131,151.459783,7216
Tempe,-33.924777,13785,151.160747,3556
Pinnacle (NSW),-33.70586,13220,147.928216,39
Chichester (NSW),-32.195437,10900,151.618784,29
Fitzroy Falls,-34.640976,11529,150.478478,216
Lugarno,-33.982956,12421,151.046942,5606
Carlingford,-33.763237,10818,151.047719,24394
Warragamba,-33.889727,14158,150.604819,1241
Woodlands (Wingecarribee - NSW),-34.4082,14388,150.3995,272
Pindaroi,-29.515891,13210,151.285412,39
Kearsley,-32.858649,12080,151.395667,861
Claymore,-34.045524,10924,150.810024,2644
Ashby (NSW),-29.423925,10094,153.187448,326
Cullerin,-34.782812,11151,149.405192,38
Currans Hill,-34.045179,11175,150.764007,5309
Berowra Heights,-33.610968,10310,151.136829,5264
Glenreagh,-30.05106,11675,152.978971,900
Beecroft,-35.007431,10249,150.79864,9396
Kiama Downs,-34.645131,12117,150.851208,5004
Gilgandra,-31.711715,11619,148.663131,3126
Ashbury,-33.901897,10093,151.11932,3329
Towrang,-34.685308,13930,149.859942,171
Colinroobie,-34.538884,10967,146.593441,65
Nana Glen,-30.136199,12889,153.004853,1055
Frazers Creek,-31.413193,11560,152.647378,180
Awaba,-33.007739,10118,151.543407,402
Emerald Beach,-30.166597,11411,153.182459,2234
Sandgate (NSW),-32.867845,13474,151.708214,305
Greenhill (NSW),-31.060154,11763,152.800013,731
Terania Creek,-28.609209,13794,153.29947,185
Eungella (NSW),-28.353761,11460,153.311519,338
Stubbo,-32.317461,13682,149.585099,232
Carnham,-29.332638,10821,152.537421,8
Landervale,-34.569142,12265,146.680712,22
Elizabeth Hills,-33.9002,11397,150.8483,2535
Emu Plains,-33.754097,11418,150.653269,8421
South Lismore,-28.809302,13589,153.269477,1879
Missabotti,-30.567278,12649,152.805912,298
Taren Point,-34.012545,13766,151.125456,1734
Middle Brook,-31.934061,12600,150.802501,225
Point Clare,-33.436772,13231,151.320952,3731
Summer Hill Creek,-33.217273,13688,149.132468,216
South Murwillumbah,-28.32897,13593,153.400759,1114
Gurrundah,-34.666343,11820,149.418755,55
Halekulani,-33.223484,11830,151.550635,2538
St Peters (NSW),-33.911062,13644,151.180126,3145
Spring Hill (Cabonne - NSW),-38.3564,13615,145.2023,502
Dunedoo,-32.016184,11316,149.395838,1221
Tarago,-35.084503,13758,149.628735,426
Eatonsville,-29.640182,11370,152.831293,216
Cuttagee,-36.492757,11183,150.053495,55
Boona Mount,-32.6294,10491,147.2563,22
Theresa Creek (NSW),-28.790254,13844,152.800508,67
Gowan,-33.200595,11727,149.349168,32
Wollun,-30.84132,14361,151.429837,67
Rosebank,-28.663494,13401,153.392176,413
Singleton Military Area,-32.688569,13551,151.180153,319
Bugaldie,-31.122204,10646,149.110038,144
Sapphire Beach,-30.233163,13491,153.147953,2084
Rosebrook (NSW),-32.651493,13406,151.511329,76
Tilbuster,-30.474503,13865,151.679436,62
Mirador,-36.8768,12644,149.9199,377
North Wollongong,-34.41436,13017,150.895575,2608
Carrington Falls,-34.632892,10831,150.660769,20
Donald Creek,-30.448075,11271,151.73312,30
Table Top,-35.98027,13722,147.000325,1425
Bald Blair,-30.181416,10146,151.795706,45
Rosemeath,-36.936628,13411,149.239513,20
Singleton Heights,-32.546727,13550,151.162145,4693
Boro,-35.1372,10514,149.7752,94
Robin Hill,-33.41473,13375,149.550475,925
Gin Gin (NSW),-31.938641,11627,148.112824,109
McKellars Park,-33.47156,12544,150.154148,227
Airds,-34.084468,10022,150.829041,2926
Mount Thorley,-32.619373,12794,151.10295,68
Hill Top (Snowy Monaro Regional - NSW),-34.356278,11904,150.494373,83
Berremangra,-34.768594,10314,148.452258,81
Tumut Plains,-35.339564,13967,148.271903,60
Limbri,-31.039192,12327,151.154777,108
Lapstone,-33.774112,12276,150.636657,961
Diggers Camp,-29.817345,11254,153.288085,18
Bingeebeebra Creek,-28.815242,10366,152.786879,35
Upper Wilsons Creek,-28.548018,14048,153.389519,72
Wingadee,-30.584524,14329,148.308474,16
Mortlake (NSW),-33.843435,12729,151.10698,1063
Oban,-33.036188,13065,148.241011,7
South Guyra,-30.235762,13586,151.67116,335
Werrington,-33.740586,14235,150.733755,4031
Turondale,-33.121542,13977,149.601111,85
Napier Lane,-31.279731,12892,149.489254,30
Davidson,-33.738731,11219,151.194197,2849
Wentworth Falls,-33.709836,14226,150.376454,6076
Harris Park,-33.822427,11860,151.008961,5799
Maianbar,-34.081826,12443,151.129788,505
Dumaresq,-42.1889,11305,147.4101,77
Nabiac,-32.098694,12885,152.377769,1252
North Albury,-36.062952,12977,146.931552,6058
Lismore Heights,-28.80624,12345,153.301267,2193
Michelago,-33.94239,12598,150.865056,562
Hanging Rock,-31.484462,11847,151.228537,105
Voyager Point,-33.964547,14079,150.97238,1668
North Willoughby,-33.793089,13016,151.195787,4172
Mooney Mooney,-33.439621,12704,151.244578,310
Banksmeadow,-33.95742,10179,151.206715,18
Merah North,-30.145758,12572,149.215721,186
Mooney Mooney Creek,-33.439621,12705,151.244578,25
Cullen Bullen,-33.303402,11148,150.032518,279
Hyland Park,-30.615511,11968,152.999909,429
Bungowannah,-36.005507,10686,146.727509,159
Marlee,-31.798881,12494,152.319147,219
Croudace Bay,-33.00492,11128,151.643488,574
Kunghur Creek,-28.497765,12214,153.23992,44
Tullakool,-35.37707,13953,144.206,76
Wylie Creek,-28.541481,14440,152.152444,14
Binalong,-34.670932,10362,148.628209,543
Tucabia,-29.669036,13945,153.107275,367
Numbugga,-36.652366,13038,149.711811,125
Henley,-33.842216,11891,151.135943,469
Omadale,-31.863149,13084,151.296412,4
Horsley Park,-33.845034,11943,150.848192,1837
Berry Jerry,-34.715862,10323,147.25704,76
Billywillinga,-33.273015,10357,149.43985,194
North Avoca,-33.459007,12980,151.435833,2200
Sallys Flat,-33.001222,13466,149.567131,11
Rock Forest,-33.354231,13377,149.396538,198
Dora Creek,-33.083587,11277,151.501807,1643
Oakdale (NSW),-34.078174,13054,150.513639,1843
Indi,-35.395855,11976,145.175155,39
Marchmont,-34.876217,12487,148.954609,229
Hartys Plains,-31.486685,11864,152.630013,31
Big Jacks Creek,-31.773148,10343,150.615611,56
Curban,-31.512136,11166,148.612071,131
Yarra,-33.03106,14468,147.635533,173
Buckendoon,-29.037411,10633,153.335118,35
Menai,-33.998425,12567,151.063767,10304
Hunterview,-32.544357,11955,151.173899,3007
Morts Estate,-33.468424,12732,150.168076,628
Pine Valley,-36.242939,13217,149.062079,32
Surry Hills,-33.888821,13699,151.213328,16412
Brucedale,-35.001237,10613,147.413057,179
Pretty Pine,-35.350061,13263,144.9019,63
Roseville,-33.778902,13412,151.195195,10082
Tullimbar,-34.577122,13958,150.739102,532
Eagle Vale,-34.037882,11341,150.814153,5788
Pericoe,-37.103305,13187,149.59656,13
Kerewong,-31.619699,12104,152.543352,10
Warri,-29.961519,14172,146.858999,109
Cudmirrah,-35.19804,11145,150.557818,275
Smiths Lake,-32.382379,13563,152.501878,1235
Marmong Point,-32.983019,12498,151.618115,758
Woomargama,-35.832854,14413,147.247561,157
Sandy Creek (Cobar - NSW),-31.9338,13480,145.4147,25
Lowther,-33.624853,12415,150.100331,77
Mount Arthur,-32.554619,12747,148.935597,169
Boomerang Beach,-32.339201,10487,152.541677,298
Camden South,-34.08748,10773,150.695074,4539
Swanbrook,-29.710174,13708,151.222339,10
Baan Baa,-30.60138,10120,149.966153,163
Leconfield,-32.651348,12291,151.392441,146
Anabranch South,-31.7804,10052,152.1403,34
Cougal,-28.368442,11088,152.971636,38
North Macksville,-30.70403,12995,152.921564,598
Bithramere,-31.122884,10381,150.767937,172
Bondi Junction,-33.891431,10467,151.250862,9445
West Hoxton,-33.922272,14246,150.839967,10012
Pambula Beach,-36.939862,13141,149.901907,654
Glendale (NSW),-32.926823,11658,151.650189,3097
Mount Olive (Singleton - NSW),-32.4078,12781,151.2251,146
Bara,-33.8605,10189,151.2016,25
Hastings Point,-28.361966,11868,153.576246,653
East Kurrajong,-33.514481,11356,150.764601,2195
Largs,-32.702528,12278,151.602415,1940
Repentance Creek,-28.626886,13351,153.406569,104
Bingie,-36.01113,10367,150.153153,196
Fowlers Gap,-31.091457,11557,141.705399,30
Peelwood,-34.111361,13175,149.427224,34
Kotara South,-32.950811,12201,151.694264,1104
Shallow Bay,-32.238241,13522,152.426396,44
Grose Vale,-33.584089,11785,150.672944,1265
Frogs Hollow,-36.767935,11572,149.814668,113
Bandon Grove,-32.299862,10171,151.71589,119
North Woodburn,-29.069472,13018,153.341512,86
Dabee,-32.824533,11184,150.03869,37
Godfreys Creek,-34.113363,11691,148.780269,76
Ganbenang,-33.651781,11583,150.135829,95
Balgownie,-34.38859,10155,150.877689,5525
Cabbage Tree Island (Mid-Coast - NSW),-31.946,10739,152.5909,8
Mount Frome,-32.605845,12760,149.644578,136
Oakhurst (NSW),-33.744048,13058,150.834819,6955
Killingworth (NSW),-32.934544,12137,151.560841,679
Bellevue Hill,-33.887189,10271,151.258935,10716
Charlotte Bay,-32.355227,10887,152.505783,172
North Tumbulgum,-28.26807,13012,153.470406,256
Thumb Creek,-30.687091,13855,152.619137,23
Yagoona,-33.918726,14453,151.037007,18013
Fosterton,-32.324801,11553,151.751205,108
Newington (NSW),-33.839276,12953,151.054828,5802
Collingullie,-35.071845,10976,147.11146,221
Pucawan,-34.396676,13267,147.354875,37
Gemalla,-33.524129,11598,149.837333,16
McGraths Hill,-33.613435,12542,150.840222,2552
Valery,-30.386986,14066,152.944546,140
Mount View,-32.852431,12798,151.270297,127
Frogmore,-34.233648,11571,148.85376,132
Yarramundi,-33.627259,14477,150.672695,840
Revesby Heights,-33.968802,13356,151.015063,1667
Elong Elong,-32.116012,11406,149.026202,115
North Wagga Wagga,-35.097097,13014,147.379424,720
South Nowra,-34.898363,13594,150.60221,1928
Burwood (NSW),-33.877423,10718,151.103682,16030
Deep Creek (Kempsey - NSW),-30.989117,11229,152.704273,88
Dollys Flat,-31.876135,11268,152.314685,74
Korora,-30.257145,12197,153.129008,2488
Millah Murrah,-33.186729,12615,149.580265,26
Kogarah Bay,-33.979117,12182,151.123296,2022
Woodlands (Eurobodalla - NSW),-35.796628,14387,150.173321,73
Fountaindale,-33.338303,11554,151.392826,700
Morton,-35.419406,12730,150.304367,217
Dunville Loop,-32.90458,11327,150.136232,8
Wetherill Park,-33.847512,14264,150.913204,6127
Sugarloaf (NSW),-32.387123,13685,151.714048,71
Cabbage Tree Island (Ballina - NSW),-28.983995,10738,153.456889,78
Green Valley (NSW),-33.903526,11756,150.86636,12516
Mount Dee,-32.739118,12755,151.543831,6
Blackheath,-33.635556,10393,150.28483,4396
Wyoming,-33.40485,14445,151.350776,10134
Mount Irvine,-33.492148,12767,150.445296,28
Round Mountain,-28.36206,13425,153.549795,143
Berala,-33.871904,10299,151.031033,9049
Coomba Bay,-32.263911,11037,152.443552,123
Long Plain (Inverell - NSW),-29.748424,12379,151.229884,34
Ashmont,-35.12318,10101,147.329956,3828
Berrara,-35.205582,10313,150.550411,297
Bolivia,-29.299434,10447,151.950188,66
Waverly,-31.875369,14201,151.074992,50
Old Erowal Bay,-35.084367,13075,150.646501,1038
Middle Brother,-31.690204,12601,152.715816,47
Werai,-34.594345,14229,150.344221,90
Bullaburra,-33.722751,10656,150.41364,1230
Barragga Bay,-36.502628,10210,150.053011,94
Chifley (NSW),-33.976546,10901,151.240248,3233
Old Bonalbo,-28.653951,13074,152.596341,77
Coorabell,-28.634356,11051,153.481025,420
Lansdowne (Mid-Coast - NSW),-31.7586,12273,152.5205,589
Burrill Lake,-35.387189,10712,150.449603,1465
Paling Yards (Bathurst Regional - NSW),-33.18,13128,149.7445,17
Rocky Creek (Inverell - NSW),-29.280205,13384,151.347728,11
Canterbury (NSW),-33.910848,10797,151.121145,7233
Countegany,-36.190509,11089,149.458677,34
Bredbo,-35.959129,10559,149.150191,352
Sofala,-33.080698,13569,149.689626,131
Manar,-32.471391,12462,143.936712,118
Glenbrook,-33.768024,11656,150.621693,5051
Kembla Grange,-34.47078,12092,150.808912,252
Mangoplah,-35.375169,12470,147.253056,309
Cullivel,-35.2517,11152,146.4649,15
Nelson (Bega Valley - NSW),-36.675498,12921,149.971179,8
Fern Gully,-32.554319,11502,151.198916,64
Richmond (NSW),-33.582355,13360,150.721891,5482
Harrington,-34.023239,11858,150.742232,3033
Speewa,-35.183898,13606,143.523043,98
Jesmond,-32.903131,12023,151.690858,3045
South Penrith,-33.767176,13596,150.703837,11790
Yessabah,-31.08525,14512,152.686344,107
Sans Souci,-33.990614,13489,151.133074,10304
Tallowwood Ridge,-30.265673,13735,152.719119,45
Cabarita Beach,-28.332149,10737,153.569695,103
Bungarribee,-37.753,10682,145.0383,2638
Old Guildford,-33.867084,13077,150.988073,2663
Koolkhan,-29.624868,12186,152.928901,39
Kyarran,-29.57874,12223,152.976513,17
Little Plain,-29.729067,12356,150.950762,143
Guildford West,-33.851099,11791,150.972299,4916
Pinnacle Swamp,-32.771363,13221,149.925929,32
Martindale,-32.454407,12510,150.67,160
Carrick (NSW),-29.1143,10828,153.4234,136
Trundle,-32.922887,13940,147.709904,687
Leichhardt (NSW),-33.883793,12297,151.157057,14625
Mila,-37.055378,12611,149.170141,45
Clare (NSW),-33.405401,10917,143.926085,17
Ben Bullen,-33.219587,10285,150.021733,100
Clear Range,-35.743398,10926,149.105147,36
Lurnea,-33.931947,12422,150.896105,9311
Burringbar,-28.44671,10713,153.432836,852
Newbridge (NSW),-33.585731,12948,149.364826,190
Katoomba,-33.714043,12077,150.311589,7964
Yellow Rock (Blue Mountains - NSW),-33.6933,14502,150.629,1029
Ringwood (NSW),-33.700645,13365,150.55875,37
Collaroy Plateau,-33.728047,10971,151.286514,4767
Gordon (NSW),-32.045612,11718,151.761866,7668
Georges Creek (NSW),-30.179128,11600,151.191525,18
Horseshoe Creek,-28.524575,11940,153.088352,85
Canadian Lead,-32.410681,10786,149.581564,11
Bobs Farm,-32.767544,10429,152.012739,451
Shark Creek,-29.523191,13529,153.206683,22
Buff Point,-33.238196,10645,151.535266,3511
Lue,-33.6933,12420,150.629,192
Branxton,-32.655999,10549,151.363965,1991
Allambie Heights,-33.765076,10036,151.248864,7009
The Freshwater,-29.35729,13820,153.349022,7
Upper Pappinbarra,-31.321201,14042,152.460848,59
Peakhurst Heights,-33.968127,13169,151.057596,2336
Nashua,-28.729875,12914,153.467865,238
Ulamambri,-31.332232,14001,149.384556,210
Ulong,-35.26049,14005,146.841971,233
Mangrove Creek,-33.359231,12471,151.146082,40
Brocklehurst,-32.150735,10583,148.688877,361
Nyrang Creek,-33.539368,13051,148.578981,25
Brewongle,-33.48878,10564,149.67541,124
Jacksons Flat,-28.841661,11994,152.55056,9
Merewether,-32.948242,12573,151.736231,10964
Bruie Plains,-32.780391,10614,147.864053,49
Boambolo,-35.030468,10423,148.888736,53
Mallowa,-29.653014,12459,149.383525,108
Dilpurra,-35.163919,11257,143.680743,22
Woodenbong,-28.391044,14382,152.612035,381
Mathoura,-35.81262,12522,144.9026,938
Bawley Point,-35.522387,10235,150.393202,698
Wooli,-29.865472,14403,153.266263,414
Ultimo,-33.878416,14006,151.197272,8845
Brundee,-34.892094,10617,150.651304,47
Cundle Flat,-31.827106,11160,152.023798,17
Braemar Bay,-36.1022,10546,148.6702,21
Wallarah,-33.241851,14109,151.456522,370
Bowral,-34.501493,10536,150.449304,10335
Limeburners Creek (Port Macquarie-Hastings - NSW),-32.589168,12329,151.907551,13
West Bathurst,-33.412695,14241,149.564797,3672
Eraring,-33.071249,11429,151.522946,216
Diamond Beach,-32.043994,11251,152.534432,886
St Andrews (NSW),-34.0245,13631,150.8306,5730
Kingsford (NSW),-33.924922,12156,151.227811,15482
Yarara,-35.7148,14467,147.6496,21
Yanco,-34.630843,14460,146.40345,984
Mount Rivers,-32.373161,12787,151.488213,43
Bermagui,-36.422732,10307,150.06439,1536
Tenterden (NSW),-30.125057,13791,151.433857,29
Canley Heights,-33.883633,10791,150.923895,10974
Dombarton,-34.456405,11270,150.770419,146
Gunning,-33.138047,11813,147.922419,659
Waldegrave,-33.4392,14095,149.0491,27
Singletons Mill,-33.463598,13552,151.075938,7
Port Macquarie,-38.1376,13246,144.3337,44830
Collector,-34.91729,10972,149.424332,313
Condell Park,-33.922034,11001,151.011619,11574
Canbelego,-31.456755,10787,146.282759,39
Rockley,-33.547323,13380,149.552941,182
Eccleston,-32.267959,11373,151.490657,35
Banora Point,-28.213363,10185,153.535999,16167
Aarons Pass,-32.863277,10001,149.803751,22
Cranebrook,-33.71431,11105,150.709986,15759
Bohnock,-31.945995,10445,152.567809,71
Argoon (NSW),-34.858279,10080,145.674146,13
Taree,-31.922894,13764,152.463802,16197
Hazelbrook,-33.720992,11881,150.451629,4974
Montefiores,-32.538869,12685,148.944461,592
Clemton Park,-33.925357,10928,151.103282,1666
Mount Pritchard,-33.894817,12785,150.90304,9955
Tullamore,-32.631463,13954,147.564026,424
Tregeagle,-28.846985,13933,153.353062,456
Windeyer (NSW),-32.77632,14322,149.5453,176
Manildra,-33.186578,12473,148.696347,760
Bega,-36.6173,10253,149.802,4668
The Pocket,-28.505569,13834,153.486046,271
Four Mile Creek (NSW),-33.42829,11556,148.964642,12
Spring Plains,-29.99844,13618,149.312765,75
Woy Woy Bay,-33.484478,14426,151.312108,419
East Branxton,-32.655999,11346,151.363965,1808
Newstead (NSW),-29.819084,12958,151.338656,23
Moorbel,-33.566841,12709,148.69457,238
Melrose Park (NSW),-33.816575,12563,151.076089,1574
Urangeline,-35.482878,14053,146.694289,14
Locksley (NSW),-33.515828,12370,149.776599,50
Cecil Park,-33.87478,10866,150.838225,771
Tonderburine,-31.337795,13899,148.732746,59
Denistone West,-33.802382,11240,151.066085,933
Jerrys Plains,-32.491864,12021,150.904925,385
Canton Beach,-33.271922,10798,151.544045,1171
Ulladulla,-35.357094,14003,150.474301,6615
Rixs Creek,-32.525523,13372,151.134221,24
Cooma (NSW),-36.236579,11036,149.125456,6681
Glen Fergus,-36.195004,11648,149.256904,6
Davis Creek,-32.152417,11220,151.122519,17
Broadwater (Bega Valley - NSW),-33.7679,10579,150.8136,117
Hamilton South,-32.934003,11841,151.747248,3876
Gregadoo,-35.229449,11773,147.422814,239
Newport (NSW),-33.659896,12956,151.309312,9301
Limeburners Creek (Mid-Coast - NSW),-38.2336,12328,143.9481,336
Milbrodale,-32.696346,12612,150.979002,117
Bombo,-35.278606,10458,148.279996,112
Ophir,-33.177045,13090,149.23907,127
Dumaresq Valley,-42.1889,11307,147.4101,41
Noorong,-35.329028,12971,143.936373,18
Rushcutters Bay,-33.87624,13444,151.228614,2547
Ellerston,-31.821731,11404,151.30337,131
Conjola,-35.269291,11011,150.492742,148
Ballimore,-32.195726,10161,148.902065,197
Darawank,-32.121019,11203,152.483196,395
Galong,-33.7271,11580,150.2222,224
Clydesdale (NSW),-32.570928,10942,151.214234,78
Bumbalong,-35.861268,10667,149.13088,24
Minjary,-35.232244,12637,148.140156,37
Bournewood,-32.752421,10525,148.753515,53
Chester Hill,-33.883157,10899,151.001185,12814
Duri,-28.887662,11332,153.258782,532
Mabins Well,-34.856532,12428,145.552861,17
Hillsborough (Maitland - NSW),-32.957981,11910,151.67229,41
Moulamein,-35.089135,12743,144.036636,484
Wirrinya,-33.684093,14342,147.74749,89
Rowena,-29.796578,13431,148.935905,181
Mayers Flat,-32.395128,12529,152.30757,51
Birmingham Gardens,-32.890844,10377,151.690829,2376
Toongabbie (NSW),-33.788942,13907,150.950644,14337
Brighton-le-Sands,-33.960538,10569,151.155362,8325
Moama,-36.112624,12654,144.755549,6162
Keinbah,-32.760031,12084,151.399632,116
Swan Bay (Richmond Valley - NSW),-29.0755,13705,153.2946,223
Nullica,-37.092825,13033,149.839036,8
Anabranch North,-33.2894,10051,141.795,9
Akolele,-36.355798,10023,150.07685,173
Glen Oak,-32.613853,11652,151.70917,348
Comobella,-32.391643,10997,148.961267,59
Mount Tomah,-33.541442,12795,150.42235,76
Pelaw Main,-32.833664,13177,151.480398,1021
Corindi Beach,-30.028812,11073,153.20043,1686
Turramurra,-33.733244,13980,151.129809,11919
Minmi,-32.877152,12638,151.617789,743
Mangerton,-34.431722,12468,150.871873,2859
Way Way,-30.772886,14203,152.946259,239
Gorge Creek,-28.746359,11719,152.695237,11
South Albury,-36.097002,13573,146.915213,1379
Morning Bay,-33.623044,12725,151.281623,39
Kingscliff,-28.254719,12154,153.575638,7464
Prospect (NSW),-33.801553,13266,150.916198,4716
Menangle,-34.108654,12568,150.749149,1150
Bimbimbie,-35.815395,10361,150.128745,118
North Turramurra,-33.713419,13013,151.147146,4257
Upper Duck Creek,-28.55675,14023,152.693813,6
Broughton Vale,-34.757278,10606,150.708686,165
Ebenezer (NSW),-33.52466,11371,150.881372,993
Warilla,-34.552573,14151,150.85995,6449
Salisbury (NSW),-32.214984,13464,151.559446,58
Glendon,-32.4776,11660,151.3968,115
Rockton,-37.139224,13382,149.31633,30
Canowindra,-33.562223,10796,148.66491,2258
Tombong,-36.903034,13892,148.929961,14
Upper Manilla,-30.565763,14037,150.632502,124
Morpeth,-32.724882,12727,151.626663,1403
Oaklands,-35.557882,13059,146.167771,349
Glen Martin,-32.53878,11650,151.825623,172
Boonal,-28.785002,10492,150.523603,43
Cherry Tree Hill,-29.512375,10897,150.987211,68
Rugby,-34.367222,13438,149.032412,73
Thule,-35.702799,13854,144.443621,32
Binna Burra (NSW),-28.709653,10371,153.490299,218
Ingleside,-33.683176,11979,151.262322,974
Nelson Bay (NSW),-32.717075,12923,152.154863,5820
Rivertree,-28.627663,13369,152.294309,17
Bendemeer,-30.878399,10289,151.159905,492
Carrathool,-34.407182,10827,145.430787,238
Green Point (Gosford - NSW),-33.451762,11754,151.360909,169
Bumbaldry,-33.906339,10666,148.456385,100
Possum Brush,-32.042942,13251,152.454174,148
Cowabbie,-34.599476,11096,147.011298,17
Bora Ridge,-29.045091,10507,153.226754,113
Brewarrina,-29.961519,10563,146.858999,1143
St Johns Park,-33.885824,13641,150.905403,6119
Blandford,-31.793098,10406,150.928753,183
Rowlands Creek,-28.435493,13432,153.342145,74
Gowrie (Tamworth Regional - NSW),-32.560224,11730,151.144183,92
Terreel,-32.23404,13803,152.012742,7
Guyong,-33.414685,11821,149.248914,127
Mayfield West,-32.890539,12536,151.7255,1895
Lockhart,-35.221085,12369,146.716343,1061
Dawes Point,-33.855601,11222,151.20822,357
Hereford Hall,-35.814656,11893,149.55865,24
Chisholm (NSW),-38.176,10909,145.7164,1461
Roseberry,-28.472063,13403,152.814149,42
Middle Flat,-36.24231,12605,149.180558,54
Wallerawang,-33.410618,14114,150.062597,1980
Dairymans Plains,-36.204435,11188,149.034048,152
Bindera,-32.026657,10364,151.820301,30
Warners Bay,-32.975418,14153,151.644682,7614
New Brighton,-28.509358,12939,153.549644,356
Coramba,-30.222515,11065,153.016086,810
Morago,-35.371594,12719,144.679778,38
Kickabil,-31.900235,12121,148.424281,50
Number One,-31.721121,13036,152.064757,27
Belimbla Park,-34.075888,10261,150.543085,581
Duns Creek,-32.580313,11326,151.78275,546
Main Creek,-32.341469,12446,151.822523,88
North Bourke,-29.7541,12985,146.1312,287
Beresfield,-32.801094,10301,151.657881,3181
Avoca Beach,-33.464937,10114,151.432387,4584
Mount Horeb,-35.210263,12764,148.033505,27
Dundurrabin,-30.188781,11315,152.547364,97
Hay South,-34.512685,11875,144.842938,357
Chatswood West,-33.796332,10893,151.167142,1499
The Glen (NSW),-28.40257,13823,152.655631,4
Batemans Bay,-35.700315,10229,150.183191,1530
Wang Wauk,-32.159965,14132,152.291938,87
Big Springs,-35.326669,10345,147.43227,117
Rozelle,-33.863063,13435,151.170573,8725
Fairfield (NSW),-33.868529,11477,150.955512,18081
Sandy Gully (NSW),-35.315676,13484,148.035725,23
