city,lat,ancestry_num,top_ancestry,lon,code
Barnsley,-32.932412,832,Australian,151.590415,10204
Castle Rock,-32.210062,80,Australian,150.732863,10848
Bombowlee,-35.278606,134,Australian,148.279996,10459
Cassilis (NSW),-32.007883,137,English,149.980435,10844
Cartwright,-35.069754,504,Australian,147.389575,10838
Edensor Park,-33.877057,1202,Vietnamese,150.875292,11377
Lilli Pilli (Sutherland Shire - NSW),-33.3576,631,English,116.3409,12322
Cordeaux Heights,-34.439801,1482,English,150.838399,11070
Warren,-27.4503,701,Australian,151.9204,14171
Galston,-33.652661,1363,English,151.043059,11582
Badgerys Creek,-33.883376,60,Australian,150.741351,10132
Blackalls Park,-33.000441,1334,English,151.584635,10390
St Clair (Penrith - NSW),-33.7979,6577,Australian,150.7879,13632
Kurrajong Hills,-33.541464,309,English,150.639331,12220
Yallaroi,-29.119429,58,Australian,150.480818,14456
West Ryde,-33.807712,3184,Chinese,151.088724,14251
Meadow Flat,-33.434919,150,Australian,149.921282,12549
Jerseyville,-30.9351,65,English,153.035331,12022
Mummel,-34.688445,49,English,149.593517,12835
Westmead,-33.805332,6751,Indian,150.986608,14261
Georgetown (NSW),-32.907814,883,Australian,151.7286,11603
Tregear,-33.751082,1440,Australian,150.795678,13934
East Corrimal,-34.376363,1334,English,150.91118,11348
Bournda,-36.836801,65,Australian,149.912998,10524
Tweed Heads,-28.198486,3451,English,153.543747,13984
Cedar Point,-28.681713,86,English,152.992978,10871
Thornton (NSW),-32.776905,3908,Australian,151.638803,13851
Kareela,-34.014668,1240,English,151.082733,12073
Winston Hills,-33.776054,3627,Australian,150.987795,14335
Tyagarah,-28.604443,57,English,153.556171,13993
Billinudgel,-28.504114,78,English,153.528274,10355
Luddenham,-33.883725,599,Australian,150.693079,12419
Lambton,-32.932574,2073,English,151.690553,12264
Woronora,-34.111532,897,English,150.934492,14420
Corbie Hill,-34.571538,88,English,146.456385,11068
Conargo,-35.302371,61,Australian,145.181217,10998
Maroubra,-33.948856,6572,English,151.246592,12501
Murrurundi,-31.763687,464,Australian,150.834935,12864
Belrose,-33.761674,3526,English,151.278773,10283
Yeoval,-32.751829,183,Australian,148.649032,14507
Mundongo,-35.291721,114,Australian,148.25641,12840
Manton (NSW),-34.85035,144,English,148.998237,12481
Dorrigo,-30.281126,583,English,152.671483,11278
Marlee,-31.798881,100,Australian,152.319147,12494
Blairmount,-34.049485,131,Australian,150.799611,10401
Lanitza,-29.883644,163,Australian,152.996931,12270
Hannam Vale,-31.712975,101,English,152.591298,11849
Valentine,-33.008886,2525,English,151.635155,14065
Schofields,-33.697217,1385,Australian,150.888428,13502
Wyee Point,-33.143718,571,Australian,151.520566,14439
Bourkelands,-35.150342,1163,English,147.355213,10523
Wallalong,-32.696224,503,Australian,151.649868,14104
Tatton,-35.153335,1141,Australian,147.365282,13775
Lake Heights,-34.481581,1055,Australian,150.872531,12248
Jesmond,-32.903131,811,English,151.690858,12023
Moorong,-35.122246,99,Australian,147.318106,12715
Dungowan,-31.214552,214,Australian,151.12012,11321
Dean Park,-33.73616,760,Australian,150.860027,11224
St Ives (NSW),-33.730601,5499,English,151.158551,13639
Macquarie Links,-33.982185,274,Australian,150.867561,12435
Tullamore,-32.631463,220,Australian,147.564026,13954
Llanarth (NSW),-33.399527,929,Australian,149.557591,12362
Broadwater (Bega Valley - NSW),-33.7679,52,Australian,150.8136,10579
Tumut,-35.339564,2858,Australian,148.271903,13966
Chester Hill,-33.883157,2560,Lebanese,151.001185,10899
Yerong Creek,-35.387447,151,Australian,147.061231,14508
Jindera,-35.950071,1006,Australian,146.885946,12032
Way Way,-30.772886,124,English,152.946259,14203
Maryville,-32.911844,696,English,151.753662,12518
Illabo,-35.587981,72,Australian,147.529705,11972
Cambridge Gardens,-33.735558,883,Australian,150.721712,10767
Clareville,-33.634905,374,English,151.313321,10923
Kurrajong Heights,-33.523862,581,English,150.628716,12219
Werombi,-33.988918,430,Australian,150.57174,14232
Pilliga,-30.351861,101,Australian,148.890833,13205
Utungun,-30.730063,84,Australian,152.833063,14062
The Rock,-33.859251,578,Australian,151.208782,13838
Bilambil Heights,-28.212553,1455,English,153.490119,10348
Koorawatha,-34.039891,175,English,148.553887,12192
Killara (NSW),-33.766376,2935,English,151.162047,12129
Wyee,-33.143718,1194,Australian,151.520566,14438
Braunstone,-29.802551,146,Australian,152.959309,10550
Morisset Park,-33.121406,341,English,151.530773,12724
Fairfield West,-33.868955,2259,Vietnamese,150.922057,11480
Coal Point,-33.041296,825,English,151.612172,10943
Hill Top (Wingecarribee - NSW),-34.344,1198,Australian,150.4782,11905
Herons Creek,-31.587978,115,Australian,152.72671,11897
Brightwaters,-33.114455,447,English,151.545925,10570
Limekilns,-33.24008,52,Australian,149.770699,12330
St Ives Chase,-33.707895,1074,English,151.163446,13640
Hawkesbury Heights,-33.665114,233,English,150.650802,11872
Enfield (NSW),-32.740212,571,Chinese,151.684977,11421
Currarong,-35.018739,202,English,150.824214,11176
Paterson (NSW),-32.599153,407,Australian,151.618293,13159
Wyongah,-33.274859,958,Australian,151.49038,14448
McLeans Ridges,-28.79311,221,English,153.407172,12545
Coopers Shoot,-28.701278,105,Australian,153.565131,11049
Carinda,-30.461198,71,Australian,147.691173,10814
Holroyd,-33.829836,187,Indian,150.993334,11925
Narrabri,-30.34053,3953,Australian,149.756588,12903
Braidwood,-35.437701,691,English,149.800868,10547
Blakehurst,-33.988743,1143,Chinese,151.112314,10403
Renwick,-35.0232,258,English,117.9123,13350
Upper Dartbrook,-31.938204,63,Australian,150.697181,14022
Hammondville,-33.948113,1189,Australian,150.953727,11844
Mount Vernon,-33.862377,327,Italian,150.807887,12796
Holsworthy,-33.950403,1470,Australian,150.949972,11926
Oakwood (NSW),-29.6408,91,Australian,151.0584,13061
Englorie Park,-34.082052,108,Australian,150.795131,11423
Hillsdale,-33.952685,782,English,151.231341,11911
Maules Creek,-30.483004,46,English,150.080679,12526
Glossodia,-33.535657,1301,Australian,150.765856,11684
Raworth,-32.735981,876,Australian,151.607064,13325
Riverview (NSW),-33.734273,1229,English,150.631177,13370
St Albans (NSW),-33.290934,51,Australian,150.970263,13630
Urliup,-28.257434,87,Australian,153.398923,14060
Berkshire Park,-33.672237,340,Australian,150.79576,10305
Mudgee,-32.59072,5373,Australian,149.586126,12812
Neutral Bay,-33.831529,3678,English,151.222401,12934
Saumarez Ponds,-30.507476,230,Australian,151.568904,13495
Burroway,-32.057228,61,Australian,148.263375,10715
Eureka (NSW),-28.683763,146,English,153.438375,11461
Henty (NSW),-35.517186,570,Australian,147.035781,11892
Wattle Ponds,-32.516603,609,Australian,151.180978,14193
Darling Point,-33.873808,1387,English,151.236683,11211
Barraba,-30.378339,633,Australian,150.610642,10206
Centennial Park (NSW),-33.8979,748,English,151.2324,10873
Glendon Brook,-32.4776,139,Australian,151.3968,11661
Goonellabah,-28.819841,5427,Australian,153.317704,11711
Bonshaw (NSW),-29.050296,59,English,151.275344,10473
Charmhaven,-33.229912,1219,Australian,151.502912,10889
Budgewoi,-33.21956,1474,Australian,151.584067,10642
Maitland Vale,-32.677299,58,Australian,151.559855,12451
West Wollongong,-34.424649,1618,English,150.867207,14255
Killarney Heights,-33.773728,1566,English,151.216125,12130
Denistone,-33.802382,978,Chinese,151.066085,11238
Bogangar,-28.332381,1261,English,153.542241,10439
Dundee,-29.566687,71,English,151.865748,11314
Newcastle West,-32.924908,228,English,151.761141,12951
Peak Hill (NSW),-32.725328,596,Australian,148.185188,13166
Mount Keira,-34.395938,634,English,150.845276,12768
Leycester,-28.782333,70,Australian,153.19986,12314
Beaumont (NSW),-34.781805,71,English,150.561629,10242
Neath,-32.827058,219,English,151.408291,12917
Little Forest,-35.295789,64,English,150.394697,12351
Braemar,-36.1022,186,Australian,148.6702,10545
Lane Cove West,-33.806246,858,English,151.153281,12268
Aberdeen (NSW),-29.996058,1118,Australian,151.080554,10007
Worrigee,-34.89037,2396,Australian,150.626074,14423
Murrays Beach,-34.927534,276,Australian,150.766973,12854
Dalwood (Ballina - NSW),-28.8939,119,English,153.4151,11195
Millers Point,-33.858315,366,English,151.203519,12619
Tathra,-36.729728,762,English,149.985917,13774
Padstow,-33.971073,2836,Australian,151.030955,13120
Croydon (NSW),-33.883163,2254,Chinese,151.114771,11134
Bray Park (NSW),-34.157496,361,Australian,150.549363,10552
Torryburn (Dungog - NSW),-32.4738,66,English,151.5822,13920
Warilla,-34.552573,2514,Australian,150.85995,14151
Wendoree Park,-33.455552,53,Australian,151.155631,14224
St Marys (NSW),-33.76676,3265,Australian,150.774015,13643
Brooms Head,-29.604668,101,English,153.33314,10603
Yetman,-28.902557,99,Australian,150.780675,14514
Kirkham,-34.038536,281,Australian,150.71674,12171
South Windsor,-33.620168,2571,Australian,150.804452,13601
Castle Cove,-33.784165,679,English,151.199948,10845
Cronulla,-34.051972,7188,English,151.153662,11119
Putta Bucca,-32.570896,99,English,149.584181,13278
Kahibah,-32.961795,1137,English,151.712351,12048
Mitchells Flat,-32.558246,99,Australian,151.288741,12651
Rand,-34.744609,83,English,146.55696,13311
Callala Bay,-34.98761,1011,Australian,150.718141,10757
Gundaroo,-35.127745,521,Australian,149.20979,11805
Quaama,-36.464379,126,English,149.87009,13285
Lower Belford,-32.608791,197,Australian,151.286484,12401
East Albury,-36.075617,2517,English,146.929105,11344
Sylvania Waters,-34.019802,686,Australian,151.115847,13718
Tyndale,-29.56176,73,Australian,153.148717,13997
Whitebridge,-32.981227,1169,English,151.711319,14276
Killarney Vale,-33.369601,3319,Australian,151.459783,12131
Fitzroy Falls,-34.640976,104,Australian,150.478478,11529
Carlingford,-33.763237,9302,Chinese,151.047719,10818
Warragamba,-33.889727,626,Australian,150.604819,14158
Marsden Park,-33.697585,282,English,150.832318,12505
Claymore,-34.045524,704,Australian,150.810024,10924
Currans Hill,-34.045179,2155,Australian,150.764007,11175
Possum Creek,-28.668944,124,English,153.491771,13252
Glenreagh,-30.05106,429,Australian,152.978971,11675
Gilgandra,-31.711715,1642,Australian,148.663131,11619
Peats Ridge,-33.351199,151,Australian,151.229736,13172
South Bathurst,-33.440113,716,Australian,149.578565,13577
Nana Glen,-30.136199,510,Australian,153.004853,12889
Frazers Creek,-31.413193,99,English,152.647378,11560
Willoughby (NSW),-33.801483,2033,English,151.1986,14303
Emerald Beach,-30.166597,1027,English,153.182459,11411
Greenhill (NSW),-31.060154,320,Australian,152.800013,11763
Terania Creek,-28.609209,79,Australian,153.29947,13794
Eungella (NSW),-28.353761,121,English,153.311519,11460
Lewis Ponds,-33.2122,66,Australian,149.2407,12312
Emu Plains,-33.754097,3406,Australian,150.653269,11418
South Lismore,-28.809302,841,Australian,153.269477,13589
Missabotti,-30.567278,145,English,152.805912,12649
Taren Point,-34.012545,542,English,151.125456,13766
Point Clare,-33.436772,1702,English,151.320952,13231
South Murwillumbah,-28.32897,479,English,153.400759,13593
St Peters (NSW),-33.911062,1023,English,151.180126,13644
Spring Hill (Cabonne - NSW),-38.3564,270,Australian,145.2023,13615
Dunedoo,-32.016184,541,Australian,149.395838,11316
Tarago,-35.084503,201,English,149.628735,13758
Eatonsville,-29.640182,108,English,152.831293,11370
Mount Austin,-35.133028,1891,Australian,147.358403,12748
Berry,-33.187179,1287,English,148.494076,10322
Rosebank,-28.663494,155,Australian,153.392176,13401
Cattai,-33.555841,350,Australian,150.909515,10859
Bugaldie,-31.122204,67,Australian,149.110038,10646
Sapphire Beach,-30.233163,848,English,153.147953,13491
Mirador,-36.8768,180,Australian,149.9199,12644
North Wollongong,-34.41436,809,English,150.895575,13017
Terramungamine,-32.153936,152,Australian,148.573778,13801
Merimbula,-36.887762,1526,English,149.910553,12575
Singleton Heights,-32.546727,2333,Australian,151.162145,13550
Robin Hill,-33.41473,418,Australian,149.550475,13375
Curlwaa,-34.09281,181,Australian,141.965558,11170
McKellars Park,-33.47156,114,Australian,150.154148,12544
Airds,-34.084468,1193,Australian,150.829041,10022
Green Point (Central Coast - NSW),-33.4532,2763,English,151.3829,11753
Springvale (Wagga Wagga - NSW),-35.1708,776,Australian,147.3181,13628
Bective,-30.988172,116,Australian,150.772119,10245
Limbri,-31.039192,53,Australian,151.154777,12327
Lapstone,-33.774112,439,English,150.636657,12276
West Albury,-36.073344,1527,English,146.890443,14239
Mortlake (NSW),-33.843435,234,English,151.10698,12729
South Guyra,-30.235762,158,Australian,151.67116,13586
Werrington,-33.740586,1308,Australian,150.733755,14235
Davidson,-33.738731,1272,English,151.194197,11219
Boomi,-28.470421,92,Australian,152.603955,10489
Harris Park,-33.822427,2577,Indian,151.008961,11860
Maianbar,-34.081826,217,English,151.129788,12443
Nabiac,-32.098694,618,Australian,152.377769,12885
North Albury,-36.062952,2397,Australian,146.931552,12977
Lismore Heights,-28.80624,956,English,153.301267,12345
Michelago,-33.94239,241,Australian,150.865056,12598
Voyager Point,-33.964547,439,Australian,150.97238,14079
North Willoughby,-33.793089,1175,English,151.195787,13016
Seven Hills (NSW),-33.775477,4524,Australian,150.934257,13518
Turners Flat,-31.017039,63,Australian,152.7,13976
Cullen Bullen,-33.303402,116,Australian,150.032518,11148
Hyland Park,-30.615511,195,English,152.999909,11968
Croudace Bay,-33.00492,284,English,151.643488,11128
Temora,-34.446858,2175,Australian,147.533742,13784
Dolans Bay,-34.05968,253,English,151.126746,11266
Binalong,-34.670932,279,Australian,148.628209,10362
Numbugga,-36.652366,50,English,149.711811,13038
Henley,-33.842216,113,Australian,151.135943,11891
Brombin,-31.453817,58,English,152.626737,10593
Vacy,-32.543458,321,Australian,151.57715,14063
Billywillinga,-33.273015,92,Australian,149.43985,10357
Rock Forest,-33.354231,91,Australian,149.396538,13377
Dora Creek,-33.083587,762,English,151.501807,11277
Oakdale (NSW),-34.078174,916,Australian,150.513639,13054
Marchmont,-34.876217,119,Australian,148.954609,12487
Mondrook,-31.906971,82,Australian,152.414571,12676
Menah,-32.548716,63,English,149.542687,12566
Menai,-33.998425,3628,Australian,151.063767,12567
Morts Estate,-33.468424,305,Australian,150.168076,12732
Monaltrie,-28.851075,96,Australian,153.278455,12674
Surry Hills,-33.888821,4514,English,151.213328,13699
Brucedale,-35.001237,91,Australian,147.413057,10613
Roseville,-33.778902,3192,English,151.195195,13412
Tullimbar,-34.577122,245,English,150.739102,13958
Eagle Vale,-34.037882,1766,Australian,150.814153,11341
Cudmirrah,-35.19804,135,Australian,150.557818,11145
Bemboka,-36.629917,246,English,149.572964,10284
Marmong Point,-32.983019,351,English,151.618115,12498
Woomargama,-35.832854,78,Australian,147.247561,14413
Mount Arthur,-32.554619,81,Australian,148.935597,12747
Boomerang Beach,-32.339201,146,English,152.541677,10487
Baan Baa,-30.60138,82,Australian,149.966153,10120
Leconfield,-32.651348,73,Australian,151.392441,12291
North Arm Cove,-32.65912,199,Australian,152.037583,12979
Myall Park (NSW),-34.177539,82,English,146.108252,12873
Glendale (NSW),-32.926823,1399,Australian,151.650189,11658
Mount Olive (Singleton - NSW),-32.4078,69,Australian,151.2251,12781
Hastings Point,-28.361966,334,English,153.576246,11868
East Kurrajong,-33.514481,969,Australian,150.764601,11356
Euroka,-31.079521,149,Australian,152.796699,11464
Bingie,-36.01113,93,English,150.153153,10367
East Kempsey,-31.082158,654,Australian,152.845507,11354
Congarinni,-30.684156,163,English,152.879726,11005
Rushes Creek,-30.803044,61,Australian,150.602886,13445
Brierfield,-30.503895,146,English,152.893178,10568
Wantabadgery,-35.042064,92,Australian,147.752829,14136
Mount Frome,-32.605845,57,Australian,149.644578,12760
Oakhurst (NSW),-33.744048,1522,Australian,150.834819,13058
Killingworth (NSW),-32.934544,318,Australian,151.560841,12137
Bellevue Hill,-33.887189,3111,English,151.258935,10271
Charlotte Bay,-32.355227,90,English,152.505783,10887
North Tumbulgum,-28.26807,112,Australian,153.470406,13012
Newington (NSW),-33.839276,1468,Chinese,151.054828,12953
Collingullie,-35.071845,101,Australian,147.11146,10976
Valery,-30.386986,66,English,152.944546,14066
Mount View,-32.852431,44,Australian,151.270297,12798
Frogmore,-34.233648,66,Australian,148.85376,11571
Yarramundi,-33.627259,365,Australian,150.672695,14477
Elong Elong,-32.116012,59,Australian,149.026202,11406
Avoca Beach,-33.464937,2208,English,151.432387,10114
Burwood (NSW),-33.877423,8096,Chinese,151.103682,10718
Canoelands,-33.508714,81,Australian,151.061148,10794
Korora,-30.257145,1086,English,153.129008,12197
Kogarah Bay,-33.979117,384,Greek,151.123296,12182
Maryland (Newcastle - NSW),-32.8814,3438,Australian,151.662,12514
Morton,-35.419406,93,English,150.304367,12730
Wetherill Park,-33.847512,785,Australian,150.913204,14264
Stratheden,-28.80272,109,Australian,152.954303,13674
Pyrmont,-33.869709,2555,English,151.19393,13284
Wyoming,-33.40485,4213,English,151.350776,14445
Round Mountain,-28.36206,80,English,153.549795,13425
Berala,-33.871904,3104,Chinese,151.031033,10299
Coomba Bay,-32.263911,63,English,152.443552,11037
Ashmont,-35.12318,1884,Australian,147.329956,10101
Dum Dum,-28.387826,50,English,153.334075,11304
Bullaburra,-33.722751,547,English,150.41364,10656
Chifley (NSW),-33.976546,906,Australian,151.240248,10901
Coorabell,-28.634356,180,English,153.481025,11051
Lansdowne (Mid-Coast - NSW),-31.7586,320,Australian,152.5205,12273
Burrill Lake,-35.387189,657,English,150.449603,10712
Canterbury (NSW),-33.910848,1185,Chinese,151.121145,10797
Bredbo,-35.959129,161,English,149.150191,10559
Sofala,-33.080698,58,English,149.689626,13569
Manar,-32.471391,46,English,143.936712,12462
Ropes Crossing,-33.77448,1288,Australian,150.810841,13397
Mangoplah,-35.375169,132,Australian,147.253056,12470
Elland,-29.756181,154,English,152.928726,11399
Young,-34.31341,4949,Australian,148.297921,14518
Richmond (NSW),-33.582355,2202,English,150.721891,13360
Harrington,-34.023239,1444,English,150.742232,11858
Balmain,-33.857833,4083,English,151.190598,10164
Kitchener,-32.879602,245,Australian,151.36667,12174
Sans Souci,-33.990614,2169,English,151.133074,13489
Cabarita Beach,-28.332149,57,English,153.569695,10737
Phegans Bay,-33.48859,191,Australian,151.308453,13192
Old Guildford,-33.867084,1104,Lebanese,150.988073,13077
Guildford West,-33.851099,1201,Lebanese,150.972299,11791
Martindale,-32.454407,65,Australian,150.67,12510
Trundle,-32.922887,307,Australian,147.709904,13940
Leichhardt (NSW),-33.883793,4817,English,151.157057,12297
Kembla Grange,-34.47078,115,Australian,150.808912,12092
Yennora,-33.860889,239,Lebanese,150.969356,14506
Lurnea,-33.931947,1667,Australian,150.896105,12422
Burringbar,-28.44671,371,Australian,153.432836,10713
Spring Terrace,-33.402381,72,Australian,149.069863,13620
Katoomba,-33.714043,3397,English,150.311589,12077
North Boambee Valley,-30.306482,767,English,153.071517,12983
Collaroy Plateau,-33.728047,1918,English,151.286514,10971
Gordon (NSW),-32.045612,2022,Chinese,151.761866,11718
Clybucca,-30.954389,72,English,152.965545,10940
Yarranbella,-30.727507,103,English,152.778618,14478
Lue,-32.65414,90,Australian,149.842171,12420
Allambie Heights,-33.765076,2924,English,151.248864,10036
Peakhurst Heights,-33.968127,738,Australian,151.057596,13169
Lake Tabourie,-35.44375,308,Australian,150.398471,12254
Ulong,-35.26049,80,Australian,146.841971,14005
Brocklehurst,-32.150735,170,Australian,148.688877,10583
Brewongle,-33.48878,57,English,149.67541,10564
Merewether,-32.948242,4800,English,151.736231,12573
Mathoura,-35.81262,439,Australian,144.9026,12522
Ultimo,-33.878416,3709,Chinese,151.197272,14006
Cookamidgera,-33.2249,83,Australian,148.324968,11016
Wallarah,-33.241851,168,Australian,151.456522,14109
Bowral,-34.501493,4751,English,150.449304,10536
West Bathurst,-33.412695,1656,Australian,149.564797,14241
Tullymorgan,-29.38348,63,English,153.09836,13960
Diamond Beach,-32.043994,409,English,152.534432,11251
St Andrews (NSW),-34.0245,1673,Australian,150.8306,13631
Kingsford (NSW),-33.924922,5557,Chinese,151.227811,12156
Yanco,-34.630843,503,Australian,146.40345,14460
Bermagui,-36.422732,677,English,150.06439,10307
Gorokan,-33.257544,3733,Australian,151.510399,11721
Canley Heights,-33.883633,4067,Vietnamese,150.923895,10791
Dombarton,-34.456405,75,Australian,150.770419,11270
Port Macquarie,-32.589168,20273,English,151.907551,13246
Glenning Valley,-33.353709,887,English,151.425996,11672
Rockley,-33.547323,87,Australian,149.552941,13380
Condobolin,-33.089095,1907,Australian,147.15218,11002
Hamlyn Terrace,-33.250574,2548,Australian,151.469872,11843
Cranebrook,-33.71431,6710,Australian,150.709986,11105
Taree,-31.922894,7634,Australian,152.463802,13764
Rosehill (NSW),-33.819992,984,Indian,151.024558,13408
Montefiores,-32.538869,300,Australian,148.944461,12685
West Ballina,-28.86333,1274,English,153.54417,14240
Mount Pritchard,-33.894817,1875,Vietnamese,150.90304,12785
Windeyer (NSW),-32.77632,76,English,149.5453,14322
Manildra,-33.186578,363,Australian,148.696347,12473
Bega,-31.16588,2201,Australian,150.919441,10253
The Pocket,-28.505569,106,Australian,153.486046,13834
Glen Innes,-32.596003,2789,Australian,151.446425,11649
Eraring,-33.071249,99,English,151.522946,11429
East Branxton,-32.655999,896,Australian,151.363965,11346
Bogan Gate,-33.106229,143,Australian,147.802354,10438
Myola (NSW),-35.027104,47,English,150.673253,12878
Cecil Park,-33.87478,221,Italian,150.838225,10866
Denistone West,-33.802382,226,Chinese,151.066085,11240
Canton Beach,-33.271922,521,English,151.544045,10798
Ulladulla,-35.357094,2949,English,150.474301,14003
Cremorne (NSW),-33.828131,4031,English,151.230233,11112
Bardia,-33.9773,251,Indian,150.8623,10194
Redbournberry,-32.560421,104,Australian,151.18943,13337
Springdale Heights,-36.033316,889,Australian,146.94484,13622
Hamilton South,-32.934003,1599,English,151.747248,11841
Gregadoo,-35.229449,110,English,147.422814,11773
Darkwood,-30.437487,72,English,152.658005,11210
Limeburners Creek (Mid-Coast - NSW),-38.2336,147,Australian,143.9481,12328
Bombo,-35.278606,39,English,148.279996,10458
Carcoar,-33.609622,140,English,149.140601,10808
Arncliffe,-33.936592,1609,Lebanese,151.146805,10086
Booragul,-32.976125,578,English,151.60589,10495
Ballimore,-32.195726,88,Australian,148.902065,10161
Darawank,-32.121019,183,Australian,152.483196,11203
Galong,-33.704121,98,English,150.246224,11580
Clandulla,-32.906521,86,Australian,149.950771,10916
North Dorrigo,-30.281126,74,English,152.671483,12989
Concord,-33.837702,3311,Italian,151.095046,10999
Copmanhurst,-29.556803,134,Australian,152.73514,11060
Moulamein,-35.089135,222,Australian,144.036636,12743
Rowena,-29.796578,77,Australian,148.935905,13431
Birmingham Gardens,-32.890844,752,Australian,151.690829,10377
Toongabbie (NSW),-33.788942,2874,Australian,150.950644,13907
Moama,-36.112624,2695,Australian,144.755549,12654
Swan Bay (Richmond Valley - NSW),-29.0755,120,Australian,153.2946,13705
Akolele,-36.355798,47,English,150.07685,10023
Mosman,-33.829077,11425,English,151.24409,12738
Pelaw Main,-32.833664,518,Australian,151.480398,13177
Eglinton (NSW),-33.374597,1165,Australian,149.558662,11386
Minmi,-32.877152,375,Australian,151.617789,12638
Mangerton,-34.431722,1005,English,150.871873,12468
Kingscliff,-28.254719,3280,English,153.575638,12154
Nowendoc,-31.515203,67,Australian,151.719541,13026
North Turramurra,-33.713419,1754,English,151.147146,13013
Balldale,-35.845724,62,Australian,146.518358,10159
Ebenezer (NSW),-33.52466,471,English,150.881372,11371
Punchbowl (Canterbury-Bankstown - NSW),-33.9291,6156,Lebanese,151.0516,13273
Canowindra,-33.562223,1110,Australian,148.66491,10796
Brushgrove,-29.566127,97,English,153.080634,10622
Glen Martin,-32.53878,77,Australian,151.825623,11650
Yerrinbool,-34.375908,538,English,150.538132,14510
Glenmore Park,-33.790683,8926,Australian,150.6693,11670
Thora,-30.414372,144,English,152.772526,13849
Binna Burra (NSW),-28.709653,90,English,153.490299,10371
Ingleside,-33.683176,393,English,151.262322,11979
Nelson Bay (NSW),-32.717075,2548,English,152.154863,12923
Bendemeer,-30.878399,233,Australian,151.159905,10289
Carrathool,-34.407182,108,English,145.430787,10827
Brewarrina,-29.961519,423,Australian,146.858999,10563
St Johns Park,-33.885824,1455,Vietnamese,150.905403,13641
Blandford,-31.793098,91,Australian,150.928753,10406
Guyong,-33.414685,59,Australian,149.248914,11821
Mayfield West,-32.890539,803,English,151.7255,12536
Lockhart,-35.221085,439,Australian,146.716343,12369
Dawes Point,-33.855601,132,English,151.20822,11222
Hamilton (NSW),-32.924042,1724,English,151.746874,11838
Chisholm (NSW),-38.176,672,Australian,145.7164,10909
Yelgun,-28.476032,52,Australian,153.512834,14499
Noraville,-33.265942,1295,Australian,151.559914,12974
Dairymans Plains,-36.204435,78,Australian,149.034048,11188
Willawarrin,-30.929995,101,Australian,152.627874,14295
New Brighton,-28.509358,143,English,153.549644,12939
Coramba,-30.222515,406,Australian,153.016086,11065
North Nowra,-34.860731,2627,Australian,150.591467,13000
Tolland,-35.147915,1433,Australian,147.349979,13887
Jaspers Brush,-34.803323,171,English,150.657592,12002
Duns Creek,-32.580313,243,Australian,151.78275,11326
Berowra Heights,-33.610968,2455,English,151.136829,10310
North Bourke,-29.7541,129,Australian,146.1312,12985
Beresfield,-32.801094,1449,Australian,151.657881,10301
Glen Oak,-32.613853,171,English,151.70917,11652
Hay South,-34.512685,174,Australian,144.842938,11875
Chatswood West,-33.796332,420,English,151.167142,10893
Batemans Bay,-35.700315,590,Australian,150.183191,10229
Big Springs,-35.326669,62,English,147.43227,10345
Rozelle,-33.863063,3289,English,151.170573,13435
Cawdor (NSW),-34.108691,181,English,150.671985,10863
Moorland (NSW),-31.772228,250,Australian,152.652348,12714
Stockton (NSW),-32.91612,1680,English,151.78438,13662
Camden South,-34.08748,2109,Australian,150.695074,10773
Warialda Rail,-29.583725,60,English,150.536881,14150
Largs,-32.702528,945,Australian,151.602415,12278
Numeralla,-36.177223,95,English,149.340668,13039
Balgownie,-34.38859,1909,English,150.877689,10155
New Berrima,-34.504395,283,Australian,150.332394,12938
Hartley (NSW),-33.571701,185,Australian,150.208607,11861
Fountaindale,-33.338303,314,English,151.392826,11554
Telarah,-32.729499,1104,Australian,151.536856,13780
Woodbine (NSW),-34.049892,789,Australian,150.818872,14378
Yippin Creek,-31.446918,88,Australian,152.712615,14515
St Helens Park,-34.112264,2400,Australian,150.798121,13637
Tallwoods Village,-32.056396,306,English,152.507801,13737
Merrygoen,-31.824229,73,Australian,149.230644,12587
Chilcotts Grass,-28.836153,101,English,153.335738,10903
Barkers Vale,-28.538014,69,Australian,153.123465,10201
Asquith,-33.687484,1149,English,151.108685,10103
Narellan Vale,-34.055271,3052,Australian,150.74408,12897
Collector,-34.91729,167,Australian,149.424332,10972
Iluka (NSW),-29.407475,773,English,153.350886,11975
Terrigal,-33.448011,5065,English,151.444461,13805
Queenscliff (NSW),-33.784595,1373,English,151.287817,13296
Central Tilba,-36.311773,118,English,150.084817,10877
Newport (NSW),-33.659896,4370,English,151.309312,12956
Narrawallee,-35.308851,564,English,150.471766,12909
Numinbah,-28.276838,49,English,153.253377,13040
Yarra,-31.669437,85,Australian,150.14975,14468
Quambone,-30.929382,86,Australian,147.869963,13287
Possum Brush,-32.042942,67,Australian,152.454174,13251
Bonny Hills,-31.594981,1397,English,152.840605,10470
Mount Pleasant (NSW),-34.39666,480,English,150.863798,12784
Liberty Grove,-33.841665,500,Chinese,151.083609,12315
Broken Hill,-31.977238,8487,Australian,141.458131,10592
Rosewood (Snowy Valleys - NSW),-35.6502,101,Australian,147.8596,13415
Waverton,-33.839969,1049,English,151.195808,14202
Angourie,-29.481012,108,English,153.359964,10059
Hardys Bay,-33.525157,115,English,151.35744,11852
Blackwall (NSW),-33.503434,798,English,151.327632,10399
Canley Vale,-33.887291,3466,Vietnamese,150.943275,10792
