city,lat,ancestry_num,top_ancestry,lon,code
Killcare Heights,-33.52257,332,English,151.370994,12134
Gerogery,-35.834294,279,Australian,146.994255,11605
Urila,-35.588233,56,Australian,149.311818,14059
Fern Bay,-32.854436,1220,English,151.810346,11501
Eastwood (NSW),-33.789986,8071,Chinese,151.080914,11369
Bensville,-33.498579,1182,English,151.381089,10297
Lucknow (NSW),-33.345662,139,Australian,149.161068,12418
Nemingha,-31.123654,380,Australian,150.990412,12926
Wollongbar,-28.827962,1307,Australian,153.421078,14357
Balranald,-34.0414,629,Australian,144.0717,10168
Beryl,-32.351413,78,Australian,149.437976,10327
Talofa,-28.674223,44,English,153.55987,13739
Abercrombie,-33.911806,493,English,149.332781,10004
Laurieton,-31.650229,925,English,152.798179,12283
Loftville,-28.839721,94,English,153.26343,12372
Copacabana,-33.48994,1198,English,151.430558,11056
Haywards Bay,-34.540289,433,Australian,150.787364,11880
Upper Kangaroo River,-34.686553,56,English,150.60052,14030
Doubtful Creek,-28.748597,70,Australian,152.915051,11282
Grafton,-29.703242,4763,Australian,152.934605,11733
Tooleybuc,-35.027891,101,Australian,143.338275,13902
Oxley Vale,-31.06203,1863,Australian,150.900142,13111
Brookvale,-33.766629,952,English,151.273824,10601
Plumpton (NSW),-33.751432,2147,Filipino,150.841204,13230
Farmborough Heights,-34.454004,1502,English,150.819944,11491
Adelong,-35.307947,495,Australian,148.063682,10018
Auburn Vale,-29.83895,56,English,151.041719,10107
Baulkham Hills,-33.758601,9376,English,150.992887,10233
Paynes Crossing,-32.885782,30,English,151.102746,13163
Bedgerabong,-36.1761,67,Australian,147.1951,10247
Blackbutt (NSW),-34.56896,1039,English,150.834695,10391
Weethalle,-33.875402,126,Australian,146.625969,14215
Kentucky,-30.803987,71,Australian,151.440954,12102
Booker Bay,-33.511566,570,English,151.34478,10477
Maclean,-29.457963,1060,Australian,153.196869,12431
Wareemba,-33.856828,462,Italian,151.130728,14148
Anna Bay,-32.776919,1663,English,152.083274,10060
Milperra,-33.937834,1527,Australian,150.989263,12625
Acacia Gardens,-33.730077,859,Australian,150.906502,10014
McDougalls Hill,-32.551514,84,Australian,151.152271,12541
Wards River,-32.223467,95,English,151.935901,14147
Chittaway Bay,-33.32776,904,English,151.429428,10911
Fairy Meadow,-34.399879,2232,English,150.891874,11484
Londonderry (NSW),-33.645188,1455,Australian,150.73698,12375
Spring Flat,-32.638843,82,Australian,149.606908,13613
Barmedman,-34.184676,218,Australian,147.406754,10202
Yarramalong,-33.222529,152,Australian,151.277495,14475
Delungra,-29.652485,298,Australian,150.830948,11234
Bannister (NSW),-34.595404,46,English,149.490386,10183
Gilead,-34.107035,133,English,150.761815,11617
Sutton Forest,-34.568289,199,English,150.321036,13703
Kurnell,-34.008487,1015,English,151.204879,12216
Austral,-31.021949,836,Italian,152.937797,10109
Portland (NSW),-33.353124,1128,Australian,149.98227,13250
Bethungra,-34.762894,71,English,147.852565,10328
Woodview,-28.86062,74,Australian,152.950742,14397
Running Stream,-33.02011,56,Australian,149.911201,13441
Leonay,-33.759156,1033,English,150.652318,12304
Timbumburi,-31.203391,74,Australian,150.917132,13870
Tarana,-33.526572,64,English,149.908189,13760
Lawrence (NSW),-29.496729,481,English,153.105535,12288
Summerland Point,-33.139085,1195,English,151.565431,13690
Kings Park (NSW),-33.745736,1247,Australian,150.904598,12150
Berry Park,-32.755266,48,English,151.650248,10325
Green Point (Mid-Coast - NSW),-32.2485,256,English,152.5178,11755
Karangi,-30.254449,291,Australian,153.048256,12072
Wamberal,-33.418298,2895,English,151.446193,14122
Kellyville Ridge,-33.700104,2497,Australian,150.92865,12089
Heddon Greta,-32.804507,973,Australian,151.509565,11888
Quakers Hill,-33.728356,6687,Australian,150.881177,13286
Balmain East,-33.857833,829,English,151.190598,10165
Glen William,-32.521508,67,Australian,151.79757,11654
Mona Vale,-33.67707,4652,English,151.300316,12672
Yarrahapinni,-30.837327,83,Australian,152.942535,14474
Oakville,-33.622562,716,English,150.862154,13060
Wattle Flat (NSW),-33.140507,115,English,149.693813,14191
Port Hacking,-34.067503,441,English,151.122449,13244
Bass Hill,-33.900608,2315,Lebanese,150.992888,10224
Blacksmiths,-33.077161,886,Australian,151.652305,10396
Breeza,-31.244175,93,Australian,150.457901,10561
Paxton,-32.902045,484,Australian,151.279669,13162
Leeton,-34.5522,3487,Australian,146.406444,12293
Horningsea Park,-33.945088,605,Australian,150.842975,11935
Macksville,-30.70403,1262,Australian,152.921564,12430
Tottenham (NSW),-32.244042,184,Australian,147.356028,13923
Kingsvale,-34.457564,69,Australian,148.363624,12161
South Durras,-35.650988,148,Australian,150.295026,13580
Lake Conjola,-35.269291,199,English,150.492742,12244
Carrington (Newcastle - NSW),-17.1007,907,English,139.6178,10830
Surf Beach (NSW),-35.761341,767,English,150.21013,13697
Palm Grove (NSW),-33.326275,49,English,151.311454,13133
Elizabeth Bay,-33.872829,1816,English,151.226593,11395
Dalton,-34.72191,96,Australian,149.181024,11194
Wayo,-34.60171,54,English,149.628076,14204
New Italy,-29.150297,74,English,153.287828,12941
Bombay,-35.436417,52,English,149.666636,10456
Willow Vale (Wingecarribee - NSW),-34.4321,299,English,150.4716,14307
Grattai,-32.654782,155,English,149.482995,11741
Merriwagga,-33.820291,69,Australian,145.622346,12586
Lambs Valley (Singleton - NSW),-25.2694,156,Australian,152.3054,12263
Chain Valley Bay,-33.174102,1154,English,151.580195,10880
Marsfield,-33.783971,4638,Chinese,151.094241,12506
Vineyard,-33.6416,378,English,150.8521,14076
Worrowing Heights,-35.065515,238,English,150.639373,14424
Maraylya,-33.58198,511,Australian,150.90695,12484
Beverley Park,-33.975135,489,Greek,151.131345,10330
Hinton,-32.716588,241,Australian,151.651388,11916
Narellan,-34.055271,1573,Australian,150.74408,12896
Bridgman,-32.437932,108,Australian,151.151748,10567
Georges Hall,-33.912851,1979,Lebanese,150.982469,11601
St Fillans,-32.468156,105,Australian,149.632641,13634
Bexhill,-28.762689,251,Australian,153.346496,10333
Lower Boro,-35.1372,62,English,149.7752,12402
East Gresford,-32.428616,165,Australian,151.553227,11350
Tarraganda,-36.667587,164,English,149.866664,13768
Collie (NSW),-31.667727,90,Australian,148.30349,10975
Kangy Angy,-33.322397,149,English,151.395063,12064
Wyong,-33.274859,1751,English,151.49038,14446
Gurley,-29.735601,98,English,149.79988,11817
Mascot,-33.931189,3339,Chinese,151.19431,12519
Grabben Gullen,-34.545474,100,Australian,149.410916,11731
Harrington Park,-34.023239,3624,Australian,150.742232,11859
Albion Park,-34.560838,5837,Australian,150.79575,10025
Mount Annan,-34.054864,4568,Australian,150.764158,12745
Lade Vale,-34.84439,58,English,149.139454,12232
Eastlakes,-33.925133,882,Australian,151.213199,11368
Harden,-34.555033,963,Australian,148.369635,11851
Louth Park,-32.752138,339,Australian,151.55845,12395
Upper Manilla,-30.565763,63,English,150.632502,14037
Killabakh,-31.735516,141,English,152.399887,12128
Mardi,-33.28342,1476,English,151.404775,12488
Kingsgrove,-33.939481,2581,Greek,151.098941,12158
Middleton Grange,-33.914093,769,Australian,150.843547,12607
Currawang,-34.984542,72,Australian,149.476481,11177
Whitton,-34.517992,245,Australian,146.185556,14280
Gilmore (NSW),-35.328188,92,Australian,148.163783,11626
Mendooran,-31.822488,255,Australian,149.118008,12570
Gillieston Heights,-32.766353,1497,Australian,151.527365,11624
Eviron,-28.31156,86,Australian,153.495268,11472
Wedderburn (NSW),-34.127555,243,English,150.812698,14209
Woonona,-34.34915,5223,English,150.914167,14416
Tumbarumba,-35.777459,911,Australian,148.012861,13961
Burraneer,-34.065063,1477,English,151.137171,10705
Ramsgate,-33.981114,265,English,151.1483,13309
Delegate,-37.044028,156,Australian,148.941735,11233
Ettrick (NSW),-28.665037,80,Australian,152.921436,11448
Mountain View (NSW),-29.608511,93,Australian,152.935547,12808
Couridjah,-34.234218,149,Australian,150.547569,11093
Euabalong,-33.055677,97,Australian,146.393986,11449
Greenethorpe,-34.041955,95,English,148.395001,11760
Jerrabomberra,-35.384458,3736,Australian,149.199053,12016
Bundagen,-30.422303,58,English,153.033099,10669
Harwood,-29.418833,159,Australian,153.240867,11865
Mulgoa,-33.838167,666,Australian,150.683371,12814
Ashby (NSW),-29.423925,154,English,153.187448,10094
Hermidale,-31.638848,63,Australian,146.689584,11894
Lovedale,-32.772453,221,English,151.384846,12396
Seaforth (NSW),-33.797106,3120,English,151.251146,13509
Cheltenham (NSW),-33.76169,686,English,151.079364,10896
Dangar Island,-33.539357,141,English,151.241762,11199
Upper Orara,-30.284822,362,Australian,153.00951,14041
East Seaham,-32.665424,166,Australian,151.741458,11362
Balgowlah,-33.787074,3432,English,151.251721,10153
Kosciuszko National Park,-36.3049,169,Australian,148.4787,12199
Casino,-28.7912,5399,Australian,153.062954,10843
Craven,-31.878916,72,Australian,151.775719,11107
Ebor,-30.398818,87,Australian,152.352083,11372
Merriwa (NSW),-32.139419,808,Australian,150.355719,12585
Elanora Heights,-33.695015,1895,English,151.280156,11389
Upper Burringbar,-28.44671,119,English,153.432836,14015
Avondale (NSW),-34.514177,697,English,150.733774,10116
Callala Beach,-35.009084,336,Australian,150.696524,10758
Woodcroft (NSW),-33.754986,1885,Filipino,150.879666,14381
Coopers Gully,-36.649434,75,Australian,149.795722,11048
Gerringong,-34.745549,1765,Australian,150.827497,11606
Dondingalong,-31.09994,327,Australian,152.737797,11272
Denham Court,-33.990081,374,English,150.844653,11235
Westleigh,-33.711956,1658,English,151.072836,14260
Menindee,-32.392053,239,Australian,142.417613,12571
North Ryde,-33.79677,2435,Australian,151.124355,13005
Forbes (NSW),-33.385343,4226,Australian,148.007905,11536
Windale,-32.997694,1667,Australian,151.681053,14315
Burwood Heights,-33.888328,221,Chinese,151.103412,10719
Reserve Creek,-28.354608,56,Australian,153.484093,13353
Stuarts Point,-30.821108,332,Australian,152.993983,13681
Coolgardie (NSW),-28.91858,52,English,153.456093,11031
Conjola,-35.269291,77,English,150.492742,11011
Cope,-32.303181,50,English,149.619773,11057
Riverwood,-33.949859,3893,Chinese,151.052469,13371
Pelican (NSW),-33.078506,427,English,151.649587,13178
Come By Chance,-30.361591,86,Australian,148.467361,10993
Broadmeadow,-32.924165,637,English,151.737829,10578
Tallong,-34.718548,334,Australian,150.083071,13733
Shannon Vale,-29.731641,64,Australian,151.822956,13526
Wells Crossing,-29.892279,74,Australian,153.059881,14223
Fairfield Heights,-33.864603,1241,Assyrian,150.938451,11479
South Wolumla,-36.821939,83,Australian,149.750881,13602
Colinton (NSW),-35.861015,60,English,149.158071,10968
Colo Vale,-34.400134,699,English,150.487969,10985
Greenleigh,-35.349539,272,Australian,149.255909,11767
Girvan,-32.467867,75,Australian,152.068465,11637
Stroud Road,-32.344759,130,Australian,151.929068,13679
Parkes (NSW),-33.138326,5393,Australian,148.174166,13151
Blaxlands Creek,-29.859271,55,English,152.847314,10408
Riverstone,-33.679382,2748,Australian,150.861595,13368
Kyle Bay,-33.991238,217,Australian,151.098301,12227
Waterloo (NSW),-33.9004,3095,English,151.206144,14183
Doonside,-33.765071,3102,Australian,150.86929,11275
Port Kembla,-34.479473,1522,Australian,150.901651,13245
Ellis Lane,-34.040061,377,English,150.672006,11405
Frenchs Forest,-33.751488,5367,English,151.245461,11568
Halfway Creek,-29.948486,116,Australian,153.114128,11831
Hebersham,-33.743504,1587,Australian,150.822682,11886
Casuarina (NSW),-28.296652,1123,English,153.571274,10851
Clergate,-33.191476,108,Australian,149.110963,10929
Koonawarra,-34.502196,1621,Australian,150.807052,12187
Congo,-35.956185,108,English,150.153669,11008
Thurgoona,-36.044475,3694,English,146.989961,13856
Hoxton Park,-33.92678,552,Australian,150.857888,11951
Segenhoe,-32.128983,95,English,150.918335,13517
Glen Davis,-33.134333,49,English,150.147648,11646
Tarro,-32.808847,786,English,151.668182,13771
Budgee Budgee (NSW),-32.543565,80,Australian,149.676562,10641
Stroud,-32.402364,517,Australian,151.966607,13677
Woolwich,-33.838393,269,English,151.172535,14412
Daruka,-31.035042,358,Australian,150.962594,11218
New Park,-28.607163,77,English,152.991128,12945
Greenwich,-34.625181,1929,English,149.906755,11770
Kalang,-30.508285,108,Australian,152.774243,12050
Box Hill (NSW),-33.639115,283,Australian,150.904697,10539
Boggabri,-30.704728,597,Australian,150.042508,10442
Arakoon,-30.888231,194,Australian,153.066955,10069
Wilberforce (NSW),-33.558179,1340,Australian,150.847506,14288
Earlwood,-33.92651,4018,Greek,151.12648,11343
Berkeley,-34.481408,2628,Australian,150.844147,10303
Chillingham,-28.31412,89,English,153.277703,10904
Turvey Park,-35.131926,1448,English,147.35864,13983
High Range,-34.373716,161,English,150.297876,11900
Smithfield (NSW),-33.853546,1656,Australian,150.940431,13559
Hillvue,-31.118432,3138,Australian,150.917009,11914
Rouchel,-32.123533,67,Australian,151.090225,13422
Ardlethan,-34.357355,236,English,146.903401,10076
Wamboin,-31.713914,755,Australian,148.660146,14123
West Wyalong,-33.923496,1384,Australian,147.205201,14256
Cabramatta,-33.899136,8298,Vietnamese,150.917514,10740
Oran Park,-34.006941,1479,Australian,150.723908,13091
Alexandria,-33.897571,2639,English,151.195567,10030
Dungog,-33.891712,954,Australian,151.137258,11320
Northwood (NSW),-33.829732,356,English,151.177751,13024
Regents Park (NSW),-33.883928,1182,Chinese,151.023796,13345
Koolewong,-33.46632,412,English,151.31816,12185
Windradyne,-33.408309,1350,Australian,149.550561,14324
Euchareena,-32.939006,74,English,149.067204,11452
Kellys Plains,-30.554866,88,Australian,151.633136,12087
Wallendbeen,-34.524319,138,English,148.16016,14113
Kirribilli,-33.846275,1368,English,151.212705,12173
Wallaroo (NSW),-35.149733,285,Australian,149.005727,14112
Burradoo,-34.506395,1290,English,150.404854,10701
Cudgen,-28.2628,409,Australian,153.55721,11143
Swansea (NSW),-33.089429,2295,Australian,151.637046,13711
Berridale,-36.36953,569,Australian,148.830045,10316
Macquarie Park,-33.779795,2052,Chinese,151.134041,12437
Laggan,-34.384409,196,Australian,149.541447,12235
Castle Hill (NSW),-33.732307,10278,English,151.005616,10847
Chittaway Point,-33.326616,430,Australian,151.463661,10912
Wyalong,-33.925882,334,Australian,147.243019,14431
Tygalgah,-28.311571,56,English,153.410299,13996
Sylvania,-34.019802,3123,English,151.115847,13717
Belmore River,-31.072166,141,English,152.967558,10280
Yorklea,-28.946286,195,Australian,153.060771,14517
Skennars Head,-28.826941,533,English,153.606411,13554
Wentworth Falls,-33.709836,2704,English,150.376454,14226
Tura Beach,-36.86533,1483,English,149.917714,13973
Beecroft,-35.007431,2908,English,150.79864,10249
Daleys Point,-33.50569,322,English,151.348181,11189
Cambewarra Village,-34.82309,586,Australian,150.559835,10764
Marrangaroo,-33.428678,259,Australian,150.106225,12502
Tahmoor,-34.22291,2283,Australian,150.593447,13727
Garthowen,-33.596772,70,Australian,149.622184,11593
Stanwell Park,-34.226019,615,English,150.986148,13653
Culcairn,-35.667766,683,Australian,147.03717,11147
Cabarita (NSW),-33.849081,532,English,151.113765,10736
Seelands,-29.615101,202,Australian,152.913819,13515
Tanilba Bay,-32.732589,1560,Australian,152.002389,13748
Bonalbo,-28.653951,164,English,152.596341,10463
Smiths Lake,-32.382379,630,English,152.501878,13563
Mortdale,-33.972239,2409,English,151.075391,12728
Buckaroo,-32.559654,69,English,149.63106,10630
Springwood (NSW),-33.700645,3858,English,150.55875,13629
Winmalee,-33.673276,2823,English,150.61911,14334
McGraths Hill,-33.613435,1156,Australian,150.840222,12542
South Maitland,-32.742294,175,Australian,151.566213,13591
Green Valley (NSW),-33.903526,1726,Vietnamese,150.86636,11756
Razorback,-33.033803,478,Australian,149.81923,13328
Glenquarry,-34.522941,125,Australian,150.490532,11674
Long Jetty,-33.359163,2771,English,151.484178,12378
Sherwood (Kempsey - NSW),-31.0677,73,English,152.7121,13537
McKees Hill,-28.880798,197,Australian,153.19628,12543
Burrangong,-34.287811,124,Australian,148.268425,10706
Condong,-28.316754,141,Australian,153.433785,11003
Edgeworth,-32.923766,3045,Australian,151.622249,11381
Halekulani,-33.223484,1190,English,151.550635,11830
Condell Park,-33.922034,3114,Lebanese,151.011619,11001
Megan,-30.286954,65,English,152.787387,12558
Wagstaffe,-33.523185,116,English,151.342598,14084
Erowal Bay,-35.084367,275,Australian,150.646501,11436
Walgett,-30.021558,981,Australian,148.116684,14096
Hurlstone Park,-33.909964,1009,English,151.13224,11963
Leeville,-28.947743,126,Australian,152.97788,12295
Wadalba,-33.273033,1254,Australian,151.465618,14080
Medlow Bath,-33.672526,278,English,150.280742,12553
Rydalmere,-33.811244,1374,Australian,151.034464,13453
Walbundrie,-35.690162,80,Australian,146.72127,14092
Junction Hill,-29.64137,710,Australian,152.925803,12045
Goulburn,-34.747561,9535,Australian,149.748917,11725
Nords Wharf,-33.135175,416,English,151.603972,12975
Urana,-35.329447,160,Australian,146.265684,14052
Vincentia,-35.069537,1406,English,150.675178,14075
Stony Creek (Bega Valley - NSW),-36.6173,68,English,149.802,13668
Little Billabong,-35.587981,48,English,147.529705,12350
St Leonards (NSW),-33.823248,1314,Chinese,151.195504,13642
Marayong,-33.746168,1844,Australian,150.898338,12485
Bombala,-36.909544,656,Australian,149.242198,10455
Windermere Park,-33.115951,362,Australian,151.531184,14321
Broulee,-35.854996,809,English,150.174616,10608
Normanhurst,-33.720999,1755,English,151.097331,12976
Fennell Bay,-32.992104,805,English,151.600093,11500
Empire Vale,-28.915582,94,Australian,153.503369,11416
Bostobrick,-30.277198,53,English,152.627919,10516
Dubbo,-32.247975,18538,Australian,148.593099,11296
Woy Woy Bay,-33.484478,186,English,151.312108,14426
Dobies Bight,-28.809447,54,English,152.943494,11262
Mount Lewis,-33.917157,538,Lebanese,151.047838,12774
Roseville Chase,-33.778902,536,English,151.195195,13413
Berowra Waters,-33.601653,33,English,151.11837,10311
Bidwill (NSW),-33.73024,1445,Australian,150.822765,10340
Silverdale (NSW),-33.942212,1543,Australian,150.580102,13544
Milton (NSW),-35.315085,706,English,150.434525,12630
Old Toongabbie,-33.792713,1035,Australian,150.974108,13081
Wadeville,-28.559602,65,English,153.141396,14082
Claremont Meadows,-33.770438,1712,Australian,150.752791,10918
Coolatai,-29.268259,52,Australian,150.734491,11028
Kings Langley,-33.742079,3074,Australian,150.922711,12149
Tooma,-35.97108,48,Australian,148.052595,13906
Homebush (NSW),-33.859654,1367,Chinese,151.081847,11929
Ourimbah,-33.359703,1869,English,151.36965,13103
Primrose Valley,-35.470922,75,Australian,149.362232,13265
Laguna,-32.994585,85,Australian,151.127788,12237
Wilsons Creek,-28.571576,150,English,153.426779,14310
Hurstville Grove,-33.980653,649,Chinese,151.091136,11965
Nelsons Plains,-32.702329,181,Australian,151.710584,12924
Loomberah,-31.225388,247,Australian,151.051391,12386
Mount George (NSW),-31.884445,134,English,152.181488,12761
Riverside (NSW),-31.413952,161,English,152.868521,13367
Werrington County,-33.747939,1527,Australian,150.751155,14236
Barrington (NSW),-31.973631,167,English,151.910491,10216
Palm Beach (NSW),-33.604282,762,English,151.321419,13132
East Gosford,-33.438534,1685,English,151.354167,11349
Campbelltown (NSW),-34.067441,3820,English,150.812522,10780
Bulga (NSW),-32.644624,164,Australian,151.03792,10651
Kogarah,-33.979117,2939,Chinese,151.123296,12181
Millthorpe,-33.445862,576,Australian,149.185397,12623
Moto,-31.854383,58,English,152.589555,12742
Stubbo,-32.317461,100,English,149.585099,13682
Nangus,-35.055354,103,Australian,147.907046,12890
Gungal,-30.519341,129,Australian,147.937893,11810
Holmesville,-32.913661,655,Australian,151.576847,11924
Nanima,-32.511172,74,English,148.981159,12891
Wherrol Flat,-31.783211,141,English,152.227659,14271
Oak Flats,-34.564933,2601,Australian,150.819334,13053
Mount White,-33.461404,77,English,151.190612,12803
Clontarf (NSW),-33.808238,761,English,151.255095,10935
Blair Athol (NSW),-34.063835,508,Australian,150.806007,10400
Osterley (NSW),-32.724756,64,Australian,151.700846,13099
Crestwood,-31.472265,1483,English,152.904109,11115
Keerrong,-28.712268,70,Australian,153.26514,12083
Croobyar,-35.321265,74,Australian,150.400375,11121
Austral Eden,-31.021949,66,Australian,152.937797,10110
Hunterview,-32.544357,1401,Australian,151.173899,11955
Gunning,-33.138047,311,Australian,147.922419,11813
Mount Riverview,-33.734273,1424,English,150.631177,12788
Yarrawonga Park,-33.100922,186,English,151.544375,14487
Jacks Creek,-30.454703,71,Australian,149.739878,11993
Fernvale (NSW),-28.370325,130,Australian,153.436264,11511
Putty,-32.969803,29,Australian,150.674177,13279
Coonabarabran,-31.273439,1659,Australian,149.277272,11043
Kianga (NSW),-36.196069,318,Australian,150.131026,12119
Bondi,-37.119454,2760,English,149.173088,10464
Bowenfels,-33.60463,937,Australian,150.120913,10529
Penrose,-34.670072,118,English,150.228512,13185
Narara,-33.395807,3402,English,151.346114,12895
Enmore (Inner West - NSW),-33.9002,1284,English,151.1698,11425
Fairfield East,-33.869449,1293,Vietnamese,150.977528,11478
Halls Creek (NSW),-30.761588,66,Australian,150.914624,11834
Wingen,-31.894215,155,Australian,150.880095,14331
Springfield (Central Coast - NSW),-33.4277,1898,English,151.372,13623
Capertee,-33.148969,57,Australian,149.99001,10802
Elderslie (Singleton - NSW),-32.5828,65,English,151.3468,11392
Redfern,-33.892778,3703,English,151.203901,13339
Mollymook,-35.329662,468,Australian,150.471836,12669
North Rothbury,-32.69748,472,Australian,151.341011,13004
Matraville,-33.957549,2343,Australian,151.230846,12524
Brogo,-36.570993,218,English,149.823508,10589
Hunters Hill,-33.83484,3064,English,151.154196,11954
Kincumber,-33.487271,3455,English,151.381035,12141
Kalkite,-36.334764,90,English,148.636658,12052
Mount Warrigal,-34.551856,1868,English,150.843468,12801
Bigga,-34.084776,96,Australian,149.151361,10346
Randwick,-33.913164,8671,English,151.241993,13312
Tighes Hill,-32.908014,678,English,151.751115,13863
East Ballina,-28.864324,2501,English,153.582396,11345
Suffolk Park,-28.689842,1462,English,153.610159,13684
Wattle Grove (NSW),-33.963316,2745,Australian,150.936403,14192
Balmoral (Wingecarribee - NSW),-34.3018,205,Australian,150.5165,10167
Bald Hills (NSW),-36.912886,127,Australian,149.847662,10147
Greenacre,-33.906744,8782,Lebanese,151.057271,11757
Corndale (NSW),-28.698711,148,English,153.37782,11076
Northbridge (NSW),-33.815028,2330,English,151.222266,13022
Naremburn,-33.817299,1999,English,151.20116,12898
Currabubula,-31.262722,170,Australian,150.734256,11172
Molong,-33.09197,1261,Australian,148.868772,12671
Erina Heights,-33.426949,166,Australian,151.413211,11434
Willoughby East,-33.802534,638,Australian,151.203505,14304
East Lismore,-28.820433,2102,Australian,153.285411,11358
Griffith (NSW),-34.289045,5356,Australian,146.043671,11782
Gillenbah,-34.768998,53,English,146.53099,11622
Norah Head,-33.279786,506,Australian,151.555053,12973
Clear Creek,-33.332296,60,Australian,149.707746,10925
Stanhope (NSW),-32.607338,62,English,151.388821,13648
Adamstown,-32.950984,2631,English,151.717695,10016
Morisset,-33.121406,1410,English,151.530773,12723
Rutherford,-32.716413,5481,Australian,151.527921,13449
Bodalla,-35.796628,330,Australian,150.173321,10434
Boorooma,-30.103871,367,Australian,147.465609,10501
Legume,-28.404725,79,Australian,152.30758,12296
Rous Mill,-28.876258,102,English,153.389634,13428
Manning Point,-31.895141,114,English,152.661512,12478
Verona,-36.465045,131,Australian,149.8207,14073
East Killara,-33.753498,1286,Chinese,151.170003,11355
Bungwahl,-32.387265,106,English,152.444151,10687
Attunga,-30.930991,299,Australian,150.847933,10105
Dunmore (NSW),-34.606223,94,Australian,150.840676,11323
East Jindabyne,-36.401823,280,English,148.652518,11352
Bundeena,-34.085064,832,English,151.151259,10672
Bondi Beach,-33.890542,3504,English,151.274856,10465
Wingello,-34.691726,259,English,150.15675,14330
San Isidore,-35.111163,174,Australian,147.287126,13469
Lidster,-33.297893,154,English,148.958974,12319
Pleasant Hills,-35.467017,47,Australian,146.797165,13228
Greta (NSW),-32.677443,1398,Australian,151.388741,11778
Rooty Hill,-33.77155,3293,Filipino,150.843922,13395
Coutts Crossing,-29.831052,585,Australian,152.891036,11094
Ellalong,-32.912261,539,Australian,151.311291,11398
Brooklyn (NSW),-33.548006,305,English,151.22519,10599
Haberfield,-33.880496,2084,Italian,151.138839,11828
Belford,-32.608791,93,Australian,151.286484,10258
Bathurst,-33.859251,2899,English,151.208782,10231
Nulkaba,-32.809622,351,Australian,151.349641,13031
Huonbrook,-28.550966,47,English,153.371552,11962
Gresford,-32.427031,116,English,151.537784,11777
Burrumbuttock,-35.835429,176,Australian,146.802861,10716
Clifton Grove,-33.247034,416,Australian,149.173554,10934
Uki,-28.413908,286,Australian,153.336649,14000
Broadwater (Richmond Valley - NSW),-29.0358,303,Australian,153.4352,10580
Fernbrook,-30.365422,54,English,152.590166,11506
Villawood,-33.883679,1053,Lebanese,150.976468,14074
Eunanoreenya,-35.0811,90,Australian,147.4569,11457
Boolaroo,-32.955269,488,Australian,151.622332,10482
Kelvin,-30.792246,96,Australian,150.35467,12091
Kingsdale,-34.663354,98,English,149.661163,12155
Rosebery (NSW),-33.920412,1982,Chinese,151.203107,13405
Swan Bay (Port Stephens - NSW),-32.6986,150,Australian,151.9361,13704
Mooball,-28.441829,89,Australian,153.484436,12687
Hermitage Flat,-33.47971,152,Australian,150.145293,11895
Jeir,-35.033261,126,Australian,148.975562,12004
Valley Heights,-33.705288,579,English,150.584919,14069
Alfords Point,-33.993303,916,Australian,151.024751,10031
Tinonee,-31.93777,497,Australian,152.413824,13876
Davistown,-33.485685,1149,English,151.360521,11221
Tumbulgum,-28.274366,186,Australian,153.461116,13964
Woodenbong,-28.391044,190,Australian,152.612035,14382
West Gosford,-33.420829,573,English,151.321753,14244
Elizabeth Beach,-32.333509,105,English,152.530117,11396
Red Rock,-34.7698,219,Australian,150.5214,13334
Koorainghat,-31.985801,94,English,152.470097,12191
Bookham,-34.789416,74,Australian,148.637784,10478
Pokolbin,-32.771323,397,English,151.290973,13236
Jugiong,-34.823299,107,English,148.324895,12044
Arcadia Vale,-33.060343,630,English,151.575815,10073
Wirlinga,-36.069726,63,Australian,147.013164,14337
Monterey,-33.973068,1038,Greek,151.150983,12686
Greenwich Park,-34.625181,64,English,149.906755,11771
Bardwell Valley,-33.935083,424,English,151.134686,10196
Broken Head,-28.717235,112,English,153.592296,10591
Fernhill,-34.383602,407,Australian,150.88676,11507
Gumly Gumly,-35.123768,143,English,147.421169,11800
Middle Arm,-34.539675,192,English,149.741673,12599
Cammeray,-33.821953,2635,English,151.21043,10778
North Tamworth,-31.076267,2274,Australian,150.930058,13011
Towamba,-37.087978,111,English,149.652672,13927
West Pennant Hills,-33.753676,4317,English,151.039113,14249
Bulahdelah,-32.413376,674,Australian,152.207981,10649
Kynnumboon,-28.308141,63,Australian,153.379519,12228
Barry (Blayney - NSW),-25.5206,77,Australian,151.3437,10218
Stanmore (NSW),-33.897351,2456,English,151.16535,13650
Oyster Bay,-34.006894,2272,English,151.081067,13112
Bangalow,-28.686356,842,English,153.524792,10174
Parramatta,-33.798043,7885,Indian,151.010707,13156
Darbys Falls,-33.931096,123,Australian,148.859104,11205
North Batemans Bay,-35.700315,263,English,150.183191,12982
Wandandian,-35.089066,155,Australian,150.509967,14127
Boorowa,-34.438598,771,Australian,148.716326,10503
Coomba Park,-32.241295,265,English,152.472124,11038
Binnaway,-31.552115,272,Australian,149.378497,10372
Llandilo,-33.708904,496,Australian,150.756773,12363
Yowie Bay,-34.049866,1240,English,151.104325,14519
Blighty,-35.591687,77,English,145.285731,10412
Woolloomooloo,-33.869283,1135,English,151.220412,14406
Wooli,-29.865472,189,English,153.266263,14403
West Pymble,-33.760383,1905,English,151.126038,14250
Moorebank,-33.933805,2300,Australian,150.953602,12712
